,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,予想タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
33,33,2020/06/28,3阪神8,曇,11.0,宝塚記念(G1),,18,8.0,16,4.1,2,1,北村友一,56,芝2200,稍,5.0,2:13.5,-1.0,108.0,7-8-7-1,34.6-36.3,36.3,464(+10),,,(キセキ),15378.0,3,,5839.571428571429,0.004545454545454555,102.57142857142857,0,,,34.64285714285714,0.946236559139785,16.47940074906367,16.673094172568295,133.5,120.01081081081082,7.0,1.0,5.75,0.3888888888888889,34.6,36.3,1.6999999999999957,0.0,-1.6999999999999957,36.457142857142856,35.228571428571435,6.037878787878787,-1.70909090909091,-0.5636363636363633,1.1454545454545468,0.0,6.0,6.0,0.03044308181779346,5.636363636363637,6.090909090909091,3.727272727272727,4.181818181818182,0.45454545454545453,11.368511580482098,1.3164556792978468,4,-0.5,-0.12142857142857143,35.442857142857136,28.0,248.0,110.5
34,34,2020/06/07,3東京2,晴,11.0,安田記念(G1),,14,1.0,1,12.7,4,13,レーン,58,芝1600,稍,-15.0,1:33.6,2.0,95.0,3-3,34.2-34.3,36.0,506(0),,,グランアレグリア,,4,,4640.25,0.34545454545454557,103.75,0,,,34.324999999999996,0.9777777777777777,17.094017094017094,16.971361822828136,93.6,119.07474747474753,3.0,3.0,3.0,0.21428571428571427,34.2,34.3,1.7999999999999972,1.7000000000000028,-0.09999999999999432,36.375,34.45,3.348484848484848,-1.2909090909090906,0.0909090909090922,1.3818181818181827,-10.0,-10.0,0.0,0.01715788917765268,3.272727272727273,3.4545454545454546,-0.8181818181818182,-0.6363636363636364,0.18181818181818182,9.770988804733236,0.8259674462242571,5,2.0,-0.012499999999999983,35.050000000000004,15.0,279.0,107.25
35,35,2020/10/11,4京都2,晴,11.0,京都大賞典(G2),,17,1.0,2,3.5,1,2,浜中俊,57.0,芝2400,稍,3.0,2:25.7,0.1,114.0,17-17-11-7,35.5-35.0,34.3,502(0),,出遅れ,グローリーヴェイズ,2734.4,5,,2261.316666666667,0.3857142857142857,102.83333333333333,0,,,34.71666666666667,0.835820895522388,16.472203157172274,16.54386888576716,145.7,119.5159090909091,17.0,7.0,13.0,1.0,35.5,35.0,-1.2000000000000028,-0.7000000000000028,0.5,35.675,34.974999999999994,5.940476190476191,0.0999999999999999,-0.18095238095238048,-0.2809523809523804,5.0,15.0,10.0,0.038585045011318174,5.0,6.571428571428571,1.5238095238095237,3.0952380952380953,1.5714285714285714,9.398874558967504,1.6526775170028216,6,0.1,0.3125,35.12222222222222,34.0,549.0,106.25
36,36,2020/10/11,4東京2,曇,11.0,毎日王冠(G2),,11,5.0,5,10.6,4,2,内田博幸,56.0,芝1800,稍,-4.0,1:46.0,0.5,109.0,3-3-3,34.5-35.4,34.9,498(-2),,,サリオス,2722.0,6,,1197.0555555555557,0.4439999999999999,100.5,0,,,34.672222222222224,0.6768558951965066,16.9811320754717,16.786255016987788,106.0,120.30514285714283,3.0,3.0,3.0,0.2727272727272727,34.5,35.4,0.3999999999999986,-0.5,-0.8999999999999986,35.75,34.69444444444445,4.733333333333333,-1.1199999999999997,-0.08400000000000006,1.0359999999999996,1.0,1.0,0.0,0.022373215417573863,5.04,4.2,-0.36,-1.2,-0.84,8.62473736843947,1.1433691002507824,6,0.5,0.4499999999999999,35.03888888888889,29.0,549.0,104.0
37,37,2020/09/06,3新潟8,晴,11.0,新潟記念(G3),,18,3.0,5,7.8,3,2,Ｍ．デム,56,芝2000,良,7.0,1:59.9,0.0,107.0,1-1,36.8-33.1,33.1,486(-6),,S不利,ブラヴァス,1618.2,7,,906.86,0.48333333333333334,100.5,0,,,34.790000000000006,0.8307692307692308,16.680567139282736,16.540965930915014,119.9,120.94885496183213,1.0,1.0,1.0,0.05555555555555555,36.8,33.1,-3.6999999999999957,0.0,3.6999999999999957,36.559999999999995,34.93,4.319444444444444,-1.375,0.11666666666666654,1.4916666666666665,-1.0,-1.0,0.0,0.028024424054197233,3.75,4.5,-0.5,0.25,0.75,8.609888356697367,1.7242441101767727,5,0.0,0.18,35.42666666666667,27.0,234.0,105.0
38,38,2020/10/11,4東京2,曇,11.0,毎日王冠(G2),,11,8.0,10,25.0,6,4,三浦皇成,56.0,芝1800,稍,-4.0,1:46.1,0.6,112.0,8-7-7,34.5-35.4,34.2,476(0),,出脚鈍い,サリオス,1000.0,8,,988.7190476190477,0.9249999999999999,98.33333333333333,0,,,35.166666666666664,0.6156462585034014,16.96512723845429,16.55246503942843,106.1,121.23687499999994,8.0,7.0,7.333333333333333,0.7272727272727273,34.5,35.4,-0.29999999999999716,-1.1999999999999957,-0.8999999999999986,35.900000000000006,35.24761904761905,11.31730769230769,-1.015384615384615,-0.0076923076923069815,1.007692307692308,3.0,4.0,1.0,0.05188325210085742,10.615384615384615,11.5,3.5384615384615383,4.423076923076923,0.8846153846153846,15.762903787134816,2.2841374631613753,6,0.6,0.907142857142857,35.43809523809523,32.0,425.0,103.25
39,39,2020/08/02,1札幌4,晴,11.0,クイーンS(G3),,14,2.0,2,3.3,1.0,3,岩田康誠,56,芝1800,良,-16.0,1:46.0,0.1,113.0,13-13-13-11,34.8-36.0,34.7,474(-8),,,レッドアネモス,907.4,9,,1122.8,0.6625,102.2,0,,,34.19,0.7142857142857143,16.9811320754717,16.81179139740005,106.0,119.98220338983057,13.0,11.0,12.5,0.9285714285714286,34.8,36.0,-0.09999999999999432,-1.2999999999999972,-1.2000000000000028,35.9,34.660000000000004,8.316666666666666,-0.6250000000000007,-0.2600000000000005,0.3650000000000002,8.0,10.0,2.0,0.044674947831801565,8.05,8.7,2.7,3.35,0.65,11.755058736377782,1.362287658462445,5,0.1,0.345,34.916666666666664,33.0,334.0,102.0
40,40,2020/03/01,2中山2,晴,11.0,中山記念(G2),,9,8.0,8,5.1,3,7,ミナリク,58,芝1800,良,-10.0,1:47.2,0.9,106.0,5-5-5-7,36.0-35.3,34.5,484(-2),,,ダノンキングリー,,10,,1846.43125,0.4925,98.75,0,,,34.91875,0.71,16.791044776119403,16.708528798410793,107.2,120.44680851063836,5.0,7.0,5.5,0.5555555555555556,36.0,35.3,-1.5,-0.7999999999999972,0.7000000000000028,36.20000000000001,35.19375000000001,5.470833333333333,-1.1850000000000016,-0.20500000000000043,0.9800000000000011,0.0,-2.0,-2.0,0.02993458729542885,5.2,5.4,-0.3,-0.1,0.2,14.083006275637215,0.6521897530036036,6,0.9,0.434375,35.4375,26.0,372.0,106.75
41,41,2020/06/28,3阪神8,曇,11.0,宝塚記念(G1),,18,8.0,18,9.9,4,16,川田将雅,58.0,芝2200,稍,5.0,2:18.0,4.5,74.0,5-6-5-10,34.6-36.3,40.3,542(0),,,クロノジェネシス,,11,,2758.6875,0.46538461538461545,98.875,0,,,35.2125,0.7373737373737373,15.942028985507246,16.49964493256258,138.0,120.87307692307694,5.0,10.0,6.5,0.2777777777777778,34.6,36.3,5.699999999999996,4.0,-1.6999999999999957,36.5125,35.125,6.846153846153846,-0.492307692307693,-0.16153846153846274,0.33076923076923026,-6.0,-11.0,-5.0,0.03808776592069421,5.923076923076923,7.615384615384615,1.8461538461538463,3.5384615384615383,1.6923076923076923,13.461396052173393,1.6786170206574262,5,4.5,0.6124999999999999,35.61666666666666,-6.0,270.0,101.0
42,42,2020/06/07,3東京2,晴,11.0,安田記念(G1),,14,2.0,2,12.9,5,7,戸崎圭太,58,芝1600,稍,-15.0,1:32.4,0.8,107.0,6-5,34.2-34.3,34.6,456(0),,,グランアレグリア,,12,,4784.84,0.06499999999999999,112.2,0,,,33.86,0.9215686274509803,17.316017316017316,16.96039209311045,92.4,118.24429530201343,6.0,5.0,5.5,0.42857142857142855,34.2,34.3,0.3999999999999986,0.30000000000000426,-0.09999999999999432,36.059999999999995,34.36,4.833333333333333,-1.5399999999999998,-0.4899999999999999,1.05,-2.0,-1.0,1.0,0.03291720544426921,4.6,4.9,2.1,2.4,0.3,12.89371683744829,0.8251220796227622,4,0.8,-0.05,34.76,27.0,258.0,111.25
43,43,2019/06/02,3東京2,曇,11.0,安田記念(G1),,16,7.0,14,1.7,1,3,ルメール,56,芝1600,良,-17.0,1:30.9,0.0,128.0,11-9,34.5-33.9,32.4,484(0),,S不利,インディチャンプ,2848.6,1,,10378.0,-0.0875,111.0,0,,,33.6,1.0,17.6017601760176,16.92421090153953,90.9,117.78421052631572,11.0,9.0,10.0,0.6875,34.5,33.9,-2.1000000000000014,-1.5,0.6000000000000014,35.7,35.2,9.03125,-1.887500000000001,-1.0999999999999988,0.7875000000000023,6.0,8.0,2.0,0.03906938452312338,9.0,9.125,7.625,7.75,0.125,18.787965678087335,0.5952486771546159,4,0.0,-0.1,34.833333333333336,48.0,194.0,118.5
44,44,2019/06/02,3東京2,曇,11.0,安田記念(G1),,16,8.0,15,3.2,2,16,川田将雅,58,芝1600,良,-17.0,1:32.9,2.0,104.0,9-9,34.5-33.9,34.5,504(+4),,S不利,インディチャンプ,,2,,4154.599999999999,0.13749999999999996,99.66666666666667,0,,,34.26666666666667,1.0,17.222820236813778,16.910702550019103,92.9,119.5000000000001,9.0,9.0,9.0,0.5625,34.5,33.9,0.0,0.6000000000000014,0.6000000000000014,36.6,34.5,3.25,-1.7124999999999995,-0.11249999999999893,1.6000000000000005,-7.0,-7.0,0.0,0.017507322256921615,3.375,3.25,-0.125,-0.25,-0.125,9.878271453730164,0.7272474743090469,4,2.0,-0.18333333333333335,35.12222222222223,24.0,194.0,108.75
45,45,2019/10/06,4東京2,曇,11.0,毎日王冠(G2),,10,3.0,3,4.0,2,2,津村明秀,55.0,芝1800,良,-18.0,1:44.6,0.2,108.0,1-1-1,35.5-34.3,34.5,516(0),,S接触,ダノンキングリー,2720.0,3,,3135.7200000000003,0.140625,105.8,0,,,35.58,0.864406779661017,17.208413001912046,17.112023935796977,104.6,119.50952380952374,1.0,1.0,1.0,0.1,35.5,34.3,-1.0,0.20000000000000284,1.2000000000000028,35.56,35.44,2.6145833333333335,-0.16250000000000187,-0.07500000000000062,0.08750000000000124,-1.0,-1.0,0.0,0.011621034665453438,2.5,2.6875,-0.6875,-0.5,0.1875,9.880251877489245,1.1150744385287505,5,0.2,0.22000000000000003,35.52666666666667,28.0,412.0,112.75
46,46,2019/09/01,2新潟12,晴,11.0,新潟記念(G3),,18,4.0,7,6.3,2,1,岩田康誠,57,芝2000,良,-5.0,1:57.5,0.0,113.0,13-12,34.9-34.4,33.6,496(+4),,,(ジナンボー),4163.0,4,,961.85,0.23333333333333336,91.875,0,,,34.637499999999996,0.88,17.02127659574468,16.39777598406563,117.5,120.74871794871797,13.0,12.0,12.5,0.7222222222222222,34.9,34.4,-1.2999999999999972,-0.7999999999999972,0.5,35.7875,34.974999999999994,7.25,-1.5916666666666668,-0.27500000000000097,1.3166666666666658,11.0,12.0,1.0,0.04431640153502561,6.916666666666667,7.416666666666667,4.333333333333333,4.833333333333333,0.5,13.635144288320298,0.7975554366664511,4,0.0,0.1625,35.13333333333333,33.0,183.0,104.5
47,47,2019/08/18,2札幌2,晴,11.0,札幌記念(G2),,14,7.0,12,3.7,2,4,福永祐一,57,芝2000,良,-6.0,2:00.3,0.2,106.0,4-4-3-2,36.1-36.1,35.9,472(+4),,,ブラストワンピース,1100.0,5,,1715.5,0.08333333333333333,95.14285714285714,0,,,34.3,0.8356164383561644,16.62510390689942,16.51983209784858,120.3,121.10465116279069,4.0,2.0,3.25,0.2857142857142857,36.1,36.1,-0.20000000000000284,-0.20000000000000284,0.0,36.542857142857144,35.22857142857143,5.907407407407407,-2.211111111111111,-0.7999999999999987,1.4111111111111123,-2.0,0.0,2.0,0.05109971637832087,5.555555555555555,6.0,3.2222222222222223,3.6666666666666665,0.4444444444444444,13.580868897091968,0.9551963149007641,4,0.2,0.12142857142857144,35.357142857142854,26.0,158.0,105.75
48,48,2019/09/22,4阪神7,小雨,11.0,神戸新聞杯(G2),,8,3.0,3,1.4,1,1,ルメール,56,芝2400,良,-16.0,2:26.8,-0.5,100.0,2-2-2-1,37.1-32.3,32.3,498(+8),,,(ヴェロックス),5460.2,6,,7338.566666666667,-0.016666666666666666,100.66666666666667,0,,,34.833333333333336,1.0,16.34877384196185,16.564449127122007,146.8,120.34545454545454,2.0,1.0,1.75,0.25,37.1,32.3,-4.800000000000004,0.0,4.800000000000004,36.4,35.233333333333334,4.875,-2.1499999999999986,-0.5499999999999995,1.599999999999999,0.0,1.0,1.0,0.03230249702700863,5.166666666666667,4.5,3.6666666666666665,3.0,-0.6666666666666666,13.708332041023034,0.9326284996542554,3,-0.25,-0.08333333333333333,35.48888888888889,20.0,100.0,104.75
49,49,2019/06/23,3阪神8,曇,11.0,宝塚記念(G1),,12,8.0,11,8.8,6,3,Ｍ．デム,58,芝2200,良,-4.0,2:11.6,0.8,112.0,4-4-3-3,35.5-35.3,35.7,524(0),,,リスグラシュー,3836.6,7,,2930.68,0.24000000000000002,101.3,0,,,34.29,0.8055555555555556,16.717325227963528,16.692219888813188,131.6,119.73076923076923,4.0,3.0,3.5,0.3333333333333333,35.5,35.3,0.20000000000000284,0.4000000000000057,0.20000000000000284,36.339999999999996,34.790000000000006,6.405555555555554,-1.0866666666666667,-0.46000000000000035,0.6266666666666664,0.0,1.0,1.0,0.04310178305073687,5.6,6.8,2.6666666666666665,3.8666666666666667,1.2,13.126636802700073,0.6072478900745565,5,0.8,0.25,35.14,32.0,367.0,113.5
50,50,2019/09/22,4中山7,曇,11.0,産経賞オールカマー(G2),,10,7.0,7,3.0,2,9,松岡正海,58,芝2200,良,-18.0,2:13.5,1.5,94.0,3-3-4-3,36.6-34.0,35.1,494(+11),,,スティッフェリオ,,8,,2110.207142857143,0.4361111111111111,97.35714285714286,0,,,34.957142857142856,0.7457627118644068,16.47940074906367,16.68495737843749,133.5,120.69665653495443,3.0,3.0,3.25,0.3,36.6,34.0,-1.5,1.1000000000000014,2.6000000000000014,36.24999999999999,35.24999999999999,5.402777777777778,-1.1833333333333347,-0.21111111111111175,0.972222222222223,-6.0,-6.0,0.0,0.02831220004704714,5.111111111111111,5.333333333333333,-0.16666666666666666,0.05555555555555555,0.2222222222222222,14.609221843783686,0.6753269445198071,5,1.5,0.35357142857142865,35.48571428571429,14.0,315.0,106.0
51,51,2019/10/06,4東京2,曇,11.0,毎日王冠(G2),,10,1.0,1,34.3,7,9,幸英明,57,芝1800,良,-18.0,1:45.8,1.4,97.0,3-2-2,35.5-34.3,35.4,470(+4),,出遅れ,ダノンキングリー,,9,,335.0,0.4428571428571428,103.0,0,,,34.5,0.42857142857142855,17.013232514177695,16.96577629374422,105.8,116.39999999999998,3.0,2.0,2.3333333333333335,0.3,35.5,34.3,-0.10000000000000142,1.1000000000000014,1.2000000000000028,35.4,34.05,7.476190476190476,-0.8357142857142854,-0.2785714285714264,0.5571428571428589,-7.0,-6.0,1.0,0.04438209911285199,6.857142857142857,8.071428571428571,2.0,3.2142857142857144,1.2142857142857142,10.736024507340797,1.2015915371798442,4,1.4,0.8999999999999999,34.65,17.0,273.0,107.75
52,52,2019/06/23,3阪神8,曇,11.0,宝塚記念(G1),,12,6.0,7,11.8,7,11,岩田康誠,58,芝2200,良,-4.0,2:12.9,2.1,102.0,12-12-12-11,35.5-35.3,36.3,508(+2),,,リスグラシュー,,10,,1850.4615384615386,0.4375000000000001,104.76923076923077,0,,,34.638461538461534,0.7628205128205128,16.55379984951091,16.545669394307062,132.9,120.74705882352946,12.0,11.0,11.75,1.0,35.5,35.3,0.7999999999999972,1.0,0.20000000000000284,36.02307692307692,35.353846153846156,9.765625,-0.9625000000000006,-0.6750000000000007,0.28749999999999987,0.0,1.0,1.0,0.055373408094433425,8.9375,10.1875,4.875,6.125,1.25,7.203420948160768,1.4711998728058484,6,2.1,0.40769230769230774,35.33846153846154,22.0,405.0,105.25
53,53,2019/09/22,4中山7,曇,11.0,産経賞オールカマー(G2),,10,2.0,2,25.6,7,6,石橋脩,56,芝2200,良,-18.0,2:12.5,0.5,102.0,3-3-2-2,36.6-34.0,34.3,504(+16),,,スティッフェリオ,,11,,269.95,0.4923076923076923,94.25,0,,,34.95,0.611764705882353,16.60377358490566,16.502810144331228,132.5,121.19887640449446,3.0,2.0,2.5,0.3,36.6,34.0,-2.3000000000000043,0.29999999999999716,2.6000000000000014,36.5,35.5625,6.461538461538462,-0.5076923076923092,-0.3307692307692311,0.17692307692307807,-4.0,-3.0,1.0,0.044486621090493984,6.076923076923077,6.6923076923076925,1.0,1.6153846153846154,0.6153846153846154,8.870956969291441,1.0475676394313025,4,0.5,0.46875,35.670833333333334,22.0,226.0,103.75
54,54,2019/09/22,4中山7,曇,11.0,産経賞オールカマー(G2),,10,8.0,9,11.2,4,1,丸山元気,56,芝2200,良,-18.0,2:12.0,-0.3,106.0,1-1-1-1,36.6-34.0,34.0,442(0),,,(ミッキースワロー),6770.0,12,,1150.9318181818182,0.47608695652173916,97.04545454545455,0,,,35.386363636363626,0.8064516129032258,16.666666666666668,16.44773609089494,132.0,121.12487309644675,1.0,1.0,1.0,0.1,36.6,34.0,-2.6000000000000014,0.0,2.6000000000000014,36.18636363636363,35.52272727272727,4.108695652173913,-0.5260869565217398,0.013043478260868824,0.5391304347826086,0.0,0.0,0.0,0.030932640301199733,4.086956521739131,4.173913043478261,0.43478260869565216,0.5217391304347826,0.08695652173913043,9.855906294648346,1.8334422316142565,5,-0.15,0.33409090909090905,35.69848484848484,26.0,387.0,104.5
55,55,2019/09/01,2新潟12,晴,11.0,新潟記念(G3),,18,3.0,6,14.2,8,3,武藤雅,57.0,芝2000,良,-5.0,1:57.8,0.3,111.0,17-15,34.9-34.4,33.6,478(+4),,,ユーキャンスマイル,1009.0,13,,972.3857142857142,0.8947368421052632,95.5,0,,,35.385714285714286,0.6461538461538462,16.977928692699493,16.507872161912786,117.8,121.57936893203885,17.0,15.0,16.0,0.9444444444444444,34.9,34.4,-1.2999999999999972,-0.7999999999999972,0.5,35.92142857142857,35.37142857142857,10.495614035087721,-0.9736842105263154,0.08947368421052684,1.0631578947368423,12.0,14.0,2.0,0.048798007000571395,9.736842105263158,10.68421052631579,2.736842105263158,3.6842105263157894,0.9473684210526315,16.441639212681928,2.419891526494524,5,0.3,0.8571428571428571,35.55952380952381,31.0,257.0,108.0
56,56,2019/06/23,3阪神8,曇,11.0,宝塚記念(G1),,12,4.0,4,8.4,5,4,北村友一,58,芝2200,良,-4.0,2:11.9,1.1,109.0,3-2-3-3,35.5-35.3,36.1,520(-4),,,リスグラシュー,2300.0,14,,4458.1900000000005,0.31250000000000006,108.7,0,,,34.82000000000001,0.875,16.679302501895375,16.571224901726172,131.9,120.18224043715851,3.0,3.0,2.75,0.25,35.5,35.3,0.6000000000000014,0.8000000000000043,0.20000000000000284,35.95,34.849999999999994,4.328125,-0.587499999999999,-0.043749999999998845,0.5437500000000002,-1.0,-1.0,0.0,0.02351381299852425,4.0625,4.375,1.0625,1.375,0.3125,9.652079038102904,1.6943627273707116,5,1.1,0.30500000000000005,35.20666666666667,29.0,371.0,106.5
57,57,2019/10/06,4東京2,曇,11.0,毎日王冠(G2),,10,5.0,5,98.4,8,5,北村宏司,54,芝1800,良,-18.0,1:45.0,0.6,106.0,7-7-7,35.5-34.3,34.2,490(-2),,,ダノンキングリー,670.0,15,,548.3333333333334,0.7749999999999999,94.83333333333333,0,,,35.49999999999999,0.5822784810126582,17.142857142857142,16.597501089148892,105.0,120.046875,7.0,7.0,7.0,0.7,35.5,34.3,-1.2999999999999972,-0.09999999999999432,1.2000000000000028,36.04999999999999,35.11666666666667,5.53125,-0.46250000000000036,0.03750000000000142,0.5000000000000018,2.0,2.0,0.0,0.027658265755006257,5.875,5.125,-0.125,-0.875,-0.75,7.0710678118654755,1.2323820154882017,3,0.6,0.9333333333333332,35.55555555555556,26.0,132.0,98.0
58,58,2019/10/06,4京都2,晴,11.0,京都大賞典(G2),,17,4.0,7,90.7,11,1,坂井瑠星,56,芝2400,良,-11.0,2:23.5,-0.2,112.0,3-3-3-3,35.4-35.2,34.9,458(-12),,,(ダンビュライト),6819.0,16,,586.3958333333334,0.7999999999999999,97.79166666666667,0,,,35.541666666666664,0.6148648648648649,16.72473867595819,16.524681363137564,143.5,120.71788617886182,3.0,3.0,3.0,0.17647058823529413,35.4,35.2,-0.5,-0.30000000000000426,0.19999999999999574,36.029166666666676,35.35833333333334,5.104938271604937,-0.35185185185185186,0.3111111111111105,0.6629629629629624,2.0,2.0,0.0,0.030646695874318786,5.2592592592592595,4.962962962962963,-0.4444444444444444,-0.7407407407407407,-0.2962962962962963,8.805436632314963,1.5519696175755349,6,-0.1,0.7041666666666666,35.64305555555555,32.0,484.0,107.75
59,59,2018/09/23,4中山7,晴,11.0,産経賞オールカマー(G2),,12,6.0,7,2.0,1,1,ルメール,57.0,芝2200,良,-16.0,2:11.2,0.0,110.0,8-8-8-8,35.9-35.3,34.3,484(0),,,(アルアイン),6785.4,1,,2978.7333333333336,0.033333333333333354,102.16666666666667,0,,,34.949999999999996,0.9210526315789473,16.76829268292683,16.50294030655586,131.2,121.3322580645161,8.0,8.0,8.0,0.6666666666666666,35.9,35.3,-1.6000000000000014,-1.0,0.6000000000000014,36.31666666666666,35.6,8.11111111111111,-1.777777777777777,-0.5333333333333322,1.2444444444444447,7.0,7.0,0.0,0.04476462946592338,6.444444444444445,9.222222222222221,4.666666666666667,7.444444444444445,2.7777777777777777,10.573551910309043,0.8243785538209982,4,0.0,0.050000000000000024,35.62222222222221,30.0,214.0,110.25
60,60,2018/08/19,2札幌2,曇,11.0,札幌記念(G2),,16,1.0,2,5.2,2,1,福永祐一,57.0,芝2000,稍,1.0,2:01.1,0.0,107.0,7-7-7-9,34.4-37.6,36.8,488(+2),,,(マカヒキ),7112.0,2,,2760.6666666666665,0.18666666666666665,94.66666666666667,0,,,36.26666666666666,0.8888888888888888,16.51527663088357,16.849414434304713,121.1,122.17384615384611,7.0,9.0,7.5,0.4375,34.4,37.6,2.3999999999999986,-0.8000000000000043,-3.200000000000003,35.666666666666664,36.5,7.161111111111111,0.13333333333333286,-0.5066666666666673,-0.6400000000000001,8.0,6.0,-2.0,0.04057380369765013,6.866666666666666,7.466666666666667,4.2,4.8,0.6,16.898594616121187,1.4999479157624098,4,0.0,0.13333333333333333,36.144444444444446,27.0,273.0,114.5
61,61,2018/10/07,4東京2,晴,11.0,毎日王冠(G2),,13,1.0,1,15.8,6,3,川田将雅,58.0,芝1800,良,-19.0,1:44.7,0.2,110.0,2-2-2,35.3-33.8,33.9,504(+10),,出遅れ,アエロリット,1713.0,3,,778.65,0.26363636363636367,100.25,0,,,34.1875,0.7926829268292683,17.191977077363898,16.524499800737257,104.7,119.7111111111111,2.0,2.0,2.0,0.15384615384615385,35.3,33.8,-1.3999999999999986,0.10000000000000142,1.5,35.675,34.7625,7.4772727272727275,-0.6727272727272726,-0.4454545454545453,0.22727272727272727,-1.0,-1.0,0.0,0.05483402155713745,7.090909090909091,7.818181818181818,3.727272727272727,4.454545454545454,0.7272727272727273,10.215388718334054,1.8678567634829204,4,0.2,0.25625000000000003,34.875,30.0,246.0,108.75
