,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,予想タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
65,65,2018/08/19,2札幌2,曇,11.0,札幌記念(G2),,16,3.0,5,4.3,1,2,ルメール,57.0,芝2000,稍,1.0,2:01.1,0.0,107.0,15-14-13-11,34.4-37.6,36.4,506(+6),,出遅れ,サングレーザー,2832.0,7,,2293.777777777778,0.2636363636363636,104.44444444444444,0,,,34.52222222222222,0.8545454545454545,16.51527663088357,16.548605545195212,121.1,120.90267857142857,15.0,11.0,13.25,0.9375,34.4,37.6,2.0,-1.2000000000000028,-3.200000000000003,35.888888888888886,35.46666666666667,9.553030303030303,-1.4363636363636367,-0.8545454545454557,0.581818181818181,9.0,13.0,4.0,0.05128290275496232,8.636363636363637,9.909090909090908,5.909090909090909,7.181818181818182,1.2727272727272727,8.379870059984357,1.5937377450509231,5,0.0,0.2222222222222222,35.2925925925926,27.0,275.0,106.75
66,66,2018/06/24,3阪神8,晴,11.0,宝塚記念(G1),,16,5.0,10,6.5,3,4,福永祐一,56.0,芝2200,稍,-1.0,2:12.1,0.5,112.0,9-9-11-9,34.4-36.3,36.0,440(0),,,ミッキーロケット,2300.0,8,,1832.9800000000002,0.275,99.5,0,,,34.57,0.7720588235294118,16.654049962149887,16.650179905082076,132.1,120.124427480916,9.0,9.0,9.5,0.5625,34.4,36.3,1.6000000000000014,-0.29999999999999716,-1.8999999999999986,36.1,35.17,6.375,-1.3083333333333336,-0.4333333333333342,0.8749999999999994,5.0,5.0,0.0,0.031349689280109554,6.416666666666667,6.333333333333333,1.8333333333333333,1.75,-0.08333333333333333,11.945636226341025,0.755884215171584,5,0.5,0.23000000000000004,35.28,32.0,199.0,104.5
67,67,2018/10/07,4東京2,晴,11.0,毎日王冠(G2),,13.0,3.0,3,38.4,8,4,福永祐一,56.0,芝1800,良,-19.0,1:44.7,0.2,111.0,2-3-3,35.3-33.8,33.7,482(-4),,,アエロリット,1000.0,9,,1552.3421052631581,0.358,107.3157894736842,0,,,34.76315789473684,0.7593984962406015,17.191977077363898,16.700726453136983,104.7,120.35846153846148,2.0,3.0,2.6666666666666665,0.15384615384615385,35.3,33.8,-1.5999999999999943,-0.09999999999999432,1.5,36.036842105263155,35.19473684210526,8.156666666666666,-1.3359999999999996,-0.391999999999999,0.9440000000000006,-1.0,-2.0,-1.0,0.03645138631034357,7.96,8.2,3.84,4.08,0.24,12.862265345672402,1.4723285908009596,7,0.2,0.39210526315789473,35.33157894736841,31.0,572.0,102.75
68,68,2018/06/03,3東京2,晴,11.0,安田記念(G1),,16,1.0,1,2.8,1,3,Ｍ．デム,58.0,芝1600,良,-20.0,1:31.4,0.1,113.0,5-5,34.2-34.5,33.9,506(-10),,,モズアスコット,2849.8,10,,3505.7428571428572,0.01818181818181818,97.0,0,,,34.18571428571429,0.9078947368421053,17.505470459518598,16.615394847477617,91.4,120.75348837209307,5.0,5.0,5.0,0.3125,34.2,34.5,-0.30000000000000426,-0.6000000000000014,-0.29999999999999716,36.67142857142857,34.642857142857146,6.560606060606061,-1.0909090909090913,-0.49090909090909207,0.5999999999999992,2.0,2.0,0.0,0.042478463468477244,5.636363636363637,6.909090909090909,3.4545454545454546,4.7272727272727275,1.2727272727272727,13.522358029081564,0.5314419587834173,4,0.1,3.96508223080413e-18,35.166666666666664,33.0,233.0,110.0
69,69,2018/10/07,4東京2,晴,11.0,毎日王冠(G2),,13,6.0,8,467.0,13,11,大野拓弥,56.0,芝1800,良,-19.0,1:46.6,2.1,90.0,13-12-13,35.3-33.8,34.6,470(-2),,出遅れ,アエロリット,,11,,258.6225806451613,0.9677777777777782,95.61290322580645,0,,,34.89032258064516,0.48725212464589235,16.885553470919326,16.49555474203809,106.6,121.16241965973538,13.0,13.0,12.666666666666666,1.0,35.3,33.8,-0.6999999999999957,0.8000000000000043,1.5,36.55806451612902,34.932258064516134,9.575925925925926,-1.2844444444444443,-0.01777777777777803,1.2666666666666662,2.0,2.0,0.0,0.05994033574628212,9.444444444444445,9.622222222222222,1.6888888888888889,1.8666666666666667,0.17777777777777778,9.300080289101967,1.3293775992968615,8,2.1,0.817741935483871,35.46021505376345,10.0,765.0,85.75
70,70,2018/07/22,3中京8,晴,11.0,トヨタ賞中京記念(G3),,16,2.0,3,27.5,12,13,幸英明,57.5,芝1600,良,-11.0,1:33.9,1.6,97.0,16-15-14,33.8-35.3,35.6,500(+4),,出遅れ,グレーターロンドン,,12,,1221.15,0.38518518518518524,102.25,0,,,33.675,0.925,17.03940362087327,16.967212088407265,93.9,120.31086956521739,16.0,14.0,15.0,1.0,33.8,35.3,1.8000000000000043,0.30000000000000426,-1.5,36.825,34.55,9.543209876543209,-1.366666666666667,-0.5370370370370371,0.8296296296296298,1.0,3.0,2.0,0.0542298695922599,9.333333333333334,9.777777777777779,4.481481481481482,4.925925925925926,0.4444444444444444,8.335441910104988,0.8196175688598152,6,1.6,0.0625,35.016666666666666,17.0,579.0,99.5
71,71,2017/06/25,3阪神8,曇,11,宝塚記念(G1),,11,8,10,1.4,1,9,武豊,58,芝2200,稍,-8,2:12.7,1.3,103,3-3-2-2,35.2-35.7,36.9,542(+6),,,サトノクラウン,,1,,3734.8888888888887,0.20882352941176469,101.11111111111111,0,,,35.0,0.8879310344827587,16.578749058025622,16.49961858197813,132.7,120.96645161290326,3.0,2.0,2.5,0.2727272727272727,35.2,35.7,1.6999999999999957,1.1999999999999957,-0.5,36.0,35.26666666666667,2.4950980392156863,-0.3529411764705891,-0.05294117647058857,0.3000000000000005,-7.0,-6.0,1.0,0.011808467722283153,2.411764705882353,2.4705882352941178,-0.29411764705882354,-0.23529411764705882,0.058823529411764705,12.65703825086859,1.2346839451634748,5,1.3,0.1611111111111111,35.422222222222224,23.0,439.0,115.0
72,72,2017/06/25,3阪神8,曇,11.0,宝塚記念(G1),,11,8.0,11,9.0,3,1,Ｍ．デム,58,芝2200,稍,-8.0,2:11.4,-0.1,113.0,7-6-6-6,35.2-35.7,35.4,488(+10),,,(ゴールドアクター),15231.0,2,,3366.4818181818187,0.37500000000000006,102.63636363636364,0,,,35.08181818181818,0.6944444444444444,16.7427701674277,16.551468708234676,131.4,120.81538461538459,7.0,6.0,6.25,0.6363636363636364,35.2,35.7,0.19999999999999574,-0.30000000000000426,-0.5,36.17272727272727,35.32727272727272,7.0625,-1.133333333333334,-0.29166666666666724,0.8416666666666668,5.0,6.0,1.0,0.03459055013129752,6.333333333333333,7.166666666666667,1.5,2.3333333333333335,0.8333333333333334,11.822153509808077,1.3804209974415471,5,-0.05,0.3818181818181819,35.52727272727273,33.0,280.0,107.75
73,73,2017/06/25,3阪神8,曇,11,宝塚記念(G1),,11,6,7,23.8,7,5,岩田康誠,58,芝2200,稍,-8,2:12.3,0.9,106,10-9-10-6,35.2-35.7,36.3,444(+2),,,サトノクラウン,1500.0,3,,671.1,0.4117647058823529,87.28571428571429,0,,,35.028571428571425,0.7272727272727273,16.628873771730913,16.573999156956525,132.3,121.01648936170209,10.0,6.0,8.75,0.9090909090909091,35.2,35.7,1.0999999999999943,0.5999999999999943,-0.5,36.68571428571429,35.214285714285715,9.117647058823529,-0.7882352941176469,-0.3705882352941187,0.41764705882352826,1.0,5.0,4.0,0.05552710509129485,8.235294117647058,9.647058823529411,3.9411764705882355,5.352941176470588,1.411764705882353,13.699711630739973,1.2311793001572935,4,0.9,0.37142857142857144,35.642857142857146,26.0,283.0,111.25
74,74,2017/10/08,4東京2,曇,11.0,毎日王冠(G2),,12.0,6.0,8,5.8,3,1,Ｍ．デム,57,芝1800,良,-11.0,1:45.6,0.0,113.0,7-7-7,35.6-33.5,32.8,506(+4),,,(サトノアラジン),6784.0,4,,3226.625,0.2576923076923077,103.125,0,,,33.8,0.8651685393258427,17.045454545454547,16.659271116420214,105.6,120.11923076923074,7.0,7.0,7.0,0.5833333333333334,35.6,33.5,-2.8000000000000043,-0.7000000000000028,2.1000000000000014,36.3875,34.3125,6.115384615384617,-2.084615384615385,-0.2846153846153854,1.7999999999999998,6.0,6.0,0.0,0.03543451597897441,5.6923076923076925,6.153846153846154,2.3076923076923075,2.769230769230769,0.46153846153846156,11.256744010338235,1.5254975769049448,5,0.0,0.10624999999999998,34.833333333333336,33.0,313.0,108.5
75,75,2017/10/08,4東京2,曇,11.0,毎日王冠(G2),,12,2.0,2,5.6,2,6,内田博幸,57,芝1800,良,-11.0,1:45.9,0.3,109.0,5-6-6,35.6-33.5,33.3,502(0),,出遅れ,リアルスティール,,5,,2330.285714285714,0.09999999999999998,104.28571428571429,0,,,33.67142857142857,0.8589743589743589,16.997167138810198,16.684732318600545,105.9,119.86363636363633,5.0,6.0,5.666666666666667,0.4166666666666667,35.6,33.5,-2.3000000000000043,-0.20000000000000284,2.1000000000000014,35.714285714285715,34.7,8.083333333333334,-2.075000000000001,-1.012500000000001,1.0625,0.0,-1.0,-1.0,0.05221242408235102,7.25,8.375,4.875,6.0,1.125,9.499837555466247,1.6685174908534681,4,0.3,0.11428571428571425,34.695238095238096,29.0,197.0,109.0
76,76,2017/10/08,4東京2,曇,11,毎日王冠(G2),,12,1,1,2.0,1.0,8,ルメール,53,芝1800,良,-11,1:46.1,0.5,107,1-1-1,35.6-33.5,34.0,480(+6),,出遅れ,リアルスティール,,6,,773.6666666666666,0.007142857142857133,89.33333333333333,0,,,34.03333333333334,0.7307692307692307,16.96512723845429,16.772731502822385,106.1,119.2130952380952,1.0,1.0,1.0,0.08333333333333333,35.6,33.5,-1.6000000000000014,0.5,2.1000000000000014,37.199999999999996,34.23333333333333,3.726190476190476,-1.7285714285714309,-0.37142857142857266,1.357142857142858,-7.0,-7.0,0.0,0.028015495413851815,3.4285714285714284,3.7142857142857144,1.1428571428571428,1.4285714285714286,0.2857142857142857,12.195670338279893,1.754992877478424,3,0.5,0.11666666666666665,35.15555555555556,27.0,133.0,107.75
77,77,2017/09/24,4中山7,曇,11,産経賞オールカマー(G2),,17,4,7,135.2,14,6,柴山雄一,56.0,芝2200,良,-10,2:14.1,0.3,103,2-2-2-2,37.7-34.8,34.6,504(+4),,,ルージュバック,,7,,1180.4088235294118,0.38095238095238093,100.82352941176471,0,,,34.702941176470596,0.8,16.405667412378822,16.63606993421019,134.1,120.53127009646303,2.0,2.0,2.0,0.11764705882352941,37.7,34.8,-3.1000000000000014,-0.19999999999999574,2.9000000000000057,35.97352941176471,35.064705882352946,6.396825396825397,-0.8690476190476185,-0.26428571428571435,0.6047619047619043,-4.0,-4.0,0.0,0.02964826090618225,6.095238095238095,6.357142857142857,1.4523809523809523,1.7142857142857142,0.2619047619047619,10.260005471582675,1.143949682525097,8,0.3,0.26470588235294124,35.247058823529414,23.0,875.0,103.25
78,78,2017/08/20,2札幌2,晴,11,札幌記念(G2),,13,1,1,19.9,6,1,蛯名正義,57.0,芝2000,良,-7.0,2:00.4,0.0,109.0,6-7-6-6,35.4-35.7,35.0,476(+2),,,(ナリタハリケーン),7091.0,8,,1118.1928571428573,0.6138888888888889,97.35714285714286,0,,,34.99285714285714,0.7513513513513513,16.611295681063122,16.363696348381207,120.4,121.0777777777778,6.0,6.0,6.25,0.46153846153846156,35.4,35.7,-0.3999999999999986,-0.7000000000000028,-0.30000000000000426,36.357142857142854,35.29285714285714,6.087962962962964,0.04444444444444429,-0.03333333333333341,-0.0777777777777777,5.0,5.0,0.0,0.03168515564159272,6.055555555555555,6.111111111111111,0.8333333333333334,0.8888888888888888,0.05555555555555555,14.470717399281265,2.2212397027728716,6,0.0,0.3821428571428572,35.54761904761905,29.0,238.0,103.25
79,79,2017/10/08,4東京2,曇,11,毎日王冠(G2),,12,6,7,6.9,4,3,田辺裕信,56.0,芝1800,良,-11,1:45.8,0.2,111,9-10-10,35.6-33.5,32.6,474(0),,出遅れ,リアルスティール,1712.0,9,,956.6,-0.016666666666666663,98.0,0,,,33.4,0.9230769230769231,17.013232514177695,16.842818841392376,105.8,120.41216216216216,9.0,10.0,9.666666666666666,0.75,35.6,33.5,-3.0,-0.8999999999999986,2.1000000000000014,35.86666666666667,34.13333333333333,9.972222222222221,-2.6555555555555563,-0.9888888888888887,1.6666666666666674,7.0,6.0,-1.0,0.05460690263353225,9.444444444444445,10.333333333333334,7.777777777777778,8.666666666666666,0.8888888888888888,12.172099243762352,2.285191458062102,5,0.2,0.06666666666666667,34.46666666666667,31.0,176.0,109.25
80,80,2017/09/24,4中山7,曇,11.0,産経賞オールカマー(G2),,17.0,4.0,8,3.8,1,2,戸崎圭太,56,芝2200,良,-10.0,2:13.9,0.1,104.0,4-6-5-3,37.7-34.8,33.9,482(-2),,,ルージュバック,2734.0,10,,1899.6333333333337,0.2452380952380953,108.53333333333333,0,,,34.480000000000004,0.8260869565217391,16.430171769977594,16.7524024584071,133.9,119.80961538461536,4.0,3.0,4.5,0.23529411764705882,37.7,34.8,-3.8000000000000043,-0.8999999999999986,2.9000000000000057,35.96666666666667,35.12,7.996031746031745,-1.5,-0.5333333333333324,0.9666666666666676,1.0,2.0,1.0,0.03693599861657198,7.857142857142857,8.047619047619047,4.476190476190476,4.666666666666667,0.19047619047619047,13.683856688971042,1.51256445802135,6,0.1,0.24333333333333337,35.18888888888888,24.0,481.0,110.75
81,81,2017/08/20,2札幌2,晴,11,札幌記念(G2),,13,3,3,2.7,1,3,池添謙一,57,芝2000,良,-7,2:00.6,0.2,105,6-5-5-4,35.4-35.7,35.4,508(-6),,,サクラアンプルール,1813.0,11,,2230.769230769231,0.41200000000000003,106.3076923076923,0,,,35.53076923076923,0.7333333333333333,16.58374792703151,16.70793464867176,120.6,120.84096385542162,6.0,4.0,5.0,0.46153846153846156,35.4,35.7,0.0,-0.30000000000000426,-0.30000000000000426,35.94615384615384,35.753846153846155,6.533333333333332,-0.011999999999999886,-0.22000000000000056,-0.20800000000000068,1.0,3.0,2.0,0.03411523345174799,5.72,7.0,0.88,2.16,1.28,11.863187054944035,1.552836686566855,5,0.2,0.43461538461538457,35.743589743589745,25.0,474.0,112.0
82,82,2017/10/09,4京都3,晴,11,京都大賞典(G2),,15,3,5,5.4,3,4,和田竜二,57.0,芝2400,良,-15,2:23.3,0.3,110,6-6-6-8,35.6-34.4,34.0,484(+6),,,スマートレイアー,1000.0,12,,503.90909090909093,0.3781250000000001,96.54545454545455,0,,,34.71818181818182,0.7441860465116279,16.74808094905792,16.459461252929206,143.3,121.44965986394561,6.0,8.0,6.5,0.4,35.6,34.4,-1.6000000000000014,-0.3999999999999986,1.2000000000000028,35.77272727272727,35.33636363636364,7.90625,-1.0250000000000004,-0.5250000000000004,0.5,4.0,2.0,-2.0,0.04732244553689059,7.625,7.8125,4.0,4.1875,0.1875,10.764866601178877,1.5859242445156583,4,0.3,0.4227272727272728,35.275757575757574,30.0,311.0,108.75
83,83,2017/02/26,2中山2,晴,11.0,中山記念(G2),,11,1.0,1,7.1,3.0,1,Ｍ．デム,57,芝1800,良,-6.0,1:47.6,-0.1,107.0,3-2-2-3,37.4-34.6,34.3,514(+15),,,(サクラアンプルール),6278.4,13,,1380.1266666666666,0.24062499999999998,95.73333333333333,0,,,34.873333333333335,0.8092783505154639,16.728624535315987,16.55729023321348,107.6,121.71666666666668,3.0,3.0,2.5,0.2727272727272727,37.4,34.6,-3.1000000000000014,-0.30000000000000426,2.799999999999997,36.4,35.29333333333334,5.375,-1.3562500000000002,-0.39375000000000027,0.9624999999999999,2.0,2.0,0.0,0.031318563460981594,5.0,5.6875,1.5625,2.25,0.6875,17.714186053647868,2.027970502709936,6,-0.05,0.25,35.522222222222226,27.0,266.0,106.75
84,84,2017/08/20,2札幌2,晴,11,札幌記念(G2),,13,4,4,15.4,5,6,太宰啓介,57,芝2000,良,-7,2:00.8,0.4,104,1-1-1-2,35.4-35.7,36.1,482(-16),,S不利,サクラアンプルール,,14,,628.6624999999999,0.4588235294117647,93.0,0,,,35.5875,0.7621621621621621,16.55629139072848,16.48822456411497,120.8,121.42368421052626,1.0,2.0,1.25,0.07692307692307693,35.4,35.7,0.7000000000000028,0.3999999999999986,-0.30000000000000426,36.493750000000006,35.24375,1.4264705882352942,-0.8705882352941174,0.405882352941176,1.2764705882352934,-4.0,-5.0,-1.0,0.009311540547859378,1.5294117647058822,1.411764705882353,-2.5294117647058822,-2.6470588235294117,-0.11764705882352941,12.220201853215574,2.1987370112053974,4,0.4,0.4,35.775,24.0,221.0,101.75
85,85,2017/06/25,3阪神8,曇,11,宝塚記念(G1),,11,6,6,8.5,2,4,ルメール,58,芝2200,稍,-8,2:12.0,0.6,108,2-2-2-2,35.2-35.7,36.2,510(+2),,,サトノクラウン,2300.0,15,,1141.475,0.18749999999999994,99.0,0,,,34.725,0.8809523809523809,16.666666666666668,16.506848108638813,132.0,120.09166666666657,2.0,2.0,2.0,0.18181818181818182,35.2,35.7,1.0,0.5,-0.5,35.75,35.050000000000004,6.28125,8.881784197001252e-16,-0.39999999999999947,-0.40000000000000036,-2.0,-2.0,0.0,0.036245621365719585,5.75,6.625,3.0,3.875,0.875,17.524585904126553,3.2031234756093934,4,0.6,0.1625,35.175000000000004,28.0,203.0,113.75
86,86,2017/09/24,4阪神7,晴,11,神戸新聞杯(G2),,14,7,11,15.6,6,9,福永祐一,56.0,芝2400,良,-12,2:25.9,1.3,101,6-6-8-6,36.9-34.5,35.1,464(+10),,,レイデオロ,,16,,1946.4,0.31250000000000006,93.6,0,,,34.2,0.8548387096774194,16.449623029472242,16.38606741616113,145.9,121.67087378640771,6.0,6.0,6.5,0.42857142857142855,36.9,34.5,-1.7999999999999972,0.6000000000000014,2.3999999999999986,36.38,34.68,8.791666666666668,-2.7875000000000005,-0.29999999999999893,2.4875000000000016,-3.0,-3.0,0.0,0.04794634101105624,8.0,8.875,3.5,4.375,0.875,19.835122857331438,3.4668091138825,3,1.3,0.07999999999999999,35.086666666666666,21.0,73.0,100.0
87,87,2017/10/08,4東京2,曇,11.0,毎日王冠(G2),,12.0,7.0,10,105.8,10,7,横山典弘,57.0,芝1800,良,-11.0,1:46.0,0.4,109.0,7-8-8,35.6-33.5,33.0,492(-4),,,リアルスティール,,17,,624.0846153846153,0.6965517241379309,97.46153846153847,0,,,35.261538461538464,0.5580110497237569,16.9811320754717,16.484680747457407,106.0,120.93400637619553,7.0,8.0,7.666666666666667,0.5833333333333334,35.6,33.5,-2.6000000000000014,-0.5,2.1000000000000014,36.207692307692305,35.36153846153846,7.954022988505747,-0.3275862068965522,-0.024137931034482366,0.30344827586206985,1.0,0.0,-1.0,0.03546431099133775,7.862068965517241,7.862068965517241,0.8620689655172413,0.8620689655172413,0.0,17.040605101410637,2.2160926575093085,6,0.4,0.6307692307692309,35.610256410256405,29.0,589.0,106.5
88,88,2017/10/08,4東京2,曇,11.0,毎日王冠(G2),,12,8.0,12,8.7,5,2,川田将雅,58,芝1800,良,-11.0,1:45.6,0.0,113.0,9-8-8,35.6-33.5,32.6,532(+4),,出遅れ,リアルスティール,2724.0,18,,1251.388888888889,0.15,100.88888888888889,0,,,34.077777777777776,0.8623853211009175,17.045454545454547,16.888045731582277,105.6,120.60999999999993,9.0,8.0,8.333333333333334,0.75,35.6,33.5,-3.0,-0.8999999999999986,2.1000000000000014,36.111111111111114,34.53333333333333,8.61111111111111,-1.7124999999999997,-0.5541666666666663,1.1583333333333334,6.0,7.0,1.0,0.03995283080595699,8.166666666666666,8.875,5.25,5.958333333333333,0.7083333333333334,17.02703732303421,2.4625645169213333,6,0.0,0.08888888888888889,34.90740740740741,33.0,598.0,112.25
89,89,2016/08/21,2札幌2,雨,11.0,札幌記念(G2),,16,8.0,15,1.6,1,2,モレイラ,57,芝2000,稍,7.0,2:02.0,0.3,105.0,8-9-9-7,35.6-36.9,36.3,510(-4),,,ネオリアリズム,2832.0,1,,1188.1200000000001,0.14285714285714285,104.0,0,,,34.89999999999999,0.8208955223880597,16.39344262295082,16.947566120659477,122.0,120.33749999999992,8.0,7.0,8.25,0.5,35.6,36.9,0.6999999999999957,-0.6000000000000014,-1.2999999999999972,35.54,35.82,7.363095238095239,-0.9500000000000008,-0.6000000000000009,0.3499999999999999,5.0,6.0,1.0,0.03861676340715055,6.785714285714286,7.571428571428571,4.214285714285714,5.0,0.7857142857142857,10.550618728565427,0.9684810558578597,5,0.3,0.25,35.42,25.0,313.0,110.25
90,90,2016/06/05,3東京2,晴,11.0,安田記念(G1),,12.0,8.0,11,4.5,2,11,福永祐一,58,芝1600,良,-13.0,1:34.0,1.0,101.0,3-3,35.0-33.9,34.6,498(0),,,ロゴタイプ,,2,,2587.8,0.2055555555555556,100.0,0,,,33.9,0.9259259259259259,17.02127659574468,16.64163633960653,94.0,120.16451612903228,3.0,3.0,3.0,0.25,35.0,33.9,-0.3999999999999986,0.7000000000000028,1.1000000000000014,36.24,34.44,6.12962962962963,-1.7777777777777786,-0.3000000000000003,1.4777777777777783,-8.0,-8.0,0.0,0.03608656713033817,5.555555555555555,6.333333333333333,2.4444444444444446,3.2222222222222223,0.7777777777777778,12.817566071606576,0.5215361924162124,4,1.0,-0.009999999999999986,34.86,21.0,199.0,106.75
91,91,2016/10/09,4東京2,曇,11.0,毎日王冠(G2),,12.0,2.0,2,4.2,2,5,川田将雅,56,芝1800,稍,5.0,1:47.4,0.8,108.0,6-5-6,35.8-34.5,34.6,486(+2),,直線不利,ルージュバック,670.0,3,,1548.209090909091,0.246875,108.36363636363636,0,,,34.63636363636363,0.8187919463087249,16.75977653631285,16.73059523956276,107.4,119.66666666666664,6.0,6.0,5.666666666666667,0.5,35.8,34.5,-1.1999999999999957,0.10000000000000142,1.2999999999999972,35.71818181818182,35.21818181818182,7.750000000000001,-1.3375000000000004,-0.4874999999999994,0.850000000000001,1.0,1.0,0.0,0.03779338819424437,7.625,7.875,4.4375,4.6875,0.25,14.658747993384837,0.9953177580282421,5,0.8,0.25000000000000006,35.190909090909095,28.0,328.0,110.0
92,92,2016/10/09,4東京2,曇,11.0,毎日王冠(G2),,12,6.0,7,4.5,3,2,ルメール,57.0,芝1800,稍,5.0,1:46.6,0.0,116.0,9-9-9,35.8-34.5,33.6,474(+4),,,ルージュバック,2724.8,4,,2109.9800000000005,0.21250000000000002,107.1,0,,,34.33,0.7744360902255639,16.885553470919326,16.763537361673187,106.6,119.9030303030303,9.0,9.0,9.0,0.75,35.8,34.5,-2.1999999999999957,-0.8999999999999986,1.2999999999999972,35.72,34.709999999999994,7.020833333333333,-1.4416666666666658,-0.39166666666666633,1.0499999999999996,7.0,7.0,0.0,0.038364451490169635,6.333333333333333,7.666666666666667,2.8333333333333335,4.166666666666667,1.3333333333333333,11.704447139452453,1.3332347103565108,4,0.0,0.28,34.92,36.0,271.0,111.5
93,93,2016/10/09,4東京2,曇,11.0,毎日王冠(G2),,12.0,7.0,9,8.1,5,8,田辺裕信,58,芝1800,稍,5.0,1:47.6,1.0,103.0,3-3-3,35.8-34.5,35.1,502(+6),,出遅れ,ルージュバック,,5,,2011.0153846153846,0.43799999999999994,105.61538461538461,0,,,36.14615384615385,0.7542857142857143,16.728624535315987,16.761315676917494,107.6,120.75620155038767,3.0,3.0,3.0,0.25,35.8,34.5,-0.6999999999999957,0.6000000000000014,1.2999999999999972,36.06153846153846,35.83846153846154,3.6633333333333336,0.1880000000000004,0.10000000000000085,-0.08799999999999955,-5.0,-5.0,0.0,0.01796490088424587,3.36,3.76,-0.68,-0.28,0.4,13.988160674415147,1.5947769779713574,6,1.0,0.6730769230769229,36.01538461538462,23.0,548.0,109.25
94,94,2016/10/10,4京都3,晴,11.0,京都大賞典(G2),,10,3.0,3,17.0,6,2,岩田康誠,56,芝2400,良,-11.0,2:25.5,0.0,110.0,3-3-3-3,36.2-33.7,33.4,490(0),,,キタサンブラック,2720.0,6,,664.6,0.4472222222222222,92.0,0,,,34.7875,0.7946428571428571,16.49484536082474,16.407747388929824,145.5,121.66129032258067,3.0,3.0,3.0,0.3,36.2,33.7,-2.8000000000000043,-0.30000000000000426,2.5,36.475,35.2125,6.819444444444445,-0.6999999999999998,-0.16111111111111065,0.5388888888888892,1.0,1.0,0.0,0.03226991783951491,6.666666666666667,7.0,1.3888888888888888,1.7222222222222223,0.3333333333333333,14.20272690449076,1.0746899314469556,5,0.0,0.23124999999999998,35.49166666666667,30.0,359.0,108.25
95,95,2016/10/09,4東京2,曇,11.0,毎日王冠(G2),,12,7.0,10,3.3,1,1,戸崎圭太,54,芝1800,稍,5.0,1:46.6,0.0,116.0,10-11-11,35.8-34.5,33.4,454(+2),,,(アンビシャス),6786.8,7,,2742.5,0.14999999999999997,93.85714285714286,0,,,33.65714285714286,0.9523809523809523,16.885553470919326,16.532695743857673,106.6,120.90833333333333,10.0,11.0,10.666666666666666,0.8333333333333334,35.8,34.5,-2.3999999999999986,-1.1000000000000014,1.2999999999999972,37.15714285714285,34.65714285714286,8.462121212121211,-2.245454545454545,-0.6727272727272726,1.5727272727272725,10.0,9.0,-1.0,0.04547973305236137,8.272727272727273,8.545454545454545,4.909090909090909,5.181818181818182,0.2727272727272727,20.22151631857073,0.6897563982225107,4,0.0,-0.07857142857142858,35.15714285714286,36.0,186.0,108.75
96,96,2016/10/09,4東京2,曇,11.0,毎日王冠(G2),,12,1.0,1,75.3,11,3,横山典弘,56,芝1800,稍,5.0,1:47.1,0.5,112.0,12-12-12,35.8-34.5,33.6,452(-10),,出遅れ,ルージュバック,1712.4,8,,884.9380952380952,0.5120689655172413,101.95238095238095,0,,,34.495238095238086,0.7508532423208191,16.80672268907563,16.697190509231977,107.1,121.00683297180046,12.0,12.0,12.0,1.0,35.8,34.5,-2.1999999999999957,-0.8999999999999986,1.2999999999999972,35.97619047619048,35.042857142857144,11.89080459770115,-1.2310344827586197,-0.5137931034482761,0.7172413793103437,9.0,9.0,0.0,0.05369563830207888,11.310344827586206,12.413793103448276,5.655172413793103,6.758620689655173,1.103448275862069,8.858705699291892,1.0164262010703102,7,0.5,0.31190476190476196,35.171428571428585,32.0,612.0,103.0
97,97,2016/10/10,4京都3,晴,11.0,京都大賞典(G2),,10,8.0,10,4.4,2,3,ルメール,58,芝2400,良,-11.0,2:25.6,0.1,109.0,3-3-3-3,36.2-33.7,33.5,488(+2),,,キタサンブラック,1710.0,9,,3523.312500000001,0.4866666666666667,102.625,0,,,35.15625,0.8055555555555556,16.483516483516485,16.619591394330932,145.6,119.9117962466488,3.0,3.0,3.0,0.3,36.2,33.7,-2.700000000000003,-0.20000000000000284,2.5,35.681250000000006,35.2125,4.552777777777777,0.21333333333333365,0.026666666666667047,-0.1866666666666666,0.0,0.0,0.0,0.02438257235323322,4.233333333333333,4.6,-0.03333333333333333,0.3333333333333333,0.36666666666666664,12.699930764188935,1.4965517076023727,6,0.1,0.390625,35.35,29.0,682.0,110.5
