,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,上り平均,勝率
166,166,2017/11/25,高知,曇,10,AイBイ混合,,12,7,9,159.5,9.0,9,三村展久,56,ダ1300,重,-18.0,1:24.7,2.1,37.0,6-5-6-9,,40.3,540(-3),,,メイショウパーシー,0.0,10,4616.3,102.58444444444444,1.3266666666666667,68.93333333333334,39.10666666666667,0.5730994152046783
167,167,2017/10/09,高知,晴,10,セニョールベスト特別,,11,7,9,536.9,11.0,10,石本純也,56,ダ1600,重,-6.0,1:48.1,4.2,28.0,10-9-10-11,,42.6,510(+7),,,サクラビクトワール,0.0,11,1267.5,38.40909090909091,1.8242424242424244,53.54545454545455,40.290909090909096,0.4891891891891892
168,168,2017/10/23,高知,晴,7,C1ロC2イ混合,,12,1,1,3.4,2.0,1,赤岡修次,55,ダ1300,不,-14.0,1:24.1,-0.1,49.0,4-3-3-1,,39.2,505(-1),,,(セファイド),16.0,1,4530.1,46.22551020408164,1.3428571428571427,58.357142857142854,40.21632653061225,0.592836946277097
169,169,2017/10/23,高知,晴,8,C1イ,,11,6,8,8.9,4.0,3,別府真衣,53,ダ1300,不,-14.0,1:25.2,0.3,35.0,9-10-10-6,,39.0,490(-11),,,ヴァイスフェッター,2.0,2,248.90000000000003,2.7966292134831465,1.061797752808989,42.57303370786517,39.58089887640449,0.5155210643015521
170,170,2017/10/05,大井,曇,9,オフト汐留賞競走,,13,1,1,71.9,13.0,12,達城龍次,56,ダ1400,良,11.0,1:29.7,1.4,65.0,10-12-12,37.2-39.1,38.7,459(+5),,,エスプリブラウン,0.0,3,2395.0,59.875,0.95,70.825,37.74,0.5467479674796748
171,171,2017/10/23,高知,晴,8,C1イ,,11,4,4,2.3,1.0,6,永森大智,56,ダ1300,不,-14.0,1:25.5,0.6,32.0,6-4-5-2,,39.8,434(-3),,,ヴァイスフェッター,0.0,4,551.0,39.357142857142854,0.8571428571428571,64.0,36.46428571428571,0.6595744680851063
172,172,2017/10/15,高知,雨,4,ツガニ茶碗蒸し特別,,12,4,4,58.3,8.0,3.0,上田将司,56,ダ1400,不,-12.0,1:31.8,0.4,39.0,8-8-8-8,,40.1,504(+1),,,イマヒトタビノ,5.0,5.0,378.9,7.89375,1.21875,38.854166666666664,40.00208333333333,0.5030549898167006
173,173,2017/10/15,高知,雨,5,舞乃愛&一真誕生特別,,10,2,2,6.8,4.0,8,赤岡修次,54,ダ1400,不,-12.0,1:32.9,1.9,27.0,7-7-8-7,,40.0,450(-8),,,リトル,0.0,6,168.7,6.488461538461538,0.8692307692307691,43.61538461538461,39.665384615384625,0.6205673758865248
174,174,2017/09/03,高知,晴,6,足摺岬灯台特別,,12,7,9,162.5,11.0,4,嬉勝則,56,ダ1400,良,4.0,1:33.7,0.9,34.0,7-7-6-4,,41.2,481(-17),,,ゴセイバイシキモク,3.0,7,170.0,3.6956521739130435,1.084782608695652,37.45652173913044,40.336956521739125,0.5838509316770186
175,175,2017/10/23,高知,晴,7,C1ロC2イ混合,,12,5,5,8.5,3.0,2,別府真衣,55,ダ1300,不,-14.0,1:24.2,0.1,47.0,1-1-1-2,,39.7,488(+1),,,フジノフェアリー,4.0,8,716.9000000000001,15.584782608695654,1.7543478260869565,41.391304347826086,41.339130434782604,0.45263157894736844
176,176,2017/10/15,高知,雨,5,舞乃愛&一真誕生特別,,10,4,4,24.1,5.0,6,松木大地,55,ダ1400,不,-12.0,1:32.2,1.2,35.0,9-9-9-10,,39.1,482(+4),,,リトル,0.0,9,332.1,13.8375,1.2166666666666666,53.291666666666664,39.574999999999996,0.5670498084291188
177,177,2017/10/15,高知,雨,5,舞乃愛&一真誕生特別,,10,5,5,41.3,7.0,10,西川敏弘,56,ダ1400,不,-12.0,1:33.0,2.0,26.0,6-6-6-7,,40.4,442(+4),,,リトル,0.0,10,1994.4,19.944000000000003,1.0399999999999996,54.2,39.53699999999998,0.5866666666666667
178,178,2017/10/23,高知,晴,7,C1ロC2イ混合,,12,6,8,44.9,8.0,7,大沢誠志,56,ダ1300,不,-14.0,1:26.1,2.0,24.0,5-4-4-4,,40.9,524(-2),,,フジノフェアリー,0.0,11,1295.9,29.452272727272728,1.6636363636363634,58.79545454545455,39.22727272727272,0.44731610337972166
179,179,2017/08/21,水沢,曇,8,きたかみ小菊花賞,,9,8,9,9.1,3.0,7,高橋悠里,56,ダ1600,稍,4,1:46.5,3.4,33,3-3-3-5,,42.5,475(-1),,,ビッグバンドジャズ,0.0,1,3152.3,42.59864864864865,0.8797297297297296,72.10810810810811,36.89729729729731,0.5482717520858165
180,180,2017/08/15,盛岡,曇,9,ヤングジョッキーズT,,12,4,4,22.4,8.0,5,鈴木祐,54,ダ1600,稍,-22.0,1:41.7,0.8,36.0,5-7,,36.8,424(0),,,トップシーン,1.5,2,184.20000000000002,3.759183673469388,0.8918367346938776,48.142857142857146,39.391836734693875,0.6502347417840375
181,181,2017/08/22,水沢,曇,8,レモンイエロー賞,,8,1,1,1.5,1.0,2,山本聡哉,56,ダ1600,不,-6.0,1:43.7,0.8,50.0,4-3-5-2,,39.8,448(+6),,,オンワードナスキー,6.0,3,189.40000000000003,4.619512195121952,0.9878048780487807,38.0,40.234146341463415,0.5675675675675675
182,182,2017/08/22,水沢,雨,9,ルネッサンスブルー賞,,8,2,2,13.1,3.0,3,山本政聡,56,ダ1600,不,-6,1:43.9,1.6,48,7-6-5-4,,39.5,486(0),,,アイティワイルド,3.0,4,207.1,17.258333333333333,1.3416666666666661,46.5,39.62499999999999,0.5747126436781609
183,183,2017/08/21,水沢,曇,8,きたかみ小菊花賞,,9,7,7,13.3,4.0,9,坂口裕一,56,ダ1600,稍,4,1:46.7,3.6,31,6-5-5-6,,42.3,542(+8),,,ビッグバンドジャズ,0.0,5,198.29999999999998,7.082142857142856,1.1392857142857142,50.785714285714285,39.85357142857142,0.5985915492957746
184,184,2017/08/13,盛岡,曇,10,サンリッチフレッシュ,,12,7,9,3.3,2.0,6,山本政聡,56,芝1600,良,0.0,1:39.7,0.4,51.0,3-3,,36.7,466(-3),,,マキシマイザー,0.0,6,115.60000000000004,3.302857142857144,0.982857142857143,48.31428571428572,39.371428571428574,0.6121212121212121
185,185,2017/08/21,水沢,曇,8,きたかみ小菊花賞,,9,5,5,21.0,5.0,6,菅原辰徳,56,ダ1600,稍,4.0,1:46.5,3.4,33.0,9-9-7-9,,40.9,480(+11),,,ビッグバンドジャズ,0.0,7,5858.0,69.73809523809524,1.2476190476190478,57.607142857142854,38.289285714285704,0.48851269649334944
186,186,2017/08/21,水沢,曇,8,きたかみ小菊花賞,,9,3,3,49.8,6.0,5.0,阿部英俊,56,ダ1600,稍,4.0,1:45.8,2.7,40.0,7-6-6-4,,41.2,479(+6),,,ビッグバンドジャズ,0.9,8.0,1667.7,18.53,1.0355555555555558,52.233333333333334,39.94333333333334,0.5952890792291221
187,187,2017/08/14,盛岡,曇,10,一戸まつり賞,,9,3,3,15.8,8.0,6.0,関本淳,54,ダ1600,良,-8.0,1:42.4,1.7,43.0,1-3,,40.4,471(-4),,,ステイブレイズ,0.0,9.0,280.3,8.244117647058824,1.370588235294118,38.294117647058826,40.449999999999996,0.45454545454545453
188,188,2017/02/15,高知,晴,8,C1ー4,,8,7,7,87.6,7.0,8.0,倉兼育康,54,ダ1400,稍,4.0,1:34.7,2.6,23.0,2-2-2-6,,42.5,450(-2),,,ジョイフルデイズ,0.0,1.0,192.5,5.833333333333333,0.9121212121212121,47.18181818181818,39.4969696969697,0.6266666666666667
189,189,2017/02/15,高知,晴,7,C1ー5,,8,5,5,5.7,3.0,7,永森大智,54,ダ1400,稍,4.0,1:34.4,1.8,26.0,2-2-2-5,,41.6,454(-3),,,マイネルリーブラ,0.0,2,321.0,14.590909090909092,1.3727272727272728,49.63636363636363,39.46818181818182,0.5546875
190,190,2017/02/15,高知,晴,6,C1ー6,,7,4,4,2.2,1.0,4,倉兼育康,54,ダ1400,稍,4.0,1:33.6,0.7,35.0,3-3-3-3,,39.5,468(-5),,,コスモウインド,3.0,3,186.99999999999997,4.921052631578947,1.3947368421052633,40.473684210526315,40.72631578947368,0.5242165242165242
191,191,2017/02/15,高知,晴,9,C1ー3,,8,5,5,4.8,3.0,4,佐原秀泰,56,ダ1400,稍,4.0,1:34.4,0.9,26.0,7-8-8-7,,39.6,479(0),,,メイショウムロト,3.0,4,356.8,7.433333333333334,1.2666666666666666,59.916666666666664,38.13333333333332,0.44912280701754387
192,192,2017/02/15,高知,晴,5,C1ー7,,9,7,7,61.1,7.0,4,西森将司,56,ダ1400,稍,4.0,1:33.7,1.0,34.0,9-9-9-6,,38.5,460(+4),,,エメラルドビーム,3.0,5,103.3,1.4549295774647888,1.4154929577464788,23.859154929577464,39.81830985915493,0.48040638606676345
193,193,2017/02/15,高知,晴,10,C1ー2,,6,1,1,23.5,5.0,5,上田将司,56,ダ1400,稍,4.0,1:33.6,0.6,35.0,6-6-5-5,,40.3,475(0),,,サンマルブリーズ,2.0,6,982.4,11.291954022988506,1.0919540229885059,45.87356321839081,39.59655172413794,0.5650224215246636
194,194,2017/02/15,高知,晴,7,C1ー5,,8,7,7,24.3,5.0,5,別府真衣,53,ダ1400,稍,4.0,1:33.9,1.3,32.0,5-6-7-6,,40.0,463(+2),,,マイネルリーブラ,2.0,7,126.9,2.9511627906976745,1.6046511627906976,24.74418604651163,40.96046511627906,0.5211970074812967
195,195,2017/02/01,高知,晴,5,C1ー6,,7,7,7,17.7,3.0,4,岡村卓弥,54,ダ1400,良,15.0,1:34.0,1.6,42.0,5-4-3-5,,40.3,443(-7),,,ヒロノカイザー,3.0,8,121.2,3.0300000000000002,0.95,41.825,39.74999999999999,0.5660847880299252
196,196,2017/02/15,高知,晴,9,C1ー3,,8,8,8,10.8,6.0,5,郷間勇太,54,ダ1400,稍,4.0,1:34.4,0.9,26.0,1-1-1-2,,41.5,434(+5),,,メイショウムロト,2.0,9,133.79999999999998,2.158064516129032,1.3193548387096778,29.629032258064516,41.0241935483871,0.5791190864600326
197,197,2017/02/14,高知,晴,11,松田川特別,,7,1,1,14.8,4.0,6,木村直輝,53,ダ1400,稍,3,1:32.8,1.8,43,1-1-1-2,,41.2,512(0),,,サクラビクトワール,0.0,1,347.9,6.2124999999999995,0.8678571428571429,45.42857142857143,40.49285714285715,0.6259124087591241
198,198,2017/02/15,高知,晴,11,咸陽島特別,,7,6,6,2.6,1.0,1,宮川実,54,ダ1400,稍,4,1:32.2,0.0,51.0,6-6-6-3,,39.4,459(+2),,,(シャドウゲーム),50.0,2,851.6,10.779746835443039,1.2139240506329114,43.41772151898734,39.827848101265815,0.5673076923076923
199,199,2017/02/14,高知,晴,8,Bー3,,7,2,2,6.3,3.0,2,妹尾浩一,56,ダ1400,稍,3,1:32.1,0.0,51,1-1-1-2,,40.2,487(+1),,,エオロ,12.5,3,519.3,25.964999999999996,1.4499999999999997,48.55,40.775,0.5069767441860465
200,200,2017/02/14,高知,晴,7,Bー5,,10,8,9,17.3,6.0,2,西森将司,56,ダ1400,稍,3.0,1:33.4,0.4,36.0,3-3-2-4,,39.7,516(-1),,,マイネルデアデビル,12.5,4,957.5999999999999,11.969999999999999,1.6824999999999992,33.95,40.99,0.4620938628158845
201,201,2017/02/14,高知,晴,11,松田川特別,,7,5,5,65.6,7.0,7,別府真衣,53,ダ1400,稍,3.0,1:32.9,1.9,42.0,7-7-6-7,,39.8,484(-1),,,サクラビクトワール,0.0,5,150.29999999999998,2.147142857142857,1.1100000000000003,43.48571428571429,39.45142857142857,0.4972375690607735
202,202,2017/02/08,高知,晴,11,牧野植物園特別,,9,7,7,3.2,2.0,1,赤岡修次,54,ダ1300,重,-7,1:23.6,-0.6,62,3-3-3-1,,38.9,437(-2),,,(ロヴィーサ),50.0,6,228.7,19.058333333333334,0.4916666666666667,45.166666666666664,39.01666666666666,0.696969696969697
203,203,2017/02/14,高知,晴,7,Bー5,,10,3,3,7.9,5.0,6,妹尾浩一,56.0,ダ1400,稍,3.0,1:33.6,0.6,34.0,10-10-10-6,,38.9,480(-2),,,マイネルデアデビル,0.0,7,2571.9,36.22394366197183,1.52112676056338,60.15492957746479,39.17464788732395,0.49877750611246946
204,204,2017/02/07,高知,晴,9,Bー2,,9,7,7,16.1,4.0,3,上田将司,54,ダ1300,重,-6.0,1:25.0,0.5,46.0,3-3-3-4,,39.2,456(+3),,,エポナジャスミン,6.3,8,162.7,3.1901960784313723,1.13921568627451,50.6078431372549,40.058823529411754,0.563169164882227
205,205,2017/02/14,高知,晴,12,ファイナルレース,,10,2,2,7.9,5.0,9,赤岡修次,56,ダ1400,稍,3.0,1:34.7,2.0,22.0,7-8-10-10,,41.9,428(-4),,,サムライマジック,0.0,9,2209.5,30.267123287671232,1.7219178082191786,53.10958904109589,41.171232876712345,0.47540983606557374
206,206,2016/11/22,高知,晴,8,Bー2,,12,8,11,5.5,3,1,中西達也,56,ダ1400,不,-8,1:30.5,0.0,58,7-8-7-1,,38.6,469(+2),,,(ヴィクトリーノヴァ),24.0,1,219.29999999999998,5.348780487804878,0.46097560975609764,47.90243902439025,39.487804878048784,0.6945107398568019
207,207,2016/11/22,高知,晴,11,新庄川特別,,10,8,9,4.5,3.0,2,宮川実,56,ダ1400,不,-8.0,1:30.5,0.1,58.0,3-3-3-3,,38.1,523(-2),,,エスケイティアラ,7.0,2,206.3,6.251515151515152,0.7696969696969697,45.93939393939394,39.915151515151514,0.6536312849162011
208,208,2016/11/22,高知,晴,11,新庄川特別,,10,6,6,3.6,1.0,3,上田将司,56,ダ1400,不,-8.0,1:30.8,0.4,54.0,2-2-2-2,,38.5,493(-5),,,エスケイティアラ,3.5,3,147.8,5.474074074074075,0.7148148148148148,53.370370370370374,40.10370370370371,0.6988847583643123
209,209,2016/11/20,高知,曇,7,土佐秋月賞(G),,11,1,1,31.5,5.0,3,西川敏弘,54,ダ1600,不,-8.0,1:44.8,0.9,57.0,5-5-4-3,,39.3,415(-2),,,ディアマルコ,12.5,4,219.39999999999998,7.0774193548387085,0.6387096774193549,38.96774193548387,40.12903225806452,0.7859778597785978
210,210,2016/11/22,高知,晴,9,AB,,11,5,5,26.3,5,2,山崎雅由,55,ダ1400,不,-8,1:30.9,0.2,53,5-4-4-4,,39.5,446(-5),,,スレドボ,7.0,5,197.2,5.3297297297297295,0.9270270270270271,44.32432432432432,40.30540540540541,0.6409574468085106
211,211,2016/11/12,高知,晴,10,西部莞爾生誕特別,,11,1,1,14.7,7.0,1,三村展久,56,ダ1600,稍,14,1:47.0,-0.6,58,4-5-5-3,,40.1,504(-2),,,(ココイチバン),24.0,6,190.39999999999998,3.592452830188679,0.9320754716981133,38.283018867924525,39.945283018867926,0.668
212,212,2016/12/03,高知,晴,5,AイBイ,,12,5,6,5.2,2,7,赤岡修次,55,ダ1300,重,0.0,1:26.0,1.6,40.0,8-8-8-8,,39.1,452(0),,,サクセスコード,0.0,7,659.9,12.690384615384614,1.3250000000000004,52.15384615384615,40.06923076923078,0.5008944543828264
213,213,2016/11/22,高知,晴,11,新庄川特別,,10,3,3,56.5,10.0,5,郷間勇太,54,ダ1400,不,-8.0,1:31.2,0.8,50.0,6-6-6-5,,38.5,452(-4),,,エスケイティアラ,1.4,8,141.39999999999998,3.07391304347826,1.1630434782608696,51.52173913043478,40.02826086956521,0.5608591885441527
214,214,2016/10/29,高知,晴,11,香川県オリーブ特別,,10,1,1,29.3,7.0,5,上田将司,56,ダ1300,不,-5.0,1:24.5,0.8,53.0,7-4-4-5,,39.5,552(-2),,,シェードカーテン,1.4,9,683.2,11.386666666666667,0.6433333333333336,46.06666666666667,40.28500000000001,0.6994818652849741
215,215,2016/11/22,高知,晴,11,新庄川特別,,10,1,1,5.0,4.0,4,佐原秀泰,56,ダ1400,不,-8.0,1:31.1,0.7,51.0,3-3-4-4,,38.6,476(-1),,,エスケイティアラ,2.1,10,268.4,8.658064516129032,0.8483870967741933,50.645161290322584,39.68709677419355,0.6091954022988506
216,216,2016/12/03,高知,晴,5,AイBイ,,12,8,11,67.4,8.0,5.0,塚本雄大,50,ダ1300,重,0.0,1:25.8,1.4,42.0,1-2-3-5,,39.7,503(+3),,,サクセスコード,1.2,11.0,1813.8,30.23,1.8266666666666673,54.35,40.488333333333344,0.40238450074515647
217,217,2016/08/15,盛岡,曇,11,JBC川崎まであと8,,9,8,9,3.0,2.0,4,南郷家全,54,ダ1600,良,-9.0,1:40.1,0.6,65.0,1-1,,40.0,437(+3),,,マックスキュア,1.2,1,1178.8,21.432727272727274,2.06,49.27272727272727,40.15454545454546,0.35645472061657035
218,218,2016/08/06,盛岡,晴,10,姫神賞,,11,4,4,18.1,6.0,7.0,関本淳,54,芝1000,良,3.0,0:59.9,0.9,49.0,2-3,,36.6,447(+2),,,ウインミラージュ,0.0,2.0,865.8,29.855172413793102,0.803448275862069,61.41379310344828,38.93448275862069,0.5806451612903226
219,219,2016/08/08,盛岡,晴,10,B2四組,,9,8,9,62.3,6.0,7,大坪慎,56,ダ1600,良,-12.0,1:42.7,1.6,36.0,5-6,,39.3,440(-8),,,ハルコマチ,0.0,3,239.5,10.886363636363637,1.6909090909090907,45.72727272727273,40.154545454545456,0.44176706827309237
220,220,2016/08/08,盛岡,晴,10,B2四組,,9,5,5,15.0,4.0,6,南郷家全,56,ダ1600,良,-12.0,1:42.4,1.3,39.0,9-8,,38.2,508(+1),,,ハルコマチ,0.0,4,1629.2,28.089655172413792,1.7103448275862068,66.5,38.87931034482759,0.44298245614035087
221,221,2016/08/08,盛岡,晴,10,B2四組,,9,3,3,82.7,8.0,8,木村暁,56,ダ1600,良,-12.0,1:43.2,2.1,31.0,6-7,,39.6,424(-2),,,ハルコマチ,0.0,5,204.4,7.57037037037037,1.4259259259259258,39.7037037037037,39.67037037037038,0.4854014598540146
222,222,2016/08/08,盛岡,晴,10,B2四組,,9,4,4,17.9,5.0,3,阿部英俊,54,ダ1600,良,-12.0,1:41.5,0.4,48.0,1-1,,38.7,465(-5),,,ハルコマチ,1.9,6,93.4,3.335714285714286,1.8857142857142861,47.57142857142857,39.892857142857146,0.35987261146496813
223,223,2015/08/02,盛岡,曇,11,ヤマセあきんど祭り賞,,8,1,1,1.0,1.0,1,村上忍,56,ダ1600,良,10.0,1:42.2,-2.2,63.0,2-2,,38.8,480(+2),,,(セレクトジャパン),16.0,1,85.0,5.3125,0.35624999999999996,68.1875,39.25,0.47337278106508873
224,224,2015/08/12,盛岡,雨,5,早池峰だんご賞B2四,,8,2,2,4.2,3.0,3.0,山本政聡,56,ダ1600,良,17.0,1:45.3,0.8,39.0,2-2,,41.6,487(+2),,,コスモリオ,1.9,2.0,29.099999999999998,2.0785714285714283,1.7214285714285713,44.642857142857146,40.29285714285715,0.4316546762589928
225,225,2015/08/03,盛岡,曇,11,江刺夏まつり賞C1,,12,5,5,11.3,4.0,4.0,阿部英俊,56,芝1000,良,3.0,0:59.3,0.3,59.0,7-6,,35.0,477(+3),,,コスモケリア,1.2,3.0,42.099999999999994,4.209999999999999,0.89,51.3,38.760000000000005,0.6081081081081081
226,226,2015/08/09,盛岡,曇,11,衣川の星空賞3歳B1,,10,6,6,2.6,1.0,3,陶文峰,56,ダ1600,良,17.0,1:44.6,1.1,46.0,5-6,,40.2,422(-6),,,ピースワンポイント,3.2,4,296.6,29.660000000000004,1.23,59.4,38.989999999999995,0.6048387096774194
227,227,2015/08/08,盛岡,曇,10,姫神賞,,11,2,2,34.3,6.0,6,菅原俊吏,54,芝1000,良,-1.0,0:59.0,0.7,54.0,5-5,,35.4,468(-2),,,ツキミチャン,0.0,5,491.0,19.64,1.376,63.2,37.788,0.37770897832817335
228,228,2015/08/09,盛岡,曇,11,衣川の星空賞3歳B1,,10,2,2,6.7,4.0,7,村上忍,54,ダ1600,良,17.0,1:45.9,2.4,33.0,8-8,,41.0,452(+10),,,ピースワンポイント,0.0,6,330.0,36.666666666666664,1.4555555555555555,54.333333333333336,37.53333333333334,0.4915254237288136
229,229,2015/08/12,盛岡,雨,5,早池峰だんご賞B2四,,8,5,5,86.2,8.0,7.0,陶文峰,54,ダ1600,良,17.0,1:47.3,2.8,19.0,8-8,,41.6,483(+9),,,コスモリオ,0.0,7.0,280.79999999999995,6.104347826086956,1.9000000000000001,23.065217391304348,41.05,0.29838709677419356
230,230,2015/06/20,水沢,曇,10,焼石岳賞,,10,3,3,74.1,9.0,5,菅原俊吏,56,ダ1600,良,15.0,1:45.5,1.8,54.0,6-5-7-5,,41.2,493(+2),,,レオナビゲート,0.7,8,19.5,1.625,1.8416666666666668,51.333333333333336,40.083333333333336,0.29838709677419356
231,231,2015/04/18,高知,晴,11,朧月特別,,10,8,9,1.9,1.0,6,永森大智,56.0,ダ1400,重,1.0,1:32.2,1.2,48.0,3-3-4-5,,41.2,520(+2),,,ナガラブレーブ,0.0,1,13940.9,236.28644067796608,0.8271186440677964,94.38983050847457,36.427118644067804,0.5464684014869888
232,232,2015/04/19,高知,曇,11,春宵特別,,12,4,4,2.7,2.0,1,永森大智,56.0,ダ1300,重,-2.0,1:24.8,-0.3,52.0,7-8-8-5,,39.2,486(+8),,,(ニチドウレパード),14.0,2,1006.6000000000001,9.320370370370371,1.134259259259259,41.916666666666664,39.2324074074074,0.5234848484848484
233,233,2015/04/25,高知,晴,5,スピカ特別,,11,4,4,11.7,4.0,4.0,別府真衣,53.0,ダ1400,稍,8.0,1:33.1,0.8,45.0,3-3-3-3,,39.8,483(+9),,,モントランブラン,3.0,3.0,16.8,4.2,0.8,52.5,39.325,0.6590909090909091
234,234,2015/04/29,高知,曇,5,岩手のアイドル特別,,12,8,11,12.8,5.0,2.0,倉兼育康,56.0,ダ1300,良,10.0,1:27.1,0.4,36.0,6-6-7-7,,40.9,492(+1),,,デュークワンダー,3.0,4.0,1199.6,37.4875,1.2750000000000001,59.09375,40.21875,0.5656565656565656
235,235,2015/04/25,高知,晴,7,C1イ,,12,8,11,4.6,2.0,5,宮川実,56.0,ダ1300,稍,8.0,1:26.7,0.8,39.0,6-7-5-6,,40.6,504(0),,,セトパラダイス,0.7,5,346.5,26.653846153846153,1.4384615384615385,46.61538461538461,40.123076923076916,0.5454545454545454
236,236,2015/04/18,高知,晴,8,C1ー4,,10,6,6,57.2,7.0,3,上田将司,56.0,ダ1400,重,1.0,1:33.1,1.2,38.0,9-9-9-5,,40.2,495(-3),,,ゴルゴネイオン,1.8,6,3.5,0.3888888888888889,2.011111111111111,47.888888888888886,39.33333333333334,0.5
237,237,2015/04/25,高知,晴,7,C1イ,,12,6,7,7.1,4.0,4,上田将司,54.0,ダ1300,稍,8.0,1:26.5,0.6,42.0,1-1-1-2,,41.2,422(+2),,,セトパラダイス,1.0,7,16.8,4.2,0.525,39.25,41.150000000000006,0.725
238,238,2015/04/19,高知,曇,10,C2ー2,,10,8,9,11.4,4.0,1,西川敏弘,56.0,ダ1300,重,-2.0,1:25.4,-0.2,45.0,7-6-6-2,,40.0,476(-3),,,(マルヨオーショウ),12.0,8,53.6,2.977777777777778,1.3388888888888888,31.444444444444443,40.47777777777779,0.4626865671641791
239,239,2015/04/25,高知,晴,6,C1ロ,,12,8,11,4.9,3.0,3,西川敏弘,56.0,ダ1300,稍,8.0,1:26.6,0.3,40.0,2-2-2-3,,40.3,441(0),,,リワードランフォス,1.8,9,13349.7,211.9,1.1777777777777776,81.46031746031746,39.35873015873016,0.6801112656467315
240,240,2015/04/25,高知,晴,6,C1ロ,,12,5,6,2.0,1.0,2,赤岡修次,56.0,ダ1300,稍,8.0,1:26.3,0.0,44.0,7-6-3-3,,39.9,467(+1),,,リワードランフォス,3.5,10,3925.5,135.36206896551724,1.4827586206896555,78.58620689655173,38.32068965517242,0.453551912568306
