,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
373,373,2020/10/25,4京都6,晴,6,3歳以上1勝クラス,,15,8,14,29.8,9,6,団野大成,52,芝1600,良,5,1:35.5,0.3,91,1-1,35.5-35.7,36.0,450(+2),,,サンディレクション,0.0,8,1520.0,138.1818181818182,0.6272727272727273,81.9090909090909
374,374,2020/07/26,2新潟2,曇,2,3歳未勝利,,18,8,18,4.1,1,1,西村淳也,54,芝1600,良,-13,1:34.0,-0.3,83,3-3,35.3-33.9,33.6,458(+12),,,(ロードライトニング),510.0,9,854.0,94.88888888888889,0.5333333333333333,82.44444444444444
375,375,2020/02/23,1小倉12,晴,8,4歳以上1勝クラス,,15,4,7,17.0,5,13,シュタル,56,芝2000,良,20,2:05.1,3.1,74,3-4-5-12,36.8-35.8,38.2,466(0),,,シュリ,0.0,10,1087.0,83.61538461538461,1.269230769230769,77.6923076923077
376,376,2020/06/21,3阪神6,晴,8,3歳以上1勝クラス,,14,5,7,37.2,10,5,川又賢治,57,芝1600,良,-12,1:34.9,0.6,90,5-5,36.7-33.7,33.9,486(+2),,,サンライズオネスト,76.0,11,2274.5,64.98571428571428,0.8857142857142859,82.97142857142858
377,377,2020/04/04,3中山3,晴,7,3歳1勝クラス,,13,6,8,9.1,4,3,松山弘平,54,芝1600,良,-8,1:35.2,0.2,88,2-5-6,36.0-35.3,35.0,446(-4),,,シャチ,180.0,12,1236.0,103.0,1.0250000000000001,79.25
378,378,2019/07/28,2新潟2,曇,10,月岡温泉特別(2勝クラス),,13,2,2,5.8,2,9,石橋脩,55,芝1600,良,-10,1:33.4,0.5,91,7-8,34.5-35.1,34.2,460(0),,,スイープセレリタス,0.0,1,5379.6,597.7333333333333,0.12222222222222223,87.11111111111111
379,379,2020/05/09,3京都5,曇,10,錦S(3勝クラス),,13,8,13,5.1,1,9,和田竜二,53,芝1600,良,-14,1:34.5,0.6,90,10-10,35.1-34.3,33.7,460(+2),,,ミッキーブリランテ,0.0,2,5778.5,304.13157894736844,0.34210526315789475,89.57894736842105
380,380,2020/06/28,3東京8,曇,10,江の島S(3勝クラス),,16,8,15,53.5,14,5,斎藤新,57,芝1800,不,23,1:50.3,0.5,99,9-10-8,36.9-36.2,35.9,456(0),,出遅れ,ボッケリーニ,182.0,3,10836.1,270.90250000000003,0.39,97.65
381,381,2019/08/10,2新潟5,晴,11,新潟日報賞(3勝クラス),,18,8,18,6.4,3,15,石橋脩,53,芝1400,良,-10,1:21.2,1.1,90,3-3,33.4-35.3,36.0,454(+8),,,ジョイフル,0.0,4,3936.6,393.65999999999997,0.53,85.5
382,382,2020/04/12,3中山6,曇,8,4歳以上1勝クラス,,16,5,9,11.1,4,5,津村明秀,57,芝1600,稍,-6.0,1:35.1,0.2,89.0,7-5-4,35.1-36.3,36.1,454(-2),,,ストームリッパー,76.0,5,4815.8,192.632,0.596,82.8
383,383,2020/01/18,1京都6,曇,12,4歳以上1勝クラス,,15,4,7,2.2,1.0,2,福永祐一,57,芝1600,良,16,1:36.2,0.2,97,8-8,35.8-36.0,35.3,462(+4),,,テーオーアマゾン,300.0,6,6232.900000000001,222.60357142857146,0.5428571428571428,92.07142857142857
384,384,2019/04/20,3京都1,晴,10,六波羅特別(1000万下),,7,6,6,6.6,3,4,浜中俊,57,芝1600,良,-17.0,1:33.4,0.6,96.0,2-2,35.4-34.1,34.3,500(-2),,,サウンドキアラ,230.0,7,9968.0,255.5897435897436,0.5820512820512821,93.8974358974359
385,385,2020/09/13,2中京2,晴,10,ムーンライトH(3勝クラス),,17,8,16,198.3,16,12,団野大成,54,芝2200,良,-5.0,2:16.6,0.9,82.0,12-15-13-13,36.1-34.6,34.3,432(+6),,,アドマイヤビルゴ,0.0,8,7228.9,131.43454545454546,0.9963636363636363,83.94545454545455
386,386,2018/12/15,5阪神5,晴,12,3歳以上1000万下,,17,1,2,16.3,8,8,国分恭介,57,芝1400,良,-7.0,1:21.7,0.9,94.0,1-1,33.6-35.9,36.8,492(+8),,,ジョイフル,0.0,9,4872.9,203.0375,0.9708333333333335,82.04166666666667
387,387,2020/12/19,3中京5,晴,7,2歳未勝利,,18,3,6,371.0,15,14,柴山雄一,55,芝2000,良,-7,2:04.6,3.2,63,6-6-7-6,36.2-35.8,38.6,474(+14),,,マテンロウエール,0.0,8,0.0,0.0,3.599999999999999,51.714285714285715
388,388,2020/12/13,6阪神4,晴,3,2歳未勝利,,16,5,9,13.7,7,4,藤岡佑介,54,芝1400,良,-10,1:22.0,0.5,91,14-12,34.1-35.7,34.9,456(+10),,出遅れ,トーカイキング,77.0,3,1160.7,232.14000000000001,0.32,86.2
