,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均
122,122,2014/03/09,2中山4,晴,11.0,報知杯弥生賞(G2),,13.0,7.0,11,9.8,4,2,横山典弘,56.0,芝2000,良,1.0,2:01.4,0.0,102.0,10-10-8-8,35.6-36.4,35.5,484(+10),,,トゥザワールド,2126.0,4,8193.099999999999,1024.1374999999998,0.2,86.375
123,123,2014/03/29,2阪神1,晴,11.0,毎日杯(G3),,14.0,8.0,14,6.3,4,3,シュタル,56,芝1800,良,2.0,1:46.7,0.0,107.0,8-6,35.4-35.0,34.7,468(-6),,,マイネルフロスト,937.4,5,3826.2,546.6,0.19999999999999998,88.28571428571429
124,124,2014/03/23,2中山8,晴,11,フジTVスプリングS(G2),,15,3,4,2.3,1,2,戸崎圭太,56.0,芝1800,良,6.0,1:48.6,0.2,106.0,6-7-8-7,35.8-36.0,35.1,528(0),,,ロサギガンティア,2135.6,6,10948.699999999999,2189.74,-0.32,97.4
125,125,2014/03/23,2中山8,晴,11,フジTVスプリングS(G2),,15,2,3,3.6,2,6,福永祐一,56.0,芝1800,良,6,1:49.2,0.8,100,9-9-12-11,35.8-36.0,35.5,476(-4),,,ロサギガンティア,0.0,7,2907.8,484.6333333333334,0.25000000000000006,91.5
126,126,2014/03/23,2中山8,晴,11,フジTVスプリングS(G2),,15,6,10,6.3,4,3,内田博幸,56,芝1800,良,6,1:48.6,0.2,106,9-11-10-5,35.8-36.0,35.0,474(-8),,,ロサギガンティア,1317.8,8,3993.9999999999995,570.5714285714286,0.14285714285714285,92.71428571428571
127,127,2014/03/22,1阪神7,晴,11,若葉S(OP),,12,3,3,5.1,2,1,岩田康誠,56,芝2000,良,3,2:01.4,-0.2,99,8-9-11-11,35.3-35.9,34.9,470(0),,,(ウインフルブルーム),1930.1,9,3956.0,565.1428571428571,0.05714285714285715,88.42857142857143
128,128,2014/03/23,2中山8,晴,11,フジTVスプリングS(G2),,15,2,2,5.6,3,1,Ｍ．デム,56,芝1800,良,6,1:48.4,-0.2,107,9-9-5-3,35.8-36.0,35.3,528(0),,出遅れ,(アジアエクスプレス),5324.6,10,7046.0,1174.3333333333333,0.06666666666666665,84.16666666666667
129,129,2014/02/09,2京都4,晴,11.0,きさらぎ賞(G3),,9.0,1.0,1,2.5,2,1,武豊,56.0,芝1800,稍,5.0,1:47.6,0.0,102.0,5-5,35.8-35.5,34.7,490(+10),,,(バンドワゴン),3735.0,11,5958.1,1489.525,0.175,90.25
130,130,2014/03/21,2中山7,晴,11,フラワーC(G3),,16,4,7,6.8,3,1,北村宏司,54.0,芝1800,良,9,1:51.3,-0.3,81,4-4-5-4,37.1-37.0,36.6,516(+6),,,(マイネグレヴィル),3458.8,11,5173.8,862.3000000000001,1.7333333333333334,69.83333333333333
131,131,2014/03/29,2中京5,晴,10,大寒桜賞(500万下),,13,7,11,55.2,9.0,3,柴山雄一,56,芝2200,良,-5,2:16.8,0.5,84,11-11-2-2,35.8-35.7,36.2,530(-4),,,ワールドインパクト,224.3,13,1304.3,144.92222222222222,0.5666666666666668,78.88888888888889
132,132,2014/03/02,1阪神2,曇,9.0,すみれS(OP),,7,2.0,2,15.0,4,1,バルジュ,56.0,芝2200,良,5.0,2:17.6,0.0,87.0,4-3-3-5,37.1-34.9,34.1,486(+2),,,(ワールドインパクト),1915.4,14,2415.4,603.85,0.5,81.75
133,133,2014/03/09,2中山4,晴,11,報知杯弥生賞(G2),,13,5,6,8.2,3,5,大野拓弥,56,芝2000,良,1.0,2:02.1,0.7,96.0,11-11-11-11,35.6-36.4,36.0,470(-4),,,トゥザワールド,520.0,15,3860.6,643.4333333333333,0.3499999999999999,90.5
134,134,2014/03/09,2中山4,晴,11,報知杯弥生賞(G2),,13,3,3,7.8,2,3,戸崎圭太,56,芝2000,良,1,2:01.8,0.4,97,5-5-6-4,35.6-36.4,36.2,544(-2),,,トゥザワールド,1313.0,16,2951.5,737.875,0.49999999999999994,92.5
135,135,2014/03/22,2中京4,晴,11,中スポ賞ファルコンS(G3),,18,7,13,3.7,1,1,福永祐一,56,芝1400,良,-11,1:21.2,0.0,100,13-15,33.0-36.3,35.0,472(-2),,,(サトノルパン),3766.5,17,8135.799999999999,1162.2571428571428,0.39999999999999997,93.57142857142857
136,136,2014/01/12,1京都4,晴,11,日刊スポシンザン記念(G3),,13,4,5,110.5,8,11,藤田伸二,56,芝1600,良,-4,1:36.3,2.5,74,11-11,35.5-34.1,35.1,480(+2),,,ミッキーアイル,0.0,18,945.0,118.125,1.05,73.875
137,137,2013/03/17,2中山8,晴,11.0,フジTVスプリングS(G2),,16.0,3.0,5,3.4,1,1,Ｃ．デム,56,芝1800,良,-6.0,1:47.8,-0.2,101.0,3-4-4-2,36.8-35.6,35.2,486(+4),,,(タマモベストプレイ),5316.2,1,27948.2,3493.525,0.0625,90.75
138,138,2013/03/03,2中山4,曇,11.0,報知杯弥生賞(G2),,12.0,8.0,12,2.3,1,4,ビュイッ,56,芝2000,良,-3.0,2:01.1,0.1,100.0,3-3-2-2,36.5-35.2,35.3,494(+8),,,カミノタサハラ,780.0,2,10945.1,2189.02,-0.13999999999999999,94.0
139,139,2013/03/03,2中山4,曇,11.0,報知杯弥生賞(G2),,12.0,3.0,3,2.6,2,3,横山典弘,56,芝2000,良,-3.0,2:01.0,0.0,99.0,3-3-5-7,36.5-35.2,34.9,484(+8),,,カミノタサハラ,1312.6,3,13959.400000000001,2326.566666666667,-0.11666666666666665,96.66666666666667
140,140,2013/03/03,2中山4,曇,11.0,報知杯弥生賞(G2),,12.0,6.0,8,19.8,6,1,内田博幸,56,芝2000,良,-3.0,2:01.0,0.0,103.0,7-7-4-4,36.5-35.2,35.0,512(-2),,,(ミヤジタイガ),5288.2,4,8572.8,1714.56,0.06000000000000002,95.6
141,141,2013/03/17,2中山8,晴,11.0,フジTVスプリングS(G2),,16.0,1.0,2,6.2,3,2,和田竜二,56.0,芝1800,良,-6.0,1:48.0,0.2,100.0,5-6-5-5,36.8-35.6,35.1,486(-6),,,ロゴタイプ,2133.2,5,9449.0,1574.8333333333333,0.11666666666666665,94.16666666666667
142,142,2013/03/23,2阪神1,晴,11.0,毎日杯(G3),,13.0,1.0,1,49.7,9,4,幸英明,57,芝1800,良,-5.0,1:47.4,1.2,91.0,5-4,34.8-35.8,36.9,500(-8),,,キズナ,560.0,6,4772.7,596.5875,0.7,86.375
