,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,本番年齢,レース評価,レース評価平均
115,115,2021/10/23,4阪神5,晴,8,3歳以上1勝クラス,,15,5,9,15.7,6,5,和田竜二,55,芝1600,良,-13,1:35.3,0.4,90,9-12,37.1-33.6,33.3,438(-6),,,サマートゥリスト,76.0,7,656.0,109.33333333333333,0.9666666666666667,82.83333333333333,11,62,10.333333333333334,35.266666666666666,0.6987951807228916,9.0,12.0,7.0,4.0,-3.0,8.333333333333334,8.833333333333334,3.1666666666666665,3.6666666666666665,0.5,3,2.048888888888889,1.204788156389099
116,116,2021/10/31,5新潟8,晴,10,十日町特別(1勝クラス),,18,2,4,23.4,9,14,古川吉洋,57,芝1400,良,5,1:23.6,1.1,75,8-8,35.2-35.6,36.2,464(0),,,テーオーディエス,0.0,8,1460.0,81.11111111111111,1.2055555555555555,73.88888888888889,28,453,25.166666666666668,37.43333333333334,0.574468085106383,8.0,8.0,-6.0,-6.0,0.0,4.0,3.9444444444444446,-2.5555555555555554,-2.611111111111111,-0.05555555555555555,4,2.015432098765432,1.488014505010154
117,117,2021/10/23,5新潟5,曇,8,3歳以上1勝クラス,,14,8,14,10.1,4,8,西村淳也,55,芝2000,稍,9,2:01.8,0.8,88,6-6,35.3-35.7,36.1,478(+10),,,ローゼライト,0.0,9,1144.0,104.0,1.0,78.54545454545455,27,231,21.0,35.26363636363636,0.47651006711409394,6.0,6.0,-2.0,-2.0,0.0,11.181818181818182,10.818181818181818,3.090909090909091,2.727272727272727,-0.36363636363636365,4,2.0357142857142856,1.6725885493050754
118,118,2021/08/07,1函館11,晴,9,八雲特別(1勝クラス),,10,5,5,46.7,8,6,内田博幸,57,芝1800,良,-5.0,1:49.4,1.0,84.0,8-8-8-9,36.8-35.9,36.0,518(0),,出遅れ,アイリッシュムーン,0.0,10,1524.8,63.53333333333333,1.0625,79.25,18,439,19.08695652173913,36.09166666666666,0.573134328358209,8.0,9.0,3.0,2.0,-1.0,8.541666666666666,9.166666666666666,1.5833333333333333,2.2083333333333335,0.625,4,2.05,1.5829485034981676
119,119,2021/09/12,4中山2,曇,7,3歳以上1勝クラス,,14,7,12,42.2,7,2,横山和生,55,芝1600,良,-17,1:34.0,0.0,91,4-5-3,34.9-34.9,34.5,414(-6),,,アドマイヤチャチャ,300.0,11,686.0,52.76923076923077,0.9615384615384616,74.84615384615384,-3,233,19.416666666666668,35.91538461538462,0.5274725274725275,4.0,3.0,1.0,2.0,1.0,9.307692307692308,9.153846153846153,1.6923076923076923,1.5384615384615385,-0.15384615384615385,4,2.066326530612245,1.5706849818498347
120,120,2021/10/31,5新潟8,晴,3,3歳以上1勝クラス,,15,6,11,19.9,9,6,富田暁,54,ダ1800,良,-7,1:53.8,2.2,81,6-5-4-3,36.0-37.3,38.9,472(-2),,,ダノンマデイラ,0.0,12,1441.0,75.84210526315789,0.9368421052631577,82.05263157894737,16,364,19.157894736842106,35.900000000000006,0.6431226765799256,6.0,3.0,-3.0,0.0,3.0,6.2631578947368425,6.315789473684211,0.21052631578947367,0.2631578947368421,0.05263157894736842,5,2.0444444444444443,1.566521082340674
121,121,2021/11/07,5阪神2,晴,7,3歳以上1勝クラス,,13,2,2,68.6,9,4,松田大作,57,芝1800,良,-11,1:46.2,0.2,98,3-3,35.4-34.8,34.7,482(-2),,直線不利,メイショウシンタケ,110.0,13,1504.0,100.26666666666667,0.8533333333333334,84.8,-3,217,14.466666666666667,35.99333333333333,0.6010362694300518,3.0,3.0,-1.0,-1.0,0.0,7.133333333333334,7.2,1.0,1.0666666666666667,0.06666666666666667,4,2.059171597633136,1.7785633074758045
122,122,2021/10/17,5新潟4,曇,9,3歳以上1勝クラス,,17,3,6,33.8,11,15,泉谷楓真,54,芝1800,重,16,1:50.6,2.1,71,15-15,35.3-35.6,36.7,496(-10),,出遅れ,ルーツドール,0.0,14,431.4,21.57,1.1099999999999999,54.5,35,268,29.77777777777778,37.995000000000005,0.5695652173913044,15.0,15.0,0.0,0.0,0.0,6.65,7.35,0.7,1.4,0.7,4,2.01038062283737,0.5631959788476937
123,123,2021/10/23,4阪神5,晴,7,3歳以上1勝クラス,,15,6,11,7.1,3,11,松若風馬,55,ダ1400,良,-4,1:26.3,1.0,75,3-3,34.3-38.8,39.5,490(-8),,,テーオーダヴィンチ,0.0,15,1370.0,105.38461538461539,0.9615384615384616,75.46153846153847,27,288,22.153846153846153,37.76153846153846,0.5529411764705883,3.0,3.0,-8.0,-8.0,0.0,4.0,4.230769230769231,-2.8461538461538463,-2.6153846153846154,0.23076923076923078,3,2.022222222222222,1.5048195732096266
124,124,2021/10/10,5新潟2,晴,8,3歳以上1勝クラス,,18,1,2,30.8,9,14,秋山真一,53,芝1600,良,-8,1:34.8,1.9,76,4-4,34.3-34.9,36.3,452(-2),,,インナリオ,0.0,16,801.0,133.5,0.9333333333333332,75.33333333333333,11,95,15.833333333333334,35.75000000000001,0.6847826086956522,4.0,4.0,-10.0,-10.0,0.0,3.3333333333333335,3.5,-2.5,-2.3333333333333335,0.16666666666666666,3,2.015432098765432,1.2117825911228688
125,125,2021/10/23,5新潟5,曇,8,3歳以上1勝クラス,,14,7,12,1.6,1,2,吉田隼人,53,芝2000,稍,9,2:01.2,0.2,93,3-3,35.3-35.7,35.6,414(-4),,,ローゼライト,300.0,1,1260.0,210.0,0.3666666666666667,86.83333333333333,21,110,18.333333333333332,35.03333333333333,0.8271604938271605,3.0,3.0,1.0,1.0,0.0,4.833333333333333,5.166666666666667,1.5,1.8333333333333333,0.3333333333333333,3,2.066326530612245,1.5613694937851683
126,126,2021/10/24,5新潟6,晴,10,柏崎特別(1勝クラス),,16,4,7,20.8,10,5,坂井瑠星,57.0,芝1600,稍,16,1:35.5,0.3,93,7-7,35.5-35.5,35.1,476(-6),,,シャンブル,106.0,2,1690.3,60.36785714285714,0.9464285714285715,58.67857142857143,18,176,16.0,37.978571428571435,0.661849710982659,7.0,7.0,2.0,2.0,0.0,6.464285714285714,6.178571428571429,1.2857142857142858,1.0,-0.2857142857142857,6,2.046875,0.7306222995734242
127,127,2021/10/31,4東京8,雨,6,3歳以上1勝クラス,,17,4,7,34.7,10,12,柴田大知,53,芝1600,良,-16,1:34.2,0.8,87,10-10,34.9-34.9,34.9,434(0),,,イズンシーラブリー,0.0,3,1903.0,211.44444444444446,0.5777777777777778,83.77777777777777,3,190,21.11111111111111,35.577777777777776,0.6574074074074074,10.0,10.0,-2.0,-2.0,0.0,4.0,4.333333333333333,-1.1111111111111112,-0.7777777777777778,0.3333333333333333,3,2.0207612456747404,1.606382462601356
128,128,2021/10/16,5新潟3,曇,9,3歳以上1勝クラス,,18,5,10,19.0,10,5,菅原明良,53,芝1400,良,-3,1:23.1,0.5,74,7-7,35.2-35.4,35.4,414(-1),,,ミスビアンカ,76.0,4,611.0,67.88888888888889,0.5555555555555556,77.88888888888889,23,177,22.125,36.85555555555556,0.717948717948718,7.0,7.0,2.0,2.0,0.0,3.3333333333333335,3.5555555555555554,-1.3333333333333333,-1.1111111111111112,0.2222222222222222,3,2.04320987654321,1.0462639558526314
129,129,2021/10/31,5新潟8,晴,8,3歳以上1勝クラス,,14,6,10,57.2,13,12,杉原誠人,53,芝2000,良,5,2:01.7,1.4,85,3-3,36.2-35.5,36.4,454(+6),,,エシカル,0.0,5,387.0,43.0,1.0333333333333332,73.66666666666667,26,204,22.666666666666668,35.78888888888889,0.5579710144927537,3.0,3.0,-9.0,-9.0,0.0,5.666666666666667,5.333333333333333,-2.111111111111111,-2.4444444444444446,-0.3333333333333333,3,2.0153061224489797,1.1462173555121637
130,130,2021/10/31,5新潟8,晴,8,3歳以上1勝クラス,,14,5,8,16.1,6,8,江田照男,55,芝2000,良,5,2:01.2,0.9,92,10-11,36.2-35.5,34.8,434(0),,出遅れ,エシカル,0.0,6,2156.6,113.50526315789473,0.8736842105263155,79.26315789473684,21,430,22.63157894736842,36.04736842105263,0.5814977973568282,10.0,11.0,3.0,2.0,-1.0,5.526315789473684,5.052631578947368,-0.47368421052631576,-0.9473684210526315,-0.47368421052631576,5,2.0357142857142856,1.6802063694348572
131,131,2021/10/24,5新潟6,晴,6,3歳以上1勝クラス,,12,5,5,7.6,4,8,小沢大仁,52,芝1800,重,16,1:49.5,1.0,81,6-7,35.6-35.4,35.7,490(+2),,,ロックユー,0.0,7,692.0,53.23076923076923,1.2461538461538462,76.76923076923077,24,308,23.692307692307693,37.20769230769231,0.6290322580645161,6.0,7.0,-1.0,-2.0,-1.0,5.384615384615385,5.6923076923076925,-0.9230769230769231,-0.6153846153846154,0.3076923076923077,3,2.0347222222222223,1.1182902984911913
132,132,2021/11/07,2福島2,晴,10,高湯温泉特別(1勝クラス),,16,8,15,48.6,10,14,秋山稔樹,53,芝1800,良,-9,1:49.3,1.6,75,13-14-15-12,35.8-35.7,36.3,432(+10),,,アナゴサン,0.0,8,968.0,88.0,0.6727272727272727,76.72727272727273,13,292,26.545454545454547,35.618181818181824,0.7006369426751592,13.0,12.0,-2.0,-1.0,1.0,9.181818181818182,11.090909090909092,3.909090909090909,5.818181818181818,1.9090909090909092,3,2.01171875,1.1395508872741016
133,133,2021/10/30,5新潟7,晴,10,聖籠特別(1勝クラス),,13,3,3,11.9,5,7,秋山稔樹,55,芝1800,良,5,1:48.9,0.9,85,8-8,36.6-34.2,34.4,470(-4),,,ギャラクシーエッジ,0.0,9,855.0,65.76923076923077,1.6384615384615382,69.6923076923077,18,376,28.923076923076923,37.55384615384615,0.4939759036144578,8.0,8.0,1.0,1.0,0.0,6.846153846153846,6.076923076923077,-0.6153846153846154,-1.3846153846153846,-0.7692307692307693,4,2.0414201183431953,1.7300123616520362
134,134,2021/06/12,3東京3,晴,12,3歳以上1勝クラス,,16,8,15,18.5,8,8,戸崎圭太,55,ダ1400,良,-8,1:25.8,0.7,78,14-13,35.7-36.8,36.4,432(-6),,出遅れ,フクウン,0.0,10,1173.1,106.64545454545454,0.7272727272727271,81.18181818181819,23,212,19.272727272727273,35.945454545454545,0.6083916083916084,14.0,13.0,5.0,6.0,1.0,8.0,12.0,1.9090909090909092,5.909090909090909,4.0,4,2.03515625,2.228076363121006
135,135,2021/09/05,2札幌8,晴,8,3歳以上1勝クラス,,14,8,14,47.1,11,7,小沢大仁,51,芝1800,稍,7.0,1:51.8,0.5,80.0,2-2-2-2,37.4-36.5,36.9,462(+8),,,ペドラフォルカ,0.0,11,620.0,77.5,1.45,69.875,43,224,28.0,36.8,0.41284403669724773,2.0,2.0,-5.0,-5.0,0.0,3.875,3.875,-5.125,-5.125,0.0,3,2.0408163265306123,1.4104553400665425
136,136,2021/11/07,2福島2,晴,10,高湯温泉特別(1勝クラス),,16,6,12,379.2,16,15,小林脩斗,57,芝1800,良,-9,1:49.5,1.8,73,10-10-9-10,35.8-35.7,36.9,502(+6),,,アナゴサン,0.0,12,220.09999999999997,7.336666666666665,0.9166666666666667,49.766666666666666,15,165,20.625,38.5,0.6044303797468354,10.0,10.0,-5.0,-5.0,0.0,5.033333333333333,6.866666666666666,-0.13333333333333333,1.7,1.8333333333333333,5,2.0078125,0.43918244020630864
137,137,2021/09/05,2札幌8,晴,8,3歳以上1勝クラス,,14,3,3,19.4,9,10,松田大作,55,芝1800,稍,7,1:51.9,0.6,81,10-11-11-7,37.4-36.5,36.3,470(-2),,,ペドラフォルカ,0.0,13,891.0,55.6875,1.19375,78.25,44,380,23.75,36.34375000000001,0.405,10.0,7.0,-3.0,0.0,3.0,8.375,7.625,-0.0625,-0.8125,-0.75,5,2.0255102040816326,1.849281662987703
138,138,2021/10/10,5新潟2,晴,6,3歳以上1勝クラス,,15,5,8,23.7,8,14,亀田温心,52,ダ1800,良,-8,1:57.7,5.2,45,12-11-15-15,35.6-38.6,42.4,476(+26),,出遅れ,ネフェルタリ,0.0,14,51.0,25.5,3.45,55.5,55,90,45.0,40.349999999999994,0.41379310344827586,12.0,15.0,1.0,-2.0,-3.0,13.0,12.0,3.5,2.5,-1.0,3,2.008888888888889,1.5278819444444445
139,139,2020/07/05,2福島2,曇,4,3歳未勝利,,15,2,3,156.4,14,12,武士沢友,54,ダ1700,重,-19.0,1:47.6,2.6,62.0,11-10-14-13,29.8-37.4,38.2,470(-8),,,ストリートピアノ,0.0,15,0.0,0.0,1.8999999999999997,66.8,31,192,38.4,37.31999999999999,0.26666666666666666,11.0,13.0,1.0,-1.0,-2.0,10.8,10.0,-1.2,-2.0,-0.8,4,1.0177777777777777,1.0204386574074076
140,140,2021/10/31,5新潟8,晴,9,3歳以上1勝クラス,,14,4,5,120.9,12,13,西谷凜,52,ダ1200,良,-12,1:14.4,3.3,47,13-13,34.4-36.7,38.6,468(0),,出遅れ,セルフメイド,0.0,16,0.0,0.0,3.3,47.0,37,37,37.0,38.6,0.07692307692307693,13.0,13.0,0.0,0.0,0.0,13.0,13.0,0.0,0.0,0.0,3,2.010204081632653,2.010204081632653
141,141,2021/10/10,4東京2,曇,5,2歳新馬,,12,8,12,46.1,8,3,石川裕紀,55,芝2000,良,-18,2:04.9,0.5,58,1-1-1,38.8-34.3,34.8,434(0),,,テラフォーミング,180.0,1,180.0,180.0,0.5,58.0,46,46,46.0,34.8,0.8181818181818182,1.0,1.0,-2.0,-2.0,0.0,1.0,1.0,-2.0,-2.0,0.0,2,1.0694444444444444,1.0694444444444444
142,142,2021/10/16,5新潟3,曇,6,2歳未勝利,,15,4,6,15.4,7,11,富田暁,53,芝1400,良,-3,1:24.5,1.2,56,14-14,34.6-36.4,36.2,448(+4),,出遅れ,ユキヤナギ,0.0,2,0.0,0.0,0.95,59.5,37,60,30.0,35.75,0.4444444444444444,14.0,14.0,3.0,3.0,0.0,10.5,11.0,2.0,2.5,0.5,2,1.0222222222222221,1.0340702947845806
143,143,2021/10/02,5中京8,晴,2,2歳未勝利,,9,4,4,37.1,6,6,松若風馬,55,芝2000,良,-14,2:02.0,1.1,75,1-1-1-1,36.8-36.3,37.4,468(+6),,,ダンテスヴュー,0.0,3,70.0,23.333333333333332,0.9333333333333335,71.66666666666667,11,56,18.666666666666668,35.93333333333333,0.5675675675675675,1.0,1.0,-5.0,-5.0,0.0,8.333333333333334,8.666666666666666,2.0,2.3333333333333335,0.3333333333333333,2,1.0493827160493827,1.0439377572016462
144,144,2021/08/28,2札幌5,晴,1,2歳未勝利,,8,6,6,7.9,3,3,丹内祐次,54,芝1800,良,-12,1:50.6,1.4,76,5-5-5-5,37.8-35.3,36.4,466(0),,,シンティレーション,130.0,4,587.0,146.75,0.65,73.0,31,114,28.5,36.099999999999994,0.7837837837837838,5.0,5.0,2.0,2.0,0.0,3.5,4.75,0.5,1.75,1.25,2,1.09375,1.088258744079486
145,145,2021/10/16,4東京3,小雨,5,2歳新馬,,18,5,9,160.6,12,4,武藤雅,54,芝1800,良,-16,1:51.3,1.2,60,2-2-2,38.2-34.2,35.3,448(0),,,ライラック,110.0,5,110.0,110.0,1.2,60.0,44,44,44.0,35.3,0.8235294117647058,2.0,2.0,-2.0,-2.0,0.0,2.0,2.0,-2.0,-2.0,0.0,2,1.0462962962962963,1.0462962962962963
146,146,2021/08/15,4新潟2,晴,5,2歳新馬,,14,8,13,86.8,11,12,木幡巧也,54,芝1800,稍,-2,1:52.2,2.6,46,2-2,37.0-34.1,36.6,416(0),,,ユキノオウジサマ,0.0,6,0.0,0.0,2.6,46.0,51,51,51.0,36.6,0.15384615384615385,2.0,2.0,-10.0,-10.0,0.0,2.0,2.0,-10.0,-10.0,0.0,2,1.0153061224489797,1.0153061224489797
147,147,2021/10/23,4東京5,晴,3,2歳未勝利,,13,7,10,3.6,2,5,ルメール,54,芝1600,稍,-7,1:36.6,1.0,74,8-7,35.6-35.2,35.6,452(-8),,,アグリ,51.0,7,331.0,165.5,0.65,72.5,27,41,20.5,35.7,0.8148148148148148,8.0,7.0,2.0,3.0,1.0,5.0,7.5,1.5,4.0,2.5,2,1.0532544378698225,1.0559240939349113
148,148,2021/10/10,4東京2,曇,3,2歳未勝利,,12,3,3,44.9,7,9,丸山元気,55,芝2000,良,-18,2:04.4,1.7,59,10-8-7,36.8-34.4,35.4,454(-4),,,レッドランメルト,0.0,8,207.0,41.4,1.3199999999999998,66.8,41,159,31.8,36.12,0.46938775510204084,10.0,7.0,-2.0,1.0,3.0,6.8,8.4,0.6,2.2,1.6,2,1.0277777777777777,1.0467485298414787
149,149,2021/08/14,4小倉1,雨,5,2歳新馬,,16,7,14,47.0,11,12,鮫島克駿,54,芝1200,不,15,1:12.7,2.0,50,12-14,35.1-35.6,36.0,476(0),,出遅れ,サンディブリッジ,0.0,9,0.0,0.0,2.0,50.0,45,45,45.0,36.0,0.26666666666666666,12.0,14.0,2.0,0.0,-2.0,14.0,12.0,2.0,0.0,-2.0,2,1.01953125,1.01953125
150,150,2021/10/10,5新潟2,晴,5,2歳新馬,,18,4,7,57.1,13,14,富田暁,53,芝1600,良,-8,1:38.3,2.1,49,8-8,38.0-33.5,34.6,450(0),,,グランデレジーナ,0.0,10,0.0,0.0,2.1,49.0,46,46,46.0,34.6,0.23529411764705882,8.0,8.0,-6.0,-6.0,0.0,8.0,8.0,-6.0,-6.0,0.0,2,1.0154320987654322,1.0154320987654322
