,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,本番年齢,レース評価,レース評価平均
0,0,2021/12/19,6中京6,曇,5,2歳新馬,,18,6,11,65.0,10,2,角田大和,51,芝1400,良,-3,1:23.4,0.1,70,9-8,35.7-35.4,34.6,496(0),,アオル,モズゴールドバレル,280.0,1,280.0,280.0,0.1,70.0,23,23,23.0,34.6,0.9411764705882353,9.0,8.0,6.0,7.0,1.0,8.0,9.0,6.0,7.0,1.0,3,1.0524691358024691,1.0524691358024691
1,1,2022/01/29,1東京1,曇,5,3歳未勝利,,16,7,13,416.1,15,14,石川裕紀,54,芝1800,良,-20,1:50.2,2.0,57,9-6-7,36.3-34.3,35.9,436(-10),,,ベジャール,0.0,2,0.0,0.0,2.733333333333333,48.0,33,134,44.666666666666664,37.6,0.17073170731707318,9.0,7.0,-7.0,-5.0,2.0,10.666666666666666,11.666666666666666,-1.6666666666666667,-0.6666666666666666,1.0,3,1.01171875,1.0152584305829497
2,2,2022/02/19,1東京7,晴,6,3歳未勝利,,16,1,2,82.4,7,8,津村明秀,54,芝1600,良,-8,1:37.4,0.9,66,3-4,36.9-33.9,34.5,440(+6),,,バイオアート,0.0,3,0.0,0.0,2.1666666666666665,51.0,35,76,38.0,37.43333333333334,0.38636363636363635,3.0,4.0,-4.0,-5.0,-1.0,6.333333333333333,6.0,-3.6666666666666665,-4.0,-0.3333333333333333,3,1.03515625,1.0267592592592594
3,3,2022/01/23,1小倉4,雨,2,3歳未勝利,,16,1,1,5.7,2,3,岩田康誠,54,芝1800,稍,18,1:51.8,0.7,71,5-7-8-5,35.9-38.1,38.1,456(-16),,,ワーフデール,130.0,4,130.0,65.0,0.9,69.5,44,76,38.0,37.05,0.65625,5.0,5.0,2.0,2.0,0.0,9.0,10.0,2.5,3.5,1.0,3,1.0546875,1.0412326388888888
4,4,2022/02/06,1東京4,曇,6,3歳新馬,,16,2,3,18.2,7,5,和田竜二,54,芝1600,良,-12,1:37.6,0.6,56,12-13,36.3-34.7,34.1,434(0),,出遅れ,ロールアップ,60.0,5,60.0,60.0,0.6,56.0,37,37,37.0,34.1,0.7333333333333333,12.0,13.0,8.0,7.0,-1.0,13.0,12.0,8.0,7.0,-1.0,3,1.046875,1.046875
5,5,2022/01/30,1中京10,曇,6,3歳新馬,,18,1,2,67.9,11,10,藤岡佑介,54,芝2000,良,-10,2:03.4,1.6,70,1-1-1-1,37.0-35.6,37.2,398(0),,,ブラックブロッサム,0.0,6,0.0,0.0,1.6,70.0,25,25,25.0,37.2,0.47058823529411764,1.0,1.0,-9.0,-9.0,0.0,1.0,1.0,-9.0,-9.0,0.0,3,1.0277777777777777,1.0277777777777777
6,6,2022/01/09,1中山3,晴,6,3歳新馬,,14,2,2,16.8,8,6,石橋脩,54,芝2000,稍,-8,2:06.5,1.0,53,6-6-7-8,39.4-34.7,35.2,426(0),,出遅れ,マイネルニコラス,0.0,7,0.0,0.0,1.0,53.0,53,53,53.0,35.2,0.6153846153846154,6.0,8.0,2.0,0.0,-2.0,8.0,6.0,2.0,0.0,-2.0,3,1.0459183673469388,1.0459183673469388
7,7,2022/01/10,1中山4,曇,5,3歳未勝利,,17,4,8,22.8,7,11,黛弘人,54,芝2000,良,-5,2:05.0,0.9,62,4-3-3-4,36.7-37.2,37.8,436(+10),,,スリーエクスプレス,0.0,8,70.0,35.0,0.6,65.5,38,80,40.0,36.5,0.5172413793103449,4.0,4.0,-7.0,-7.0,0.0,3.0,4.5,-5.0,-3.5,1.5,3,1.0242214532871972,1.037620930725231
8,8,2022/03/26,3中山1,小雨,4,3歳未勝利,,15,1,1,21.5,7,4,田辺裕信,54,芝1600,良,-7,1:36.0,0.5,79,3-4-4,35.8-35.3,35.2,460(+16),,,サンクション,78.0,9,148.0,74.0,0.9,73.5,17,44,22.0,35.150000000000006,0.7666666666666667,3.0,4.0,0.0,-1.0,-1.0,4.5,4.0,0.0,-0.5,-0.5,3,1.0533333333333332,1.0491580161476355
9,9,2021/12/18,6阪神5,晴,5,2歳新馬,,18,6,11,149.4,15,8,藤岡佑介,54,芝1400,稍,-7,1:23.8,0.8,69,12-13,34.8-36.4,36.2,406(0),,,パンドレア,0.0,10,0.0,0.0,0.8,69.0,28,28,28.0,36.2,0.5882352941176471,12.0,13.0,5.0,4.0,-1.0,13.0,12.0,5.0,4.0,-1.0,3,1.0339506172839505,1.0339506172839505
10,10,2021/11/20,2福島5,晴,5,2歳新馬,,12,6,7,25.2,7,7,中井裕二,54,芝1800,良,2,1:53.9,1.1,46,11-10-8-6,37.7-36.0,36.4,516(0),,,タイラーテソーロ,0.0,11,0.0,0.0,1.1,46.0,59,59,59.0,36.4,0.45454545454545453,11.0,6.0,-1.0,4.0,5.0,6.0,11.0,-1.0,4.0,5.0,3,1.0416666666666667,1.0416666666666667
11,11,2021/11/14,5阪神4,曇,3,2歳未勝利,,17,8,17,46.0,8,16,団野大成,54,芝1600,良,-1,1:36.8,1.1,76,16-17,36.1-34.8,34.0,446(0),,出遅れ,ゴールドローズ,0.0,12,0.0,0.0,0.8000000000000002,69.0,26,88,29.333333333333332,35.13333333333333,0.391304347826087,16.0,17.0,1.0,0.0,-1.0,14.333333333333334,15.333333333333334,4.0,5.0,1.0,3,1.0069204152249136,1.0272291196798256
12,12,2022/02/13,1東京6,雨,5,3歳未勝利,,16,3,6,483.6,16,14,菊沢一樹,54,芝1800,良,-8,1:50.6,3.3,64,1-2-2,36.5-34.9,38.0,466(-2),,,ローシャムパーク,0.0,14,0.0,0.0,3.45,39.25,37,216,54.0,40.35,0.16666666666666666,1.0,2.0,-12.0,-13.0,-1.0,8.0,7.5,-4.25,-4.75,-0.5,3,1.01171875,1.015278064738292
13,13,2022/01/22,1中山7,晴,6,3歳未勝利,,14,4,5,202.4,11,10,津村明秀,54,芝2000,良,-2,2:04.6,1.9,69,10-11-12-12,37.0-36.9,37.0,436(-2),,出遅れ,エンギダルマ,0.0,15,0.0,0.0,2.625,51.5,34,134,44.666666666666664,39.0,0.27586206896551724,10.0,12.0,2.0,0.0,-2.0,10.25,9.0,-1.25,-2.5,-1.25,3,1.0255102040816326,1.021025988520408
14,14,2022/02/13,1阪神2,小雨,5,3歳未勝利,,13,8,12,552.6,12,12,藤井勘一,54,芝1600,良,-13,1:37.5,2.1,58,12-13,36.9-33.2,34.0,438(0),,,ディオ,0.0,16,130.0,21.666666666666668,1.8166666666666667,55.5,33,192,32.0,36.38333333333333,0.367816091954023,12.0,13.0,1.0,0.0,-1.0,9.166666666666666,8.166666666666666,-1.0,-2.0,-1.0,3,1.0118343195266273,1.0247432759892836
15,15,2022/02/26,2小倉5,晴,6,3歳未勝利,,12,6,8,2.0,1,2,鮫島克駿,56,芝2000,良,-4,2:02.3,0.2,73,7-5-1-1,36.0-36.5,36.7,466(-4),,,リュミエールノワル,210.0,1,630.0,157.5,0.3,73.75,23,78,19.5,35.650000000000006,0.8490566037735849,7.0,1.0,-1.0,5.0,6.0,5.25,7.5,2.25,4.5,2.25,3,1.0763888888888888,1.0614384034863946
16,16,2022/02/13,1阪神2,小雨,5,3歳未勝利,,13,3,3,18.6,5,6,坂井瑠星,56,芝1600,良,-13,1:36.4,1.0,70,10-8,36.9-33.2,33.6,500(+2),,,ディオ,0.0,2,190.0,63.333333333333336,0.8666666666666667,70.33333333333333,22,74,24.666666666666668,34.43333333333333,0.7317073170731707,10.0,8.0,2.0,4.0,2.0,9.0,8.666666666666666,4.333333333333333,4.0,-0.3333333333333333,3,1.047337278106509,1.0506633519614288
17,17,2022/04/02,3中山3,晴,5,3歳未勝利,,18,8,17,16.6,6,5,丸山元気,56,芝2000,稍,-14,2:02.9,0.7,72,1-1-1-1,37.0-35.3,36.0,472(0),,,ヴィブラツィオーネ,52.0,3,413.0,103.25,0.575,71.5,17,82,20.5,35.725,0.7818181818181819,1.0,1.0,-4.0,-4.0,0.0,2.0,2.0,-2.0,-2.0,0.0,3,1.0432098765432098,1.0589344976825152
18,18,2022/03/27,2中京6,晴,5,3歳未勝利,,17,4,8,8.2,5,4,鮫島克駿,56,芝2000,重,4,2:04.5,0.7,74,3-3-4-4,37.1-36.1,36.3,470(-10),,,セントカメリア,78.0,4,749.0,107.0,0.48571428571428577,76.42857142857143,36,143,20.428571428571427,35.1,0.7368421052631579,3.0,4.0,0.0,-1.0,-1.0,8.0,8.142857142857142,3.4285714285714284,3.5714285714285716,0.14285714285714285,3,1.0484429065743945,1.0525012256775188
19,19,2021/11/20,5東京5,晴,2,2歳未勝利,,14,8,13,116.2,10,10,石川裕紀,55,芝2000,良,-16.0,2:01.3,2.1,77.0,10-10-10,36.6-36.0,35.7,476(-4),,,ジュンブロッサム,0.0,5,147.0,29.4,1.3,68.2,10,104,26.0,36.54,0.5172413793103449,10.0,10.0,0.0,0.0,0.0,6.2,6.6,-0.4,0.0,0.4,3,1.0255102040816326,1.0462139156588561
20,20,2022/03/05,1阪神7,晴,5,3歳未勝利,,18,7,15,118.8,11,11,横山武史,56,芝1600,良,-13,1:35.4,2.1,76,11-12,34.4-35.1,36.0,450(0),,出遅れ,サンクフィーユ,0.0,6,0.0,0.0,2.1,76.0,12,12,12.0,36.0,0.4117647058823529,11.0,12.0,1.0,0.0,-1.0,12.0,11.0,1.0,0.0,-1.0,3,1.0246913580246915,1.0246913580246915
21,21,2022/02/27,2小倉6,晴,2,3歳未勝利,,16,6,12,58.6,10,9,原優介,51,芝1800,良,-11,1:49.4,1.3,65,2-2-2-2,36.1-35.8,37.0,440(+2),,,サトノルフィアン,0.0,7,78.0,15.6,1.3,61.6,20,131,26.2,36.86,0.4647887323943662,2.0,2.0,-7.0,-7.0,0.0,2.8,3.0,-5.8,-5.6,0.2,3,1.03125,1.0335022675736962
22,22,2022/02/12,1東京5,晴,5,3歳未勝利,,16,6,11,177.0,13,8,吉田豊,56,芝1400,良,-14,1:23.0,1.0,73,9-9,35.4-35.2,34.7,438(-6),,,ソウテン,0.0,8,0.0,0.0,1.0,61.5,20,63,31.5,34.650000000000006,0.5625,9.0,9.0,1.0,1.0,0.0,8.0,7.0,0.0,-1.0,-1.0,3,1.03515625,1.0345534336419753
23,23,2022/04/03,3中山4,雨,5,3歳未勝利,,18,7,15,64.6,8,3,秋山稔樹,55,芝2200,稍,0,2:17.6,0.7,76,3-3-3-5,37.5-36.3,36.7,448(-4),,,キントリヒ,130.0,10,130.0,65.0,1.25,66.0,38,78,39.0,35.7,0.59375,3.0,5.0,2.0,0.0,-2.0,10.0,9.5,2.5,2.0,-0.5,3,1.0493827160493827,1.0344569830246915
24,24,2022/01/23,1中山8,曇,6,3歳新馬,,13,5,6,64.3,9,8,永野猛蔵,53,芝2000,良,-2,2:06.9,2.5,52,9-10-11-10,38.5-35.9,36.3,420(0),,出遅れ,エバーハンティング,0.0,11,0.0,0.0,2.5,52.0,57,57,57.0,36.3,0.4166666666666667,9.0,10.0,2.0,1.0,-1.0,10.0,9.0,2.0,1.0,-1.0,3,1.0355029585798816,1.0355029585798816
25,25,2022/03/05,2中山3,晴,6,3歳未勝利,,16,7,14,11.3,4,14,菅原明良,56,芝1800,良,-6,1:51.8,1.9,65,7-9-10-12,36.9-35.0,36.0,486(-4),,,エピファニー,0.0,12,70.0,23.333333333333332,1.3,69.0,33,105,35.0,35.13333333333333,0.45,7.0,12.0,-2.0,-7.0,-5.0,11.333333333333334,10.0,3.0,1.6666666666666667,-1.3333333333333333,3,1.01171875,1.0360601756198349
26,26,2022/03/13,2中京2,晴,5,3歳未勝利,,18,7,14,649.2,18,18,原優介,51,芝2000,良,-15,2:06.0,4.6,43,6-8-8-10,36.1-35.1,38.7,462(-4),,,ストーリア,0.0,13,0.0,0.0,3.5749999999999997,38.5,51,198,49.5,39.175,0.16666666666666666,6.0,10.0,-8.0,-12.0,-4.0,9.75,8.75,-3.75,-4.75,-1.0,3,1.0030864197530864,1.0143637605505165
27,27,2022/03/12,2中京1,晴,3,3歳未勝利,,18,3,5,374.8,16,18,小林凌大,51,芝1400,良,-17.0,1:24.7,3.6,40.0,16-16,34.7-34.9,35.8,464(0),,出遅れ,メイケイバートン,0.0,14,0.0,0.0,3.6,40.0,36,36,36.0,35.8,0.0,16.0,16.0,-2.0,-2.0,0.0,16.0,16.0,-2.0,-2.0,0.0,3,1.0030864197530864,1.0030864197530864
28,28,2022/03/26,2中京5,曇,1,3歳未勝利,,16,3,5,8.2,4,12,吉田隼人,54,ダ1400,稍,-9,1:28.8,1.9,39,8-7,35.2-39.2,40.4,498(0),,,フォレクラフト,0.0,15,280.0,93.33333333333333,1.6666666666666667,51.0,50,145,48.333333333333336,38.0,0.35,8.0,7.0,-5.0,-4.0,1.0,6.333333333333333,5.666666666666667,-3.3333333333333335,-4.0,-0.6666666666666666,3,1.01953125,1.033454861111111
29,29,2022/03/05,2中山3,晴,5,3歳未勝利,,16,7,13,345.9,15,10,丸田恭介,54,芝1600,良,-4,1:37.0,1.6,72,12-12-12,35.6-35.5,35.7,458(0),,出遅れ,クイーンドライヴ,0.0,16,0.0,0.0,1.6,72.0,27,27,27.0,35.7,0.4,12.0,12.0,2.0,2.0,0.0,12.0,12.0,2.0,2.0,0.0,3,1.02734375,1.02734375
30,30,2022/01/15,1中京5,晴,11,愛知杯(G3),,16,5,10,10.5,5,8,津村明秀,53,芝2000,良,-6,2:01.5,0.5,90,10-10-6-7,36.9-34.8,34.9,500(+10),,,ルビーカサブランカ,0.0,1,4999.9,714.2714285714285,0.27142857142857146,96.0,6,32,4.571428571428571,34.857142857142854,0.8095238095238095,10.0,7.0,-1.0,2.0,3.0,7.714285714285714,9.857142857142858,3.857142857142857,6.0,2.142857142857143,4,6.03515625,4.186003394413321
31,31,2022/03/12,2中山5,晴,11,中山牝馬S(G3),,16,8,16,97.4,15,1,松岡正海,53,芝1800,良,-11,1:46.8,0.0,104,8-10-8-9,36.2-35.0,34.3,482(+2),,,(アブレイズ),3856.0,2,10804.8,540.24,0.7,89.6,-17,85,5.0,35.955000000000005,0.7044673539518901,8.0,9.0,8.0,7.0,-1.0,4.4,4.4,-0.9,-0.9,0.0,5,6.0625,2.7952325965861906
32,32,2022/01/08,1中山2,晴,11,ニューイヤーS(L),,16,8,15,6.1,2,4,石橋脩,54,芝1600,稍,-7,1:33.6,0.2,105,6-8-7,35.1-35.4,34.8,470(+6),,,カラテ,380.0,3,7725.900000000001,643.825,0.39999999999999997,98.41666666666667,-7,111,9.25,35.40833333333333,0.7900552486187845,6.0,7.0,3.0,2.0,-1.0,5.25,5.5,1.0833333333333333,1.3333333333333333,0.25,6,0.0,3.959246146727119
33,33,2022/03/27,3中山2,曇,10,春興S(3勝クラス),,16,7,14,8.7,4,15,菅原明良,53,芝1600,重,-1,1:36.0,1.9,84,5-8-9,34.9-36.1,37.2,512(+2),,,ソウルラッシュ,0.0,4,4236.3,325.8692307692308,0.6923076923076923,86.84615384615384,17,159,12.23076923076923,35.61538461538462,0.7016574585635359,5.0,9.0,-6.0,-10.0,-4.0,4.615384615384615,4.538461538461538,-0.5384615384615384,-0.6153846153846154,-0.07692307692307693,5,4.0078125,2.8988831205568673
34,34,2022/03/12,2中山5,晴,11,中山牝馬S(G3),,16,6,11,5.5,2,6,武豊,55,芝1800,良,-11,1:47.0,0.2,102,16-15-11-12,36.2-35.0,34.3,472(-4),,出遅れ,クリノプレミアム,0.0,5,12812.0,610.0952380952381,0.27619047619047626,93.42857142857143,-15,128,6.095238095238095,34.92380952380953,0.8326693227091634,16.0,12.0,6.0,10.0,4.0,6.333333333333333,7.619047619047619,3.3333333333333335,4.619047619047619,1.2857142857142858,5,6.04296875,2.9709713077380804
35,35,2022/03/20,2中山7,晴,9,スピカS(3勝クラス),,16,1,1,4.9,2,1,丸田恭介,55,芝1800,稍,-5,1:47.8,0.0,100,4-4-4-3,36.5-35.8,35.4,460(+10),,,(スパイラルノヴァ),1874.3,6,7475.8,415.32222222222225,0.5555555555555555,87.33333333333333,-7,256,14.222222222222221,35.29444444444445,0.6923076923076923,4.0,3.0,2.0,3.0,1.0,8.444444444444445,9.38888888888889,3.2222222222222223,4.166666666666667,0.9444444444444444,5,4.0625,2.938252865944194
36,36,2022/03/12,2中山5,晴,11,中山牝馬S(G3),,16,7,13,22.7,9,4,石川裕紀,53,芝1800,良,-11,1:47.0,0.2,102,12-12-14-12,36.2-35.0,34.2,444(-4),,,クリノプレミアム,570.0,7,5441.3,453.44166666666666,0.8000000000000002,89.5,-15,78,6.5,35.40833333333333,0.5344827586206896,12.0,12.0,8.0,8.0,0.0,6.416666666666667,6.25,-1.3333333333333333,-1.5,-0.16666666666666666,4,6.05078125,4.86840619276941
37,37,2022/03/12,2中山5,晴,11,中山牝馬S(G3),,16,8,15,12.7,5,14,三浦皇成,56,芝1800,良,-11,1:47.5,0.7,97,10-9-8-9,36.2-35.0,35.1,504(+8),,,クリノプレミアム,0.0,8,15613.3,743.4904761904761,0.7,98.0,-10,114,6.0,36.233333333333334,0.6544117647058824,10.0,9.0,-5.0,-4.0,1.0,5.523809523809524,6.476190476190476,0.047619047619047616,1.0,0.9523809523809523,6,6.01171875,5.5193604857650085
38,38,2022/03/12,2中山5,晴,11,中山牝馬S(G3),,16,7,14,29.2,12,2,菅原明良,56,芝1800,良,-11,1:46.9,0.1,103,6-6-7-5,36.2-35.0,34.6,488(-14),,,クリノプレミアム,1516.0,9,8636.5,719.7083333333334,0.7000000000000001,93.41666666666667,-16,114,9.5,35.666666666666664,0.5956284153005464,6.0,5.0,3.0,4.0,1.0,7.583333333333333,6.416666666666667,0.4166666666666667,-0.75,-1.1666666666666667,5,6.05859375,6.04142565494562
39,39,2022/02/20,1阪神4,曇,10,武庫川S(3勝クラス),,9,3,3,3.9,2,1,鮫島克駿,55,芝1600,稍,-6,1:35.3,0.0,87,1-1,37.3-33.8,33.8,438(+8),,,(フラーズダルム),1860.3,10,6820.0,682.0,0.24000000000000005,91.1,11,12,1.2,34.61,0.8521739130434782,1.0,1.0,0.0,0.0,0.0,3.9,4.0,1.2,1.3,0.1,4,4.111111111111111,3.068163247053872
40,40,2022/04/03,3中山4,曇,11,美浦S(3勝クラス),,9,3,3,8.2,4,1,丹内祐次,55,芝2000,稍,0,2:02.1,0.0,91,2-2-2-2,36.9-36.5,35.5,484(+2),,,(ミトノマルーン),1859.6,11,8161.3,408.065,0.575,88.35,9,290,14.5,35.980000000000004,0.6444444444444445,2.0,2.0,1.0,1.0,0.0,2.05,2.35,-2.95,-2.65,0.3,5,4.111111111111111,3.162036797171677
41,41,2022/03/12,2中山5,晴,11,中山牝馬S(G3),,16,3,5,99.0,16,8,松若風馬,53,芝1800,良,-11,1:47.2,0.4,100,6-6-5-5,36.2-35.0,35.0,468(-8),,,クリノプレミアム,0.0,12,13257.800000000003,414.3062500000001,0.49374999999999997,95.8125,-13,65,2.03125,34.987500000000004,0.6705336426914154,6.0,5.0,-3.0,-2.0,1.0,4.625,4.5,-0.8125,-0.9375,-0.125,6,6.03515625,4.267013162236999
42,42,2022/02/19,1阪神3,小雨,11,京都牝馬S(G3),,18,1,1,39.8,10,5,藤井勘一,54,芝1400,良,-11,1:20.4,0.7,106,7-7,34.3-33.9,34.1,476(-2),,出遅れ,ロータスランド,380.0,13,7083.8,590.3166666666667,0.7666666666666667,93.41666666666667,-6,109,9.083333333333334,35.36666666666667,0.5290697674418605,7.0,7.0,2.0,2.0,0.0,7.083333333333333,5.5,-0.6666666666666666,-2.25,-1.5833333333333333,5,6.04320987654321,6.211309960133743
43,43,2022/01/16,1小倉2,曇,11,門司S(OP),,15,4,6,29.0,7,11,横山和生,55,ダ1700,良,6,1:46.8,1.8,88,14-14-14-13,29.7-37.0,36.9,468(-4),,出遅れ,エクレアスパークル,0.0,14,5429.1,361.94,0.92,90.73333333333333,28,189,13.5,37.46666666666667,0.6192893401015228,14.0,13.0,2.0,3.0,1.0,4.666666666666667,4.466666666666667,-1.3333333333333333,-1.5333333333333334,-0.2,5,5.022222222222222,2.645378660558325
44,44,2022/01/10,1中京4,晴,11,淀短距離S(L),,17,8,17,63.9,12,17,池添謙一,54,芝1200,良,-14,1:09.5,1.6,77,2-2,33.5-34.4,35.9,516(-2),,,スマートクラージュ,0.0,15,6732.0,204.0,0.7393939393939395,85.84848484848484,13,334,10.121212121212121,35.91818181818183,0.5208333333333334,2.0,2.0,-15.0,-15.0,0.0,2.303030303030303,2.393939393939394,-4.96969696969697,-4.878787878787879,0.09090909090909091,6,0.0,2.495139655226705
45,45,2022/03/12,2中山5,晴,11,中山牝馬S(G3),,16,1,1,69.2,14,13,北村宏司,54,芝1800,良,-11,1:47.5,0.7,97,1-1-1-1,36.2-35.0,35.7,494(+2),,,クリノプレミアム,0.0,16,10704.6,428.184,0.852,89.08,-10,361,15.041666666666666,36.72,0.6050420168067226,1.0,1.0,-12.0,-12.0,0.0,2.28,2.08,-4.36,-4.56,-0.2,6,6.015625,3.604176265416164
46,46,2022/03/26,2中京5,雨,12,4歳以上1勝クラス,,11,7,8,9.6,5,4,原優介,52,芝2000,重,2,2:03.4,0.7,81,10-11-11-11,38.6-36.2,35.2,480(+2),,,ヘッズオアテールズ,120.0,1,2875.5,151.3421052631579,0.46842105263157885,84.52631578947368,25,224,11.789473684210526,34.8421052631579,0.776595744680851,10.0,11.0,7.0,6.0,-1.0,9.052631578947368,10.052631578947368,4.7368421052631575,5.7368421052631575,1.0,4,2.0661157024793386,1.471281072696828
47,47,2022/03/26,2中京5,雨,12,4歳以上1勝クラス,,11,2,2,51.2,10,7,黛弘人,55,芝2000,重,2,2:03.9,1.2,76,4-4-5-6,38.6-36.2,36.4,462(+6),,,ヘッズオアテールズ,0.0,2,1245.0,51.875,0.5125000000000001,78.04166666666667,30,274,13.7,35.52916666666666,0.6747720364741642,4.0,6.0,-1.0,-3.0,-2.0,9.041666666666666,9.0,3.5833333333333335,3.5416666666666665,-0.041666666666666664,7,2.041322314049587,1.410003381751757
48,48,2022/02/26,2小倉5,晴,12,4歳以上1勝クラス,,16,4,7,7.8,6,4,丹内祐次,54,芝1800,良,-4,1:47.6,0.2,90,6-6-6-4,37.0-35.2,34.6,444(+6),,,ロッソモラーレ,120.0,3,1625.0,85.52631578947368,0.5947368421052632,79.05263157894737,2,359,18.894736842105264,35.61052631578947,0.6843971631205674,6.0,4.0,0.0,2.0,2.0,7.7894736842105265,8.0,2.1052631578947367,2.3157894736842106,0.21052631578947367,4,2.05078125,1.3611725225005724
49,49,2022/02/19,2小倉3,雨,7,4歳以上1勝クラス,,16,2,4,4.0,2,4,藤田菜七,52,芝1800,稍,17,1:51.9,0.6,69,9-5-8-5,37.8-37.0,37.2,434(+2),,,アインゲーブング,120.0,4,1461.0,112.38461538461539,0.5307692307692308,81.53846153846153,45,242,18.615384615384617,35.56153846153846,0.7195767195767195,9.0,5.0,1.0,5.0,4.0,7.153846153846154,7.6923076923076925,2.076923076923077,2.6153846153846154,0.5384615384615384,4,2.05078125,1.434244471443395
50,50,2022/02/27,2小倉6,晴,12,4歳以上1勝クラス,,16,8,15,5.4,3,11,角田大和,51,芝2000,良,-11,2:00.3,0.8,83,5-5-7-7,35.1-36.0,36.4,422(+2),,,ウインミニヨン,0.0,5,1130.0,94.16666666666667,0.7000000000000001,79.25,3,184,15.333333333333334,35.84166666666666,0.6685393258426966,5.0,7.0,-4.0,-6.0,-2.0,7.666666666666667,7.75,1.75,1.8333333333333333,0.08333333333333333,4,2.0234375,1.3786829471371884
51,51,2022/02/13,2小倉2,小雨,7,4歳以上1勝クラス,,15,1,1,34.6,13,11,泉谷楓真,54,芝2000,稍,8,2:03.3,1.7,77,6-6-5-3,35.6-37.6,38.9,446(+4),,,エンジェルサークル,0.0,6,1173.1,78.20666666666666,0.8133333333333332,80.93333333333334,33,276,18.4,35.98,0.5707070707070707,6.0,3.0,-8.0,-5.0,3.0,8.133333333333333,11.733333333333333,1.4666666666666666,5.066666666666666,3.6,5,2.022222222222222,2.1766657218442935
52,52,2022/03/13,2中京2,晴,7,4歳以上1勝クラス,,16,5,10,4.7,2,8,川又賢治,55,芝1600,良,-17,1:34.2,0.6,86,5-5-5,35.4-35.1,35.1,436(-2),,,ラブアンバサダー,0.0,7,1227.0,136.33333333333334,1.0,80.33333333333333,3,218,24.22222222222222,35.58888888888888,0.5304347826086957,5.0,5.0,-3.0,-3.0,0.0,6.333333333333333,7.0,-0.6666666666666666,0.0,0.6666666666666666,4,2.03515625,2.818015571414516
53,53,2022/02/05,1東京3,曇,7,4歳以上1勝クラス,,16,3,6,52.5,13,14,吉田豊,55,芝1600,良,-15,1:34.7,1.4,84,5-4,34.8-34.5,35.7,500(+8),,,レフトゥバーズ,0.0,8,993.0,82.75,1.0,78.41666666666667,8,268,22.333333333333332,36.34166666666666,0.5460122699386503,5.0,4.0,-10.0,-9.0,1.0,5.75,7.583333333333333,-1.4166666666666667,0.4166666666666667,1.8333333333333333,4,2.01171875,1.790822823126618
54,54,2022/03/27,3中山2,曇,6,4歳以上1勝クラス,,11,7,8,94.8,11,9,江田照男,55,ダ1800,重,-14,1:55.0,1.5,74,11-11-10-11,37.1-38.4,39.0,448(-4),,,スイートフィル,0.0,9,1234.0,53.65217391304348,1.1260869565217393,78.52173913043478,12,491,22.318181818181817,36.06086956521739,0.5324675324675324,11.0,11.0,2.0,2.0,0.0,7.826086956521739,8.0,0.5652173913043478,0.7391304347826086,0.17391304347826086,4,2.024793388429752,1.429531543026024
55,55,2022/02/19,2小倉3,雨,7,4歳以上1勝クラス,,16,7,14,159.1,15,10,小林凌大,51,芝1800,稍,17,1:52.2,0.9,66,12-12-12-11,37.8-37.0,37.2,446(+4),,出遅れ,アインゲーブング,0.0,10,380.6,31.71666666666667,0.8916666666666665,61.666666666666664,48,200,25.0,37.233333333333334,0.5454545454545454,12.0,11.0,1.0,2.0,1.0,5.666666666666667,5.666666666666667,-1.1666666666666667,-1.1666666666666667,0.0,4,2.02734375,1.1079080122785288
56,56,2022/02/27,1阪神6,晴,7,4歳以上1勝クラス,,11,6,7,23.8,7,6,幸英明,54,芝1800,良,-10,1:47.7,1.5,84,4-5,34.8-34.6,35.8,416(+12),,,ヤマニンサンパ,0.0,11,510.0,63.75,1.1375,77.875,12,149,18.625,35.9,0.5046728971962616,4.0,5.0,-1.0,-2.0,-1.0,5.0,4.875,-2.625,-2.75,-0.125,4,2.049586776859504,1.412184672243266
57,57,2022/03/21,2中京4,晴,7,4歳以上1勝クラス,,16,2,3,68.2,9,9,大久保友,52,芝1600,良,-5,1:35.9,0.5,81,2-2-2,36.1-35.1,35.1,448(-14),,,ヴィアルークス,0.0,12,1516.9,63.20416666666667,0.8624999999999999,76.20833333333333,20,447,19.434782608695652,36.15,0.5126760563380282,2.0,2.0,-7.0,-7.0,0.0,5.25,4.833333333333333,-2.9583333333333335,-3.375,-0.4166666666666667,6,2.03125,1.7839371436067581
