,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,本番年齢,レース評価,レース評価平均
231,231,2022/03/06,1阪神8,晴,11,大阪城S(L),,12,7,9,24.3,7,8,藤岡佑介,55,芝1800,良,-16,1:46.0,1.2,93,12-11,35.5-34.8,34.6,496(0),,,アルサトワ,0.0,9,10878.099999999999,388.5035714285714,0.5571428571428572,96.25,-5,109,3.892857142857143,34.449999999999996,0.6075268817204301,12.0,11.0,3.0,4.0,1.0,9.928571428571429,10.178571428571429,3.7142857142857144,3.9642857142857144,0.25,7,0.0,2.1785714285714284
232,232,2021/02/07,1東京4,晴,11,東京新聞杯(G3),,16,6,12,4.6,2,7,ルメール,56,芝1600,良,-14,1:32.9,0.5,103,2-2,34.9-34.3,34.7,506(+2),,,カラテ,0.0,10,6622.7,602.0636363636363,0.4,94.45454545454545,-10,57,5.181818181818182,35.07272727272727,0.7465753424657534,2.0,2.0,-5.0,-5.0,0.0,6.0,6.181818181818182,1.6363636363636365,1.8181818181818181,0.18181818181818182,5,6.0,5.454545454545454
233,233,2022/01/29,1東京1,晴,11,白富士S(L),,14,5,7,46.1,8,8,戸崎圭太,56,芝2000,良,-23,1:58.1,0.7,98,12-12-12,35.9-34.7,34.2,448(+2),,,ジャックドール,0.0,11,10393.7,451.90000000000003,0.5695652173913043,97.43478260869566,-22,19,0.8260869565217391,34.63913043478261,0.6348122866894198,12.0,12.0,4.0,4.0,0.0,8.73913043478261,9.73913043478261,3.0869565217391304,4.086956521739131,1.0,7,0.0,2.130434782608696
234,234,2022/02/27,2中山2,晴,11,中山記念(G2),,16,3,6,93.8,12,9,木幡育也,56,芝1800,良,-6.0,1:47.9,1.5,98.0,6-7-8-9,35.2-37.3,37.3,436(0),,,パンサラッサ,0.0,12,6368.6,353.81111111111113,0.5277777777777778,95.55555555555556,-6,97,5.388888888888889,35.477777777777774,0.6595744680851063,6.0,9.0,0.0,-3.0,-3.0,6.777777777777778,6.944444444444445,1.3333333333333333,1.5,0.16666666666666666,6,7.0,3.3333333333333335
235,235,2021/12/18,6阪神5,晴,11,タンザナイトS(OP),,15,8,15,4.0,1,4,松山弘平,54,芝1200,良,-9,1:08.6,0.1,99,10-10,33.8-34.7,33.8,460(+4),,出遅れ,ナランフレグ,350.0,13,10988.8,646.4,1.3647058823529412,82.41176470588235,3,322,18.941176470588236,34.83529411764705,0.6975806451612904,10.0,10.0,6.0,6.0,0.0,11.411764705882353,11.705882352941176,6.0,6.294117647058823,0.29411764705882354,6,5.0,3.8823529411764706
236,236,2022/02/12,1阪神1,晴,11,洛陽S(L),,17,2,4,4.7,3.0,8,藤岡佑介,53,芝1600,良,-19,1:32.9,1.0,97,8-6,35.1-34.1,34.6,476(+6),,,エアファンディタ,0.0,14,10126.9,675.1266666666667,0.7466666666666667,96.0,-13,59,3.933333333333333,34.99333333333334,0.6540284360189573,8.0,6.0,-2.0,0.0,2.0,7.466666666666667,7.466666666666667,1.6,1.6,0.0,5,0.0,4.2
237,237,2022/02/12,1阪神1,晴,11,洛陽S(L),,17,5,9,126.1,15,14,川須栄彦,55,芝1600,良,-19,1:33.8,1.9,87,17-15,35.1-34.1,34.9,550(0),,,エアファンディタ,0.0,15,10711.4,261.25365853658536,0.6902439024390242,92.63414634146342,-4,248,6.048780487804878,34.83170731707317,0.5108514190317195,17.0,15.0,1.0,3.0,2.0,7.439024390243903,7.682926829268292,-0.7073170731707317,-0.4634146341463415,0.24390243902439024,7,0.0,2.1707317073170733
238,238,2022/02/12,1阪神1,晴,11,洛陽S(L),,17,1,1,34.3,11,5,松田大作,55,芝1600,良,-19,1:32.5,0.6,101,8-6,35.1-34.1,34.2,508(-6),,,エアファンディタ,250.0,16,4078.5,509.8125,0.775,90.0,-17,40,5.0,35.2875,0.6,8.0,6.0,1.0,3.0,2.0,6.5,6.375,-0.5,-0.625,-0.125,4,0.0,4.125
239,239,2022/01/15,1中山5,晴,11,カーバンクルS(OP),,16,6,12,51.0,11,11,江田照男,54,芝1200,良,-2,1:09.5,0.8,91,13-12,33.1-35.6,35.2,470(+8),,,サンライズオネスト,0.0,17,6438.4,338.86315789473684,0.6157894736842104,90.10526315789474,10,239,12.578947368421053,34.92105263157894,0.5958904109589042,13.0,12.0,1.0,2.0,1.0,7.7368421052631575,7.842105263157895,0.5263157894736842,0.631578947368421,0.10526315789473684,6,5.0,3.789473684210526
240,240,2021/12/18,6阪神5,晴,11,タンザナイトS(OP),,15,1,1,16.1,7,15,藤懸貴志,54,芝1200,良,-9,1:10.1,1.6,77,1-1,33.8-34.7,36.3,506(+8),,,ナランフレグ,0.0,18,8846.0,327.6296296296296,0.5851851851851853,87.88888888888889,18,298,11.037037037037036,35.1,0.6309226932668329,1.0,1.0,-14.0,-14.0,0.0,3.5555555555555554,3.3703703703703702,-2.925925925925926,-3.111111111111111,-0.18518518518518517,6,5.0,2.7037037037037037
241,241,2022/01/30,1中京10,曇,9,刈谷特別(2勝クラス),,10,5,5,2.5,1,2,富田暁,56,芝1600,良,-10,1:34.6,0.1,89,5-5-6,35.8-35.2,34.1,470(0),,,フラーズダルム,606.2,1,3701.9,336.53636363636366,0.2818181818181818,90.45454545454545,7,142,12.909090909090908,35.00909090909091,0.8098591549295775,5.0,6.0,4.0,3.0,-1.0,4.636363636363637,4.454545454545454,1.1818181818181819,1.0,-0.18181818181818182,4,4.0,2.727272727272727
242,242,2022/03/13,1阪神10,曇,9,小豆島特別(2勝クラス),,12,6,8,13.2,6,3,松田大作,57,芝1600,良,-16,1:34.1,0.6,87,6-6,34.7-34.7,34.7,480(-4),,,ジャスティンカフェ,384.4,2,1774.4,221.8,1.2874999999999999,80.25,0,107,13.375,37.5375,0.6,6.0,6.0,3.0,3.0,0.0,4.375,5.875,-1.375,0.125,1.5,4,4.0,2.125
243,243,2022/03/06,1阪神8,晴,7,4歳以上1勝クラス,,16,4,8,3.9,1,1,松山弘平,57,芝1600,良,-16,1:33.3,0.0,95,6-5,34.5-35.3,34.7,526(-6),,,(リュクスフレンド),770.0,3,2048.5,157.57692307692307,0.6692307692307693,83.15384615384616,-9,109,8.384615384615385,35.36153846153846,0.7301587301587301,6.0,5.0,4.0,5.0,1.0,6.076923076923077,6.3076923076923075,1.1538461538461537,1.3846153846153846,0.23076923076923078,4,3.0,1.6923076923076923
244,244,2022/03/21,2中京4,晴,10,熱田特別(2勝クラス),,12,7,9,182.4,12,7,国分恭介,55,芝1400,良,-5,1:21.7,0.9,89,3-3,34.2-35.0,35.3,438(+2),,,タイニーロマンス,0.0,4,2556.5,65.55128205128206,0.8794871794871794,82.17948717948718,6,713,18.763157894736842,35.95384615384615,0.5,3.0,3.0,-4.0,-4.0,0.0,6.3076923076923075,6.435897435897436,-1.0,-0.8717948717948718,0.1282051282051282,6,3.0,2.3076923076923075
245,245,2022/03/05,1阪神7,晴,9,和田岬特別(2勝クラス),,9,8,8,17.8,6,3,松山弘平,57,芝2000,良,-9,2:00.7,0.1,91,6-7-7-6,36.6-35.4,34.9,452(-2),,,オールザワールド,383.0,5,3188.0,132.83333333333334,0.6833333333333335,77.625,1,528,22.0,36.512499999999996,0.6925675675675675,6.0,6.0,3.0,3.0,0.0,9.0,9.041666666666666,4.208333333333333,4.25,0.041666666666666664,4,4.0,2.0
246,246,2022/03/13,1阪神10,曇,9,小豆島特別(2勝クラス),,12,3,3,266.1,12,7,酒井学,57,芝1600,良,-16,1:34.5,1.0,83,9-10,34.7-34.7,34.8,474(-2),,,ジャスティンカフェ,0.0,6,7069.799999999999,160.6772727272727,0.8522727272727271,87.43181818181819,3,93,2.2142857142857144,35.67045454545455,0.5464601769911505,9.0,10.0,3.0,2.0,-1.0,4.681818181818182,4.386363636363637,-0.9772727272727273,-1.2727272727272727,-0.29545454545454547,8,3.0,1.5454545454545454
247,247,2022/02/19,1東京7,曇,12,4歳以上2勝クラス,,15,4,7,17.0,7,7,石橋脩,56,芝1800,良,-8,1:47.5,0.3,93,12-15-15,35.7-34.5,33.3,448(-4),,,キタノインパクト,0.0,7,2169.0,180.75,0.49166666666666653,84.75,6,136,11.333333333333334,34.43333333333334,0.7613636363636364,12.0,15.0,8.0,5.0,-3.0,9.833333333333334,10.583333333333334,5.333333333333333,6.083333333333333,0.75,4,3.0,1.9166666666666667
248,248,2022/02/26,2中山1,晴,10,富里特別(2勝クラス),,12,3,3,4.3,2.0,7,横山武史,56,芝1800,良,-7,1:48.6,0.7,93,12-12-12-10,36.8-34.7,34.1,486(+2),,出遅れ,レインカルナティオ,0.0,8,5671.8,354.4875,0.49374999999999997,89.8125,1,161,10.0625,34.96875,0.6848484848484848,12.0,10.0,3.0,5.0,2.0,7.1875,8.8125,2.9375,4.5625,1.625,4,3.0,3.6875
249,249,2022/03/20,1阪神12,曇,9,摂津特別(2勝クラス),,9,4,4,61.2,7,9,古川吉洋,57,芝1400,良,-12,1:21.7,0.6,92,9-9,35.7-34.0,33.8,504(-4),,出遅れ,メイショウシンタケ,0.0,9,1357.0,71.42105263157895,0.9473684210526315,80.0,7,342,20.11764705882353,35.652631578947364,0.5555555555555556,9.0,9.0,0.0,0.0,0.0,9.631578947368421,11.105263157894736,2.526315789473684,4.0,1.4736842105263157,5,3.0,1.7894736842105263
250,250,2022/02/26,1阪神5,晴,8,4歳以上2勝クラス,,9,1,1,236.5,9,8,松田大作,55,芝2400,良,-10,2:30.3,1.5,72,3-4-4-5,38.7-34.0,35.1,518(-2),,,ナムラカミカゼ,0.0,10,1257.5,54.67391304347826,1.2086956521739132,55.91304347826087,-64,182,22.75,38.77391304347826,0.6171003717472119,3.0,5.0,-3.0,-5.0,-2.0,5.086956521739131,4.956521739130435,-0.391304347826087,-0.5217391304347826,-0.13043478260869565,5,3.0,0.5652173913043478
