,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,上り平均,勝率
190,190,2020/02/23,高知,晴,8,伊藤秋田放牧記念特別,,10,7,7,7.2,4.0,6,赤岡修次,54.0,ダ1400,不,-4,1:32.8,1.9,36,5-5-5-5,0.0-39.3,40.7,438(+1),,,マイネルビクトリー,0.0,2,2742.5,57.135416666666664,0.7666666666666669,61.979166666666664,39.858333333333334,0.6581532416502947
191,191,2020/02/16,高知,曇,6,だるま夕日賞(G),,11,8,10,211.2,10.0,11,妹尾将充,57.0,ダ1600,不,-16,1:45.4,2.8,44,9-9-9-11,0.0-40.2,41.0,511(+3),,,ウォーターマーズ,0.0,3,5469.8,73.91621621621621,0.9310810810810811,67.0945945945946,39.308108108108115,0.6359945872801083
192,192,2020/02/23,高知,晴,10,アメジスト特別,,10,6,6,11.8,5.0,7,倉兼育康,56.0,ダ1400,不,-4,1:32.5,2.1,39,8-8-8-7,0.0-40.0,40.8,499(0),,,キャプテンオリオン,0.0,4,7297.599999999999,162.1688888888889,0.6933333333333334,78.06666666666666,38.31777777777778,0.7174311926605504
193,193,2020/02/23,高知,晴,8,伊藤秋田放牧記念特別,,10,2,2,38.5,6.0,3,上田将司,56.0,ダ1400,不,-4,1:31.8,0.9,47,9-9-8-4,0.0-39.3,39.4,539(+2),,,マイネルビクトリー,14.0,5,2781.5,55.63,1.2019999999999995,62.96,39.374,0.5874125874125874
194,194,2020/03/01,高知,雨,5,Aー2,,8,3,3,38.9,7.0,7,濱尚美,52.0,ダ1600,不,-18,1:47.6,3.5,20,8-8-8-8,0.0-39.6,41.5,508(-3),,,ピオネロ,0.0,6,9842.5,146.90298507462686,1.535820895522388,68.55223880597015,39.48358208955224,0.5039787798408488
195,195,2020/03/01,高知,雨,9,アクアマリン特別,,9,4,4,13.0,5.0,2,妹尾将充,53.0,ダ1600,不,-18,1:43.9,0.1,56,1-1-1-1,0.0-39.9,40.0,534(-3),,,ツクバクロオー,28.0,7,1107.5,18.458333333333332,1.0316666666666667,49.68333333333333,40.69000000000001,0.657243816254417
196,196,2020/02/23,高知,晴,8,伊藤秋田放牧記念特別,,10,5,5,122.2,9.0,5.0,嬉勝則,56.0,ダ1400,不,-4.0,1:32.8,1.9,36.0,4-4-4-6,0.0-39.3,40.8,443(+5),,,マイネルビクトリー,7.0,8.0,2604.3999999999996,51.06666666666666,1.5862745098039217,53.509803921568626,39.511764705882335,0.4631578947368421
197,197,2020/02/23,高知,晴,8,伊藤秋田放牧記念特別,,10,8,10,194.4,10.0,9,郷間勇太,56.0,ダ1400,不,-4.0,1:36.2,5.3,-2.0,6-6-7-10,0.0-39.3,43.7,477(+5),,,マイネルビクトリー,0.0,9,7165.5,105.375,1.2735294117647067,63.9264705882353,39.677941176470576,0.5280112044817927
198,198,2020/02/23,高知,晴,8,伊藤秋田放牧記念特別,,10,4,4,12.9,5.0,10,倉兼育康,56.0,ダ1400,不,-4,1:36.8,5.9,-9,1-1-2-8,0.0-39.3,45.1,483(-15),,,マイネルビクトリー,0.0,10,6983.0,145.47916666666666,0.9604166666666666,76.04166666666667,38.57708333333334,0.5637583892617449
199,199,2020/02/26,高知,晴,4,C3ー10,,8,4,4,6.5,4.0,3,木村直輝,53,ダ1300,重,10,1:29.1,0.8,12,1-1-1-3,0.0-41.5,42.3,432(+1),,,ヨシタカ,6.0,1,92.4,4.4,2.3000000000000003,4.714285714285714,42.061904761904756,0.3581395348837209
200,200,2020/02/26,高知,晴,6,C3ー8,,11,1,1,59.7,9.0,5,西川敏弘,54,ダ1300,重,10,1:28.3,1.3,22,7-7-8-5,0.0-41.7,41.4,416(+4),,,アウグローニ,3.0,2,192.60000000000002,2.874626865671642,2.0074626865671648,13.716417910447761,41.22089552238806,0.3502454991816694
201,201,2020/02/19,高知,晴,2,C3ー12,,9,4,4,3.4,2.0,3,妹尾浩一,56,ダ1400,不,-10,1:34.2,2.1,15,4-4-4-3,0.0-40.6,41.5,462(+11),,,モウコフクソウ,6.0,3,61.0,5.083333333333333,1.3999999999999997,17.083333333333332,40.275,0.6324786324786325
202,202,2020/02/26,高知,晴,4,C3ー10,,8,5,5,68.1,7.0,6,佐原秀泰,54,ダ1300,重,10,1:29.8,1.5,4,4-3-3-5,0.0-41.5,42.5,425(-1),,,ヨシタカ,0.0,4,857.1,20.90487804878049,2.3585365853658535,25.195121951219512,40.99756097560977,0.29698375870069604
203,203,2020/02/26,高知,晴,3,C3ー11,,10,8,9,31.8,7.0,7.0,上田将司,56,ダ1300,重,10,1:30.0,1.7,1,7-6-5-5,0.0-42.5,43.4,532(+4),,,チェリーウラノス,0.0,5.0,52.5,2.9166666666666665,2.1722222222222225,4.722222222222222,42.227777777777774,0.47191011235955055
204,204,2020/02/19,高知,晴,11,ファイナルレース,,12,3,3,43.4,12.0,3,山崎雅由,56,ダ1400,不,-10,1:34.5,0.0,11,8-8-5-4,0.0-42.2,41.6,432(+2),,,パストラル,6.0,6,99.0,5.5,1.9166666666666667,9.055555555555555,41.72222222222223,0.43452380952380953
205,205,2020/02/24,高知,晴,11,ファイナルレース,,12,6,8,6.8,4.0,3,岡村卓弥,56,ダ1300,重,-1,1:28.6,1.0,7,5-6-6-6,0.0-41.2,41.8,446(+1),,,ジンファン,6.0,7,52.599999999999994,2.023076923076923,1.7884615384615385,19.307692307692307,39.7576923076923,0.42338709677419356
206,206,2020/02/19,高知,晴,4,C3ー10,,12,5,5,69.4,11.0,11,塚本雄大,55,ダ1400,不,-10,1:34.2,1.2,15,11-11-11-11,0.0-41.4,40.3,499(+8),,,トウシンモンステラ,0.0,8,184.2,8.008695652173913,1.8130434782608693,23.347826086956523,41.43913043478261,0.4413145539906103
207,207,2020/02/19,高知,晴,11,ファイナルレース,,12,5,5,11.2,7.0,6,畑中信司,54,ダ1400,不,-10,1:35.3,0.8,2,1-1-1-1,0.0-42.2,43.0,403(-1),,,パストラル,0.0,9,107.0,7.133333333333334,1.826666666666667,-10.6,42.04666666666666,0.4224137931034483
208,208,2020/02/26,高知,晴,3,C3ー11,,10,7,7,28.7,5.0,5,塚本雄大,53,ダ1300,重,10.0,1:29.5,1.2,7.0,3-3-3-4,0.0-42.5,43.2,483(-1),,,チェリーウラノス,3.0,10,86.6,3.0928571428571425,1.8892857142857145,17.392857142857142,41.45714285714286,0.4201388888888889
209,209,2020/02/26,高知,晴,5,ファイト君誕生日特別,,10,4,4,52.0,7.0,8,倉兼育康,54,ダ1300,重,10,1:30.2,3.0,-1,7-6-6-8,0.0-41.5,43.5,468(+1),,,ステラバローズ,0.0,11,354.59999999999997,4.488607594936709,1.9974683544303806,20.468354430379748,41.33291139240507,0.3975741239892183
210,210,2020/02/26,高知,晴,5,ファイト君誕生日特別,,10,1,1,8.8,3.0,7,佐原秀泰,56.0,ダ1300,重,10,1:30.1,2.9,0,9-7-7-7,0.0-41.5,43.2,492(-1),,,ステラバローズ,0.0,12,150.0,5.357142857142857,2.317857142857143,11.678571428571429,41.10357142857142,0.3442028985507246
211,211,2020/01/19,高知,晴,2,はりまや橋特別,,9,2,2,16.4,4.0,5.0,赤岡修次,56,ダ1400,不,-12,1:33.8,2.7,17,7-7-7-4,0.0-38.7,40.8,494(0),,,トライアンフ,3.0,1.0,445.8,15.921428571428573,0.9178571428571428,48.07142857142857,38.917857142857144,0.6204819277108434
212,212,2020/01/21,高知,晴,5,全日本新人王争覇戦第,,11,2,2,15.7,9.0,7.0,斉藤新,54,ダ1400,重,7,1:34.8,1.0,25,6-8-9-9,0.0-41.6,41.1,427(-2),,,リーガルオフィス,0.0,2.0,187.2,4.565853658536585,1.4121951219512192,30.78048780487805,40.060975609756106,0.5404699738903395
213,213,2020/01/28,高知,曇,6,C3ー4,,10,2,2,9.3,5.0,5.0,上田将司,56,ダ1300,不,-20,1:25.4,0.3,27,8-7-6-5,0.0-40.8,39.8,528(+6),,,ティアマリア,3.0,3.0,158.7,5.472413793103448,1.4724137931034484,26.551724137931036,40.4103448275862,0.6312056737588653
214,214,2020/01/28,高知,曇,7,C3ー3,,11,8,11,12.1,6.0,11.0,西川敏弘,56,ダ1300,不,-20.0,1:26.9,4.3,9.0,3-3-5-8,0.0-38.6,42.3,513(+7),,,ヴィルダイヤ,0.0,4.0,442.7,10.54047619047619,0.7999999999999998,47.904761904761905,39.78571428571427,0.6932084309133489
215,215,2020/01/28,高知,曇,10,フクジュソウ特別,,8,4,4,34.2,5.0,7,嬉勝則,56,ダ1300,不,-20,1:24.7,1.6,35,7-7-7-6,0.0-39.7,39.9,501(+10),,,パリモンマルトル,0.0,5,1307.0,45.06896551724138,1.193103448275862,62.13793103448276,38.682758620689654,0.45652173913043476
216,216,2020/01/21,高知,晴,12,ファイナルレース,,12,8,12,6.3,4.0,2,林謙佑,54,ダ1400,重,7.0,1:34.9,0.2,24.0,6-6-5-3,0.0-43.6,42.5,437(+1),,,ダンシングヘイロー,10.5,6,175.5,7.02,1.3759999999999997,26.76,40.464,0.61328125
217,217,2020/01/28,高知,曇,3,C3ー8,,11,8,11,20.5,5.0,5,妹尾将充,53,ダ1300,不,-20,1:25.6,1.1,24,2-2-2-3,0.0-40.0,41.0,503(+2),,,シッコク,3.0,7,260.7,13.721052631578948,1.557894736842105,45.36842105263158,39.71578947368421,0.4507042253521127
218,218,2020/01/21,高知,晴,8,C3ー6,,11,5,5,30.9,6.0,2,上田将司,56,ダ1400,重,7.0,1:34.1,0.1,33.0,8-7-8-3,0.0-41.0,40.4,473(-7),,,ハートフルタイム,10.5,8,341.3999999999999,3.7933333333333326,1.3711111111111107,37.977777777777774,39.92333333333333,0.5144444444444445
219,219,2020/01/26,高知,曇,1,浜アザミの天麩羅特別,,8,2,2,12.9,4.0,3,大澤誠志,56,ダ1300,不,-16,1:25.7,1.1,27,5-6-5-3,0.0-38.9,39.4,483(0),,,サウスブランコ,6.0,9,207.8,5.195,1.3150000000000002,23.15,41.122499999999995,0.6084656084656085
220,220,2020/01/21,高知,晴,10,プリムラ特別,,8,2,2,24.3,6.0,8.0,林謙佑,56,ダ1400,重,7.0,1:34.4,2.8,29.0,7-7-7-7,0.0-40.1,41.6,464(-1),,,ウェイト,0.0,10.0,251.5,15.71875,1.05,42.375,39.574999999999996,0.6010928961748634
221,221,2020/01/19,高知,晴,3,佐々原藍子誕生日特別,,10,7,8,86.1,7.0,4,大澤誠志,54.0,ダ1400,不,-12,1:33.0,1.1,26,9-9-8-5,0.0-40.1,39.2,454(0),,,ステファンバローズ,4.5,11,342.6,7.28936170212766,1.8893617021276594,20.680851063829788,40.72978723404254,0.38247863247863245
222,222,2020/01/13,高知,晴,8,C2ー2,,10,1,1,8.3,4.0,10,郷間勇太,56,ダ1300,不,-6,1:27.7,2.8,13,2-3-4-7,0.0-39.8,42.3,424(-4),,,ロイヤルディクリー,0.0,1,374.8,18.740000000000002,0.9199999999999999,42.1,39.614999999999995,0.6574585635359116
223,223,2020/01/13,高知,晴,8,C2ー2,,10,2,2,4.2,2.0,7,妹尾浩一,56,ダ1300,不,-6,1:26.0,1.1,34,3-5-5-8,0.0-39.8,40.2,459(-1),,,ロイヤルディクリー,0.0,2,1005.5,23.94047619047619,1.092857142857143,47.0,40.01428571428571,0.6188340807174888
224,224,2020/01/19,高知,晴,5,C2ー4,,8,8,8,1.8,1.0,2,永森大智,56,ダ1400,不,-12,1:32.2,0.1,35,1-1-1-2,0.0-39.5,39.6,488(-3),,,ニッセイオー,14.0,3,939.9,26.854285714285712,0.9542857142857143,45.114285714285714,39.24571428571428,0.5326370757180157
225,225,2020/01/13,高知,晴,7,C2ー3,,10,5,5,30.0,4.0,8,佐原秀泰,54,ダ1300,不,-6,1:26.3,1.4,30,2-2-2-3,0.0-39.6,40.6,451(+1),,,ヤマニンシャンデル,0.0,4,408.8,8.886956521739132,1.0217391304347827,33.08695652173913,41.17608695652174,0.6596736596736597
226,226,2020/01/19,高知,晴,6,C2ー3,,9,5,5,3.7,3.0,4.0,畑中信司,54,ダ1400,不,-12.0,1:32.7,1.7,29.0,8-8-7-7,0.0-40.2,40.5,487(+6),,,ヘルツフロイント,6.0,5.0,1095.0,18.25,1.0633333333333332,45.166666666666664,40.2,0.5950155763239875
227,227,2020/01/19,高知,晴,6,C2ー3,,9,4,4,3.3,2.0,7,郷間勇太,56,ダ1400,不,-12,1:33.5,2.5,20,2-2-3-3,0.0-40.2,42.4,478(-3),,,ヘルツフロイント,0.0,6,292.1,8.591176470588236,1.3352941176470583,23.470588235294116,40.86764705882353,0.653125
228,228,2020/01/19,高知,晴,6,C2ー3,,9,2,2,46.6,7.0,3.0,山崎雅由,56,ダ1400,不,-12.0,1:32.5,1.5,31.0,7-7-8-5,0.0-40.2,40.1,474(+1),,,ヘルツフロイント,8.0,7.0,321.90000000000003,3.5373626373626377,1.4549450549450553,30.021978021978022,40.37362637362639,0.5445783132530121
229,229,2020/01/19,高知,晴,9,郡道美玲祝1周年特別,,7,6,6,53.2,7.0,7,倉兼育康,56,ダ1400,不,-12.0,1:33.4,1.5,21.0,6-6-6-7,0.0-40.8,40.5,503(+9),,,ファシナンテ,0.0,8,1613.3000000000002,20.951948051948055,1.164935064935065,40.01298701298701,40.21038961038961,0.6034285714285714
230,230,2020/01/13,高知,晴,7,C2ー3,,10,7,8,46.1,6.0,3,山崎雅由,56,ダ1300,不,-6,1:25.6,0.7,38.0,6-7-6-4,0.0-39.6,39.4,495(-1),,,ヤマニンシャンデル,8.0,9,1455.3,20.2125,0.9041666666666666,47.888888888888886,40.32361111111112,0.6716826265389877
231,231,2020/01/13,高知,晴,8,C2ー2,,10,8,10,43.7,6.0,4,西森将司,54,ダ1300,不,-6,1:25.2,0.3,43,8-8-8-5,0.0-39.8,39.0,486(0),,,ロイヤルディクリー,6.0,10,1174.6,30.910526315789472,0.8210526315789473,65.3157894736842,39.026315789473685,0.6065934065934065
232,232,2019/12/15,高知,晴,11,五台山公園特別,,11,8,10,30.4,8.0,2,多田羅誠,54,ダ1600,重,5,1:47.5,0.6,44,3-2-2-1,0.0-41.3,41.7,503(0),,,フォンス,21.0,1,1523.0,28.735849056603772,0.7735849056603771,56.56603773584906,38.48113207547169,0.6012759170653907
233,233,2019/12/15,高知,晴,11,五台山公園特別,,11,2,2,6.7,4.0,1,宮川実,56,ダ1600,重,5,1:46.9,-0.6,50,9-8-7-3,0.0-41.3,40.6,473(+6),,,(ナイトインブラック),60.0,2,2696.0,84.25,0.590625,67.40625,37.30624999999999,0.6776859504132231
234,234,2019/12/15,高知,晴,8,祝9年!リアン君特別,,11,8,11,2.7,1.0,1,岡村卓弥,56.0,ダ1400,重,5,1:32.4,-0.7,50,1-1-1-1,0.0-40.1,40.2,497(+4),,,(アタゴタイゼン),50.0,3,1156.0,26.88372093023256,1.0627906976744186,49.325581395348834,39.80465116279068,0.570281124497992
235,235,2019/12/15,高知,晴,8,祝9年!リアン君特別,,11,2,2,3.1,2.0,2,永森大智,56,ダ1400,重,5,1:33.1,0.7,42,6-6-6-2,0.0-40.1,40.1,485(+2),,,グリターテソーロ,17.5,4,338.0,10.5625,0.8374999999999999,31.8125,40.1625,0.7248322147651006
236,236,2019/12/15,高知,晴,9,サイト開設2周年特別,,10,1,1,5.8,3.0,2,嬉勝則,56,ダ1400,重,5.0,1:32.9,0.3,44.0,4-4-5-3,0.0-40.9,40.5,485(-9),,,レッドアルディ,17.5,5,1853.4,33.096428571428575,0.9232142857142857,57.482142857142854,39.253571428571426,0.6361071932299013
237,237,2019/12/15,高知,晴,11,五台山公園特別,,11,3,3,3.6,2.0,3,郷間勇太,56,ダ1600,重,5,1:47.5,0.6,44,5-4-6-4,0.0-41.3,41.5,488(+5),,,フォンス,12.0,6,2068.0,48.093023255813954,1.369767441860465,59.41860465116279,40.10697674418606,0.4899598393574297
238,238,2019/12/15,高知,晴,7,C1ー4,,9,4,4,18.0,5.0,1,宮川実,56.0,ダ1400,重,5.0,1:32.5,-0.5,48.0,8-8-8-3,0.0-42.3,40.4,481(+3),,,(アシャカチムサー),50.0,7,338.7,16.128571428571426,0.6523809523809524,34.142857142857146,40.47142857142857,0.75
239,239,2019/12/15,高知,晴,7,C1ー4,,9,1,1,45.4,7.0,2.0,西森将司,54,ダ1400,重,5.0,1:33.0,0.5,43.0,3-3-2-1,0.0-42.3,42.2,459(-4),,,ドラム,17.5,8.0,347.0,13.346153846153847,0.8192307692307692,38.0,40.81538461538461,0.640926640926641
240,240,2019/12/15,高知,晴,11,五台山公園特別,,11,7,8,13.7,7.0,4,岡村卓弥,56,ダ1600,重,5,1:47.5,0.6,44,11-10-9-6,0.0-41.3,41.0,439(-4),,,フォンス,9.0,9,1786.6,33.08518518518518,0.9129629629629632,68.55555555555556,37.946296296296296,0.576
241,241,2019/12/22,高知,雨,9,つーさんメリクリ特別,,12,5,6,3.1,2.0,3,山崎雅由,54,ダ1300,重,-2,1:25.9,0.1,39,2-2-2-2,0.0-41.5,41.4,486(-4),,,プラチナコード,4.0,10,591.5,12.858695652173912,1.1760869565217391,39.21739130434783,40.332608695652176,0.5566801619433198
242,242,2019/12/15,高知,晴,8,祝9年!リアン君特別,,11,1,1,9.2,5.0,3,宮川実,56.0,ダ1400,重,5,1:33.8,1.4,34,2-2-2-3,0.0-40.1,41.3,521(+3),,,グリターテソーロ,10.0,11,1811.0,29.20967741935484,1.1693548387096775,51.12903225806452,,0.5961538461538461
243,243,2019/11/17,高知,晴,11,べふ峡特別,,11,1,1,42.4,8.0,5.0,宮川実,56,ダ1600,良,13.0,1:48.5,0.8,43.0,9-8-8-8,0.0-40.5,40.3,451(-2),,,セイウンアワード,6.0,12.0,1727.0,26.166666666666668,0.8969696969696972,56.166666666666664,39.83333333333334,0.6439942112879884
244,244,2019/11/09,高知,晴,4,C3ー13,,9,3,3,2.5,2,3,妹尾浩一,54,ダ1300,稍,18,1:28.9,1.3,23,1-1-1-2,0.0-42.5,43.8,457(-7),,,ハートフルタイム,6.0,1,118.5,10.772727272727273,0.8090909090909091,51.0,38.027272727272724,0.5041322314049587
245,245,2019/11/05,門別,晴,5,2歳3組,,12,7,10,53.8,7,9,松井伸也,54,ダ1000,良,-8,1:03.1,1.3,35,9-10,0.0-38.1,37.6,412(-2),,,ワンオブセオリーズ,0.0,2,102.0,8.5,1.2333333333333334,28.083333333333332,38.53333333333333,0.568
246,246,2019/10/26,高知,曇,6,C3ー14,,11,6,7,13.9,5.0,5,西川敏弘,53,ダ1400,不,-13,1:32.9,1.0,26,5-4-5-4,0.0-41.8,42.0,399(-6),,,リーガルオフィス,3.0,3,126.6,15.825,1.5125,17.0,41.7875,0.6455696202531646
247,247,2019/11/09,高知,晴,1,大会中に生中継☆特別,,12,6,7,5.8,2.0,1,妹尾将充,51,ダ1300,稍,18,1:28.1,0.0,32,8-8-10-4,0.0-42.0,40.9,456(-2),,,(パストラル),30.0,4,69.0,9.857142857142858,1.2714285714285716,37.57142857142857,40.34285714285714,0.5949367088607594
248,248,2019/10/09,園田,晴,9,C2,,12,6,8,6.4,4,7,下原理,54,ダ1230,良,1,1:21.7,1.8,32,9-9-8-8,0.0-39.9,40.3,466(-2),,,ヒートミープリーズ,0.0,5,203.0,33.833333333333336,1.2833333333333334,48.333333333333336,38.51666666666666,0.5925925925925926
249,249,2019/11/05,門別,晴,7,アロエ特別,,8,7,7,22.6,6,3,馬渕繁治,56,ダ1700,良,-8,1:52.8,0.7,43,4-5-6-6,0.0-40.2,40.0,506(-4),,,ノリオサン,6.0,6,172.2,11.479999999999999,1.9466666666666665,30.4,41.39333333333333,0.42748091603053434
250,250,2019/11/06,門別,曇,5,2歳3組,,11,7,8,47.4,10,7,岩橋勇二,55,ダ1700,良,-8,1:53.0,0.7,41,10-10-11-10,0.0-40.2,39.8,438(0),,,ライトロング,0.0,7,90.0,9.0,2.1900000000000004,13.1,41.3,0.4235294117647059
251,251,2019/11/09,高知,晴,12,ファイナルレース,,12,4,4,16.6,10.0,5.0,上田将司,54,ダ1300,稍,18.0,1:29.7,0.8,13.0,3-2-2-2,0.0-44.1,44.0,431(+2),,,クラウンノキミ,3.0,8.0,137.6,2.2933333333333334,1.7999999999999998,10.366666666666667,42.05333333333335,0.46897810218978103
252,252,2019/11/09,高知,晴,6,C3ー12,,10,1,1,337.6,9.0,6,塚本雄大,53,ダ1300,稍,18,1:29.3,2.6,18,8-7-8-7,0.0-40.7,42.1,472(+3),,,デルマトリアノン,0.0,9,683.7,7.682022471910113,1.248314606741573,48.13483146067416,39.11348314606742,0.5185185185185185
253,253,2019/11/10,高知,晴,12,ファイナルレース,,11,3,3,5.2,2,3,塚本雄大,53,ダ1300,良,17,1:29.6,1.4,13,3-3-3-3,0.0-42.2,43.1,416(+4),,,サンオーガスタ,6.0,10,132.5,4.907407407407407,2.477777777777778,8.333333333333334,41.96666666666667,0.3667711598746082
254,254,2019/11/09,高知,晴,6,C3ー12,,10,6,7,562.6,10.0,8,石本純也,56,ダ1300,稍,18,1:30.0,3.3,9,9-9-10-9,0.0-40.7,42.3,478(-1),,,デルマトリアノン,0.0,11,111.0,3.9642857142857144,1.9357142857142864,9.142857142857142,41.31428571428571,0.42962962962962964
255,255,2019/07/31,園田,晴,8,C2一,,10,7,7,63.6,8.0,7.0,田野豊三,56,ダ1400,良,-9.0,1:31.6,2.2,45.0,6-6-6-6,0.0-38.9,40.3,515(+6),,,サハラデザート,0.0,12.0,1191.7,24.320408163265306,0.8857142857142853,57.46938775510204,39.09591836734694,0.6972477064220184
256,256,2019/10/11,浦和,曇,6,特選,,11,8,10,4.4,2.0,3,櫻井光輔,55.0,ダ1500,重,-26.0,1:37.8,1.9,43.0,2-2-1-2,31.1-38.2,40.1,515(+1),,,カミノユリコ,18.0,1,628.5999999999999,21.675862068965515,1.420689655172414,27.482758620689655,40.6551724137931,0.5732484076433121
257,257,2019/10/10,浦和,晴,5,C214　C3一,,12,7,9,15.8,5.0,3,今野忠成,53.0,ダ1400,良,-21.0,1:30.6,0.5,50.0,5-3-2-2,38.1-38.7,39.0,457(+11),,,ピーチキング,20.0,2,1243.8,23.467924528301886,1.1886792452830186,33.16981132075472,39.86792452830188,0.5693950177935944
258,258,2019/10/28,船橋,晴,1,C3　選抜馬,,7,5,5,42.1,5.0,4,半澤慶実,54.0,ダ1000,重,3.0,1:03.9,0.4,29.0,5-5,37.0-38.7,38.6,461(-6),,,ラヴインパレス,13.5,3,288.5,9.948275862068966,1.5655172413793101,41.310344827586206,39.179310344827584,0.41260744985673353
259,259,2019/11/01,船橋,晴,5,千葉県畜産賞No.5,,14,7,12,28.7,6.0,12,笹川翼,56.0,ダ1600,重,0.0,1:46.9,1.9,35.0,9-9-8-10,38.5-40.3,40.8,452(+1),,,トゥモローアンセム,0.0,4,297.0,10.607142857142858,1.5464285714285715,44.25,39.31071428571429,0.4502923976608187
260,260,2019/10/24,川崎,曇,3,C3一　二,,6,4,4,2.1,1.0,3,的場文男,56.0,ダ1400,重,2.0,1:34.5,1.0,23.0,4-4-3-3,39.8-41.1,41.7,446(-9),,,ウイニングリバーブ,20.0,5,783.3,11.519117647058822,1.3808823529411764,43.19117647058823,40.219117647058816,0.5172890733056709
261,261,2019/10/24,川崎,曇,3,C3一　二,,6,6,6,36.1,6.0,5,保園翔也,54.0,ダ1400,重,2.0,1:34.7,1.2,21.0,5-5-5-5,39.8-41.1,41.7,494(-2),,,ウイニングリバーブ,9.6,6,481.1,15.519354838709678,1.5225806451612902,46.16129032258065,38.977419354838716,0.43010752688172044
262,262,2019/10/24,川崎,曇,4,C3一　二,,9,5,5,18.0,7.0,3,橋本直哉,56.0,ダ1400,重,2.0,1:33.8,1.3,31.0,5-5-5-3,38.6-41.3,41.8,485(0),,,フレンドゴーゴー,20.0,7,461.8,9.424489795918367,1.7734693877551024,39.6530612244898,40.15102040816328,0.3978102189781022
263,263,2019/10/24,川崎,曇,4,C3一　二,,9,8,9,3.6,1.0,9.0,櫻井光輔,55.0,ダ1400,重,2.0,1:37.8,5.3,-14.0,1-2-3-8,38.6-41.3,46.2,487(+4),,,フレンドゴーゴー,0.0,8.0,470.0,22.38095238095238,2.095238095238095,39.476190476190474,41.285714285714285,0.45934959349593496
264,264,2019/10/10,浦和,晴,5,C214　C3一,,12,8,12,307.7,11.0,10,半澤慶実,55.0,ダ1400,良,-21.0,1:33.3,3.2,20.0,9-9-9-9,38.1-38.7,39.5,459(+5),,,ピーチキング,0.0,9,744.0,13.285714285714286,1.3017857142857143,47.839285714285715,40.17678571428572,0.5372168284789643
265,265,2019/10/25,川崎,雨,4,アンドロメダ賞,,11,2,2,6.5,4.0,8.0,達城龍次,54.0,ダ2000,不,2.0,2:21.5,4.6,11.0,7-8-11-10,39.4-42.2,44.9,437(+2),,,ディフィーノ,0.0,10.0,434.4,11.74054054054054,1.7594594594594593,40.567567567567565,39.28108108108108,0.454320987654321
266,266,2019/08/28,大井,雨,2,C3一　二,,14,4,5,117.7,13.0,14,江里口裕,56.0,ダ1200,重,-1.0,1:25.4,10.3,-87.0,14-14,36.4-38.7,40.2,443(-1),,,アタックプラン,0.0,11,438.0,14.129032258064516,2.212903225806452,37.806451612903224,40.0774193548387,0.4233983286908078
267,267,2019/10/10,浦和,晴,5,C214　C3一,,12,3,3,44.2,6.0,11,見越彬央,55.0,ダ1400,良,-21.0,1:33.3,3.2,20.0,10-10-10-12,38.1-38.7,38.9,486(+15),,,ピーチキング,0.0,12,284.5,14.973684210526315,2.084210526315789,27.0,41.19999999999999,0.3776595744680851
268,268,2019/09/23,高知,晴,7,Bー2,,11,4,4,24.3,6.0,3.0,宮川実,56,ダ1400,不,-17.0,1:31.3,1.8,40.0,8-8-6-6,0.0-39.0,39.7,464(-4),,,ペガッソ,12.0,1.0,4533.1,75.55166666666668,1.0483333333333331,67.73333333333333,38.26166666666666,0.5963938973647711
269,269,2019/09/23,高知,晴,11,安徳水特別,,9,1,1,11.4,4.0,5,佐原秀泰,56,ダ1400,不,-17.0,1:31.2,1.1,41.0,5-5-4-2,0.0-40.3,40.5,519(-2),,,ピークトラム,7.0,2,2565.5,45.8125,0.8250000000000001,70.53571428571429,37.208928571428565,0.6005188067444877
270,270,2019/09/22,高知,雨,11,Aー2,,10,4,4,17.1,7.0,7,佐原秀泰,56,ダ1600,不,-12.0,1:47.0,3.5,32.0,5-5-5-7,0.0-40.6,42.6,498(-6),,,アーチザスカイ,0.0,3,1152.7,23.054000000000002,1.0300000000000002,53.4,40.678000000000004,0.614190687361419
271,271,2019/09/23,高知,晴,7,Bー2,,11,3,3,30.4,7.0,5,塚本雄大,55,ダ1400,不,-17.0,1:31.3,1.8,40.0,5-6-7-5,0.0-39.0,39.7,524(+8),,,ペガッソ,6.0,4,2237.6,25.141573033707864,1.2280898876404494,54.39325842696629,40.0988764044944,0.5468409586056645
272,272,2019/09/22,高知,雨,10,夜さ恋&高知に恋特別,,11,8,11,29.8,7.0,8,塚本雄大,55,ダ1600,不,-12.0,1:47.5,1.7,34.0,7-7-7-8,0.0-40.4,40.9,473(+2),,,ビッグリバティ,0.0,5,4092.3,59.30869565217392,0.8985507246376813,64.46376811594203,38.79565217391304,0.6002587322121604
273,273,2019/09/22,高知,雨,10,夜さ恋&高知に恋特別,,11,8,10,12.2,4.0,5,佐原秀泰,56,ダ1600,不,-12.0,1:46.7,0.9,42.0,10-10-10-5,0.0-40.4,39.5,516(+7),,,ビッグリバティ,7.0,6,979.2,18.83076923076923,0.703846153846154,50.34615384615385,39.62115384615384,0.7254098360655737
