,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,ペース平均,上がりハロン平均,ﾀｲﾑ指数3平均
114,114,2018/05/06,2東京6,晴,9,湘南S(1600万下),,12,6,8,10.4,6,2,横山和生,57.0,芝1600,良,-18,1:34.1,0.2,97,9-9,36.7-33.3,32.8,486(-4),,,レッドオルガ,737.6,13,,337.0,0.4636363636363637,96.5909090909091,0,,,34.13636363636364,0.7052631578947368,17.003188097768334,16.884988897370715,94.1,9.0,9.0,36.7,33.3,-3.9000000000000057,-0.5,3.4000000000000057,-1.5818181818181822,-0.4590909090909088,1.1227272727272735,7.0,7.0,0.0,9.954545454545455,5.136363636363637,3.772727272727273,-1.3636363636363635,8.749831216303525,1.4811736009985113,7,34.266666666666666,34.81666666666667,101.0
115,115,2018/05/06,1新潟4,晴,11,新潟大賞典(G3),,16,8,15,59.7,12,14,杉原誠人,51.0,芝2000,良,-2,2:00.7,0.7,94,15-14,36.9-33.1,33.1,472(+10),,,スズカデヴィアス,,14,,242.1705882352941,0.41111111111111104,93.22222222222223,0,,,34.52592592592593,0.6521739130434783,16.570008285004143,16.57766563074222,120.7,15.0,14.0,36.9,33.1,-3.799999999999997,0.0,3.799999999999997,-1.9037037037037035,-0.3888888888888892,1.5148148148148142,0.0,1.0,1.0,8.592592592592593,2.814814814814815,3.962962962962963,1.1481481481481481,8.484078726457852,0.9667626916885116,6,34.36666666666667,35.29012345679012,97.25
116,116,2018/06/17,3阪神6,晴,11,米子S(OP),,12,6,8,16.1,5.0,10.0,高倉稜,56.0,芝1600,良,-18.0,1:33.6,1.7,89.0,4-5,34.5-34.3,35.7,500(-6),,,ベステンダンク,,15.0,,700.4181818181819,0.9666666666666667,88.75,0,,,35.24166666666667,0.5612903225806452,17.094017094017094,16.785140628050474,93.6,4.0,5.0,34.5,34.3,1.2000000000000028,1.4000000000000057,0.20000000000000284,-0.20833333333333334,0.4666666666666668,0.6750000000000002,-5.0,-6.0,-1.0,6.333333333333333,-1.75,-2.0,-0.25,6.945263594028131,0.6742956000249584,4,34.833333333333336,35.15555555555556,89.5
117,117,2017/07/01,3中京1,曇,5,2歳新馬,,12,2,2,2.8,1,1,川田将雅,54,芝1600,稍,-9,1:38.2,0,66,1-1-1,38.2-34.4,34.4,454(0),,,(アドマイヤアルバ),700.0,1,,700.0,0.0,66.0,0,,,34.4,1.0,16.293279022403258,16.293279022403258,98.2,1.0,1.0,38.2,34.4,-3.8000000000000043,0.0,3.8000000000000043,-3.8000000000000043,0.0,3.8000000000000043,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.5,0.75,2,35.666666666666664,35.666666666666664,66.0
118,118,2017/07/02,3中京2,晴,1,2歳未勝利,,12,6,7,7.1,3,1,和田竜二,54,芝1400,良,-11,1:22.2,0.0,79,1-1,35.6-34.8,34.8,446(-8),,,(レピアーウィット),500.0,2,,500.0,0.3,70.5,0,,,34.9,1.0,17.0316301703163,16.97843849841626,82.2,1.0,1.0,35.6,34.8,-0.8000000000000043,0.0,0.8000000000000043,-0.7000000000000028,0.14999999999999858,0.8500000000000014,0.0,0.0,0.0,2.0,0.0,-0.5,-0.5,13.072447700751718,0.8524474568362936,2,35.06666666666666,35.08333333333333,70.5
119,119,2017/06/18,3東京6,曇,5,2歳新馬,,11,6,6,3.2,1,1,田辺裕信,54,芝1600,良,-13,1:37.5,0.0,71,2-2,38.0-33.8,33.7,444(0),,,(ニシノベースマン),700.0,3,,700.0,0.0,71.0,0,,,33.7,1.0,16.41025641025641,16.41025641025641,97.5,2.0,2.0,38.0,33.8,-4.299999999999997,-0.09999999999999432,4.200000000000003,-4.299999999999997,-0.09999999999999432,4.200000000000003,1.0,1.0,0.0,2.0,1.0,1.0,0.0,11.5,0.5500000000000007,2,35.166666666666664,35.166666666666664,71.0
120,120,2017/07/30,2新潟2,晴,1,2歳未勝利,,15,6,11,3.2,2,1,戸崎圭太,54,芝1600,良,-8,1:35.8,0.0,68,10-9,35.3-35.5,34.5,464(+2),,,(イベリア),500.0,4,,243.33333333333334,0.7333333333333334,70.0,0,,,34.800000000000004,0.8333333333333334,16.701461377870565,16.667950478805082,95.8,10.0,9.0,35.3,35.5,-0.7999999999999972,-1.0,-0.20000000000000284,-1.2333333333333318,-0.20000000000000048,1.0333333333333314,8.0,9.0,1.0,8.0,5.0,6.333333333333333,1.3333333333333333,8.602325267042627,0.7980444849756171,2,35.1,35.27777777777778,70.0
121,121,2017/08/06,2小倉4,雨,5,2歳新馬,,12,3,3,11.0,5,1,高倉稜,54,芝1800,良,-7,1:51.0,0.0,62,4-6-4-3,38.0-36.0,35.6,478(0),,,(テイエムリボー),700.0,5,,700.0,0.0,62.0,0,,,35.6,1.0,16.216216216216218,16.216216216216218,111.0,4.0,3.0,38.0,36.0,-2.3999999999999986,-0.3999999999999986,2.0,-2.3999999999999986,-0.3999999999999986,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,12.0,1.1000000000000014,2,36.53333333333333,36.53333333333333,62.0
122,122,2017/07/30,2新潟2,晴,5,2歳新馬,,9,1,1,1.7,1,1,戸崎圭太,54,芝1600,良,-8,1:36.1,0.0,72,9-6,36.5-34.8,34.5,468(0),,出遅れ,(ディアサルファー),700.0,6,,700.0,0.0,72.0,0,,,34.5,1.0,16.64932362122789,16.64932362122789,96.1,9.0,6.0,36.5,34.8,-2.0,-0.29999999999999716,1.7000000000000028,-2.0,-0.29999999999999716,1.7000000000000028,5.0,8.0,3.0,6.0,5.0,8.0,3.0,6.5,0.75,2,35.266666666666666,35.266666666666666,72.0
123,123,2017/06/10,3東京3,晴,5,2歳新馬,,18,8,17,19.2,4,1,吉田隼人,54,芝1400,良,-10,1:23.6,0.0,78,15-13,36.4-34.8,34.2,430(0),,出遅れ,(レピアーウィット),700.0,7,,700.0,0.0,78.0,0,,,34.2,1.0,16.74641148325359,16.74641148325359,83.6,15.0,13.0,36.4,34.8,-2.1999999999999957,-0.5999999999999943,1.6000000000000014,-2.1999999999999957,-0.5999999999999943,1.6000000000000014,12.0,14.0,2.0,13.0,12.0,14.0,2.0,3.0,0.5500000000000007,2,35.13333333333333,35.13333333333333,78.0
124,124,2017/07/22,3中京7,晴,9,報知杯中京2歳S(OP),,7,4,4,6.0,3,4,和田竜二,54,芝1600,良,-10,1:35.7,1.0,77,4-3-3,35.8-35.1,35.5,440(+14),,,アマルフィコースト,240.0,8,,470.0,0.5,79.5,0,,,35.05,0.8571428571428571,16.718913270637408,16.70147957588179,95.7,4.0,3.0,35.8,35.1,-0.29999999999999716,0.3999999999999986,0.6999999999999957,-1.0999999999999979,-0.14999999999999858,0.9499999999999993,-1.0,0.0,1.0,4.5,2.0,3.0,1.0,2.357022603955158,0.6944222218666565,2,35.46666666666666,35.46666666666667,79.5
125,125,2017/07/09,3中京4,曇,5,2歳新馬,,10,6,6,13.4,4,1,中谷雄太,54,芝1400,良,-14,1:22.4,0.0,72,5-3,34.6-35.9,35.6,460(0),,,(タムロリバティ),700.0,9,,700.0,0.0,72.0,0,,,35.6,1.0,16.990291262135923,16.990291262135923,82.4,5.0,3.0,34.6,35.9,1.0,-0.29999999999999716,-1.2999999999999972,1.0,-0.29999999999999716,-1.2999999999999972,2.0,4.0,2.0,3.0,2.0,4.0,2.0,5.0,1.0500000000000007,2,35.36666666666667,35.36666666666667,72.0
126,126,2017/08/05,2新潟3,晴,9,ダリア賞(OP),,9,3,3,9.6,4.0,4,柴田大知,54,芝1400,良,-8.0,1:23.0,0.6,71.0,5-5,35.1-35.3,35.1,498(-2),,,タイセイプライド,240.0,10,,240.0,0.3,68.5,0,,,34.900000000000006,0.625,16.867469879518072,16.884439165111147,83.0,5.0,5.0,35.1,35.3,0.0,-0.19999999999999574,-0.19999999999999574,-0.5,-0.399999999999995,0.10000000000000497,1.0,1.0,0.0,6.0,3.5,4.0,0.5,6.236095644623236,0.5436502143433384,2,35.166666666666664,35.2,68.5
127,127,2017/07/23,2福島8,小雨,2,2歳未勝利,,11,3,3,2.0,1,1,柴田大知,54,芝1800,良,-3.0,1:51.4,0.0,68.0,5-3-4-4,37.4-36.2,35.9,456(+2),,,(ファイアプルーフ),500.0,11,,390.0,0.0,65.0,0,,,36.0,0.9565217391304348,16.15798922800718,16.172519793859706,111.4,5.0,4.0,37.4,36.2,-1.5,-0.30000000000000426,1.1999999999999957,-1.5,-0.45000000000000284,1.0499999999999972,3.0,4.0,1.0,5.0,3.5,3.5,0.0,6.164414002968976,1.0402991022884838,2,36.5,36.650000000000006,65.0
128,128,2017/06/18,3東京6,曇,6,2歳新馬,,15,4,7,3.9,2,1,戸崎圭太,54,芝1400,良,-13,1:23.7,0.0,75,5-5,36.8-34.6,34.1,492(0),,,(リンシャンカイホウ),700.0,12,,700.0,0.0,75.0,0,,,34.1,1.0,16.726403823178018,16.726403823178018,83.7,5.0,5.0,36.8,34.6,-2.6999999999999957,-0.5,2.1999999999999957,-2.6999999999999957,-0.5,2.1999999999999957,4.0,4.0,0.0,5.0,4.0,4.0,0.0,0.5,0.1999999999999993,2,35.166666666666664,35.166666666666664,75.0
129,129,2017/08/06,2新潟4,晴,1,2歳未勝利,,9,6,6,2.0,1,1,ルメール,54,芝1600,良,-8.0,1:35.5,0.0,74.0,1-1,37.0-34.3,34.3,458(+4),,,(ピースユニヴァース),500.0,13,,340.0,0.1,72.0,0,,,34.8,0.9,16.75392670157068,16.62438603119771,95.5,1.0,1.0,37.0,34.3,-2.700000000000003,0.0,2.700000000000003,-1.9000000000000021,0.09999999999999787,2.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,2.494438257849294,0.49665548085837646,2,35.199999999999996,35.4,72.0
130,130,2017/07/22,2福島7,小雨,6,2歳新馬,,16,7,13,6.1,4.0,1.0,戸崎圭太,54,芝1200,良,-5.0,1:11.0,0.0,66.0,8-7,35.0-36.0,34.9,438(0),,出遅れ,(ノーモアサイレンス),700.0,14.0,,,0.0,66.0,0,,,34.9,0.0,16.901408450704224,16.901408450704224,71.0,8.0,7.0,35.0,36.0,-0.10000000000000142,-1.1000000000000014,-1.0,-0.10000000000000142,-1.1000000000000014,-1.0,6.0,7.0,1.0,7.0,6.0,7.0,1.0,1.0,0.34999999999999787,2,35.300000000000004,35.300000000000004,66.0
131,131,2017/07/09,2福島4,晴,5,2歳新馬,,14,6,10,2.4,1,1,戸崎圭太,54,芝1800,良,-7,1:51.2,0.0,62,11-10-7-3,37.6-36.7,36.2,498(0),,4角不利,(トッカータ),700.0,15,,700.0,0.0,62.0,0,,,36.2,1.0,16.18705035971223,16.18705035971223,111.2,11.0,3.0,37.6,36.7,-1.3999999999999986,-0.5,0.8999999999999986,-1.3999999999999986,-0.5,0.8999999999999986,2.0,10.0,8.0,3.0,2.0,10.0,8.0,7.5,0.10000000000000142,2,36.833333333333336,36.833333333333336,62.0
132,132,2017/07/09,2福島4,晴,11,七夕賞(G3),,12,7,9,4.1,2,11,武士沢友,57.5,芝2000,良,-7,2:00.2,2.0,94,1-1-1-2,33.9-36.6,38.6,528(+8),,,ゼーヴィント,,1,,1005.5,0.7904761904761903,94.85714285714286,0,,,36.27619047619047,0.7891156462585034,16.638935108153078,16.6489713843792,120.2,1.0,2.0,33.9,36.6,4.700000000000003,2.0,-2.700000000000003,1.0904761904761895,0.7904761904761896,-0.2999999999999999,-9.0,-10.0,-1.0,1.0952380952380953,-4.9523809523809526,-5.0476190476190474,-0.09523809523809523,10.747765479852886,1.549573388371914,5,36.36666666666667,35.649206349206345,101.75
133,133,2017/07/23,3中京8,曇,11,トヨタ賞中京記念(G3),,16,2,3,9.0,5,1,津村明秀,57.0,芝1600,良,-5,1:33.2,0.0,109,2-2-2,34.7-34.8,34.8,494(+4),,,(グランシルク),3956.0,2,,735.2449999999999,0.7727272727272727,89.4090909090909,0,,,35.58181818181818,0.6014492753623188,17.167381974248926,16.828768778472124,93.2,2.0,2.0,34.7,34.8,0.09999999999999432,0.0,-0.09999999999999432,0.34999999999999915,0.49090909090909013,0.14090909090909098,1.0,1.0,0.0,3.909090909090909,-2.727272727272727,-2.6818181818181817,0.045454545454545456,13.672098448754623,1.315761655262592,5,34.766666666666666,35.301515151515154,99.25
134,134,2017/07/23,3中京8,曇,11,トヨタ賞中京記念(G3),,16,5.0,10,7.8,3,5,松若風馬,56.0,芝1600,良,-5.0,1:34.0,0.8,103.0,11-12-12,34.7-34.8,34.5,526(-4),,,ウインガニオン,390.0,3,,617.55,0.4782608695652173,99.8695652173913,0,,,35.186956521739134,0.7208121827411168,17.02127659574468,16.71592708707251,94.0,11.0,12.0,34.7,34.8,-0.20000000000000284,-0.29999999999999716,-0.09999999999999432,-0.3130434782608703,-0.13913043478260975,0.17391304347826056,7.0,6.0,-1.0,6.565217391304348,1.2608695652173914,2.3043478260869565,1.0434782608695652,11.80740998507105,1.4677020493123105,5,34.666666666666664,35.33768115942029,100.75
135,135,2017/06/04,3東京2,晴,11,安田記念(G1),,18,8,17,32.4,11,16,松岡正海,58.0,芝1600,良,-12,1:33.1,1.6,103,3-3,33.9-34.4,35.7,516(+2),,,サトノアラジン,,4,,1069.0277777777778,0.3631578947368421,100.42105263157895,0,,,34.378947368421066,0.6639344262295082,17.185821697099893,16.996341117615955,93.1,3.0,3.0,33.9,34.4,1.8000000000000043,1.3000000000000043,-0.5,-1.1052631578947365,-0.13684210526315796,0.9684210526315785,-13.0,-13.0,0.0,5.421052631578948,0.05263157894736842,0.05263157894736842,0.0,10.2268030195169,0.9227133899537824,5,34.666666666666664,34.79298245614035,103.0
136,136,2016/10/22,4東京6,曇,11.0,富士S(G3),,11,2.0,2,5.2,2.0,3,蛯名正義,57.0,芝1600,良,-5.0,1:34.2,0.2,108.0,3-3,36.3-34.2,34.0,480(+10),,出遅れ,ヤングマンパワー,1005.7,5,,1874.4333333333332,0.26,98.3,0,,,34.309999999999995,0.9180327868852459,16.985138004246284,16.81486505964515,94.2,3.0,3.0,36.3,34.2,-2.299999999999997,-0.20000000000000284,2.0999999999999943,-0.7700000000000014,-0.4500000000000021,0.31999999999999923,0.0,0.0,0.0,7.8,4.8,5.1,0.3,13.98877944687181,0.9019721276227245,5,34.833333333333336,34.71666666666667,109.0
137,137,2017/06/25,3東京8,曇,11,パラダイスS(OP),,9,8,9,3.3,2,5,池添謙一,57.0,芝1400,稍,-7,1:21.3,0.4,106,9-9,35.7-33.7,33.3,462(+12),,出脚鈍い,ウインガニオン,230.0,6,,1658.85,0.36363636363636365,102.27272727272727,0,,,34.03636363636363,0.7830188679245284,17.22017220172202,16.892967967035563,81.3,9.0,9.0,35.7,33.7,-2.4000000000000057,-0.4000000000000057,2.0,-1.5090909090909093,-0.7545454545454556,0.7545454545454536,4.0,4.0,0.0,10.363636363636363,5.636363636363637,7.545454545454546,1.9090909090909092,7.0371040445152815,0.7606192652481707,4,34.233333333333334,34.79090909090909,107.0
138,138,2017/05/13,2東京7,雨,11,京王杯スプリングC(G2),,13,2,2,29.0,9,10,柴田善臣,56.0,芝1400,重,21,1:23.7,0.5,103,8-6,36.4-34.2,34.3,538(-8),,出遅れ,レッドファルクス,,7,,976.3260869565219,0.3458333333333332,100.41666666666667,0,,,34.2875,0.7125,16.726403823178018,16.954201241724544,83.7,8.0,6.0,36.4,34.2,-2.1000000000000014,0.09999999999999432,2.1999999999999957,-1.0958333333333323,-0.39166666666666633,0.704166666666666,-4.0,-2.0,2.0,8.0,2.7916666666666665,3.0416666666666665,0.25,16.84280261714184,0.8361817984146741,6,34.96666666666667,34.78333333333334,100.25
139,139,2017/07/23,3中京8,曇,11,トヨタ賞中京記念(G3),,16,1,1,60.4,15,8,ホワイト,57.0,芝1600,良,-5,1:34.2,1.0,99,8-8-8,34.7-34.8,35.1,520(0),,出遅れ,ウインガニオン,,8,,888.6499999999999,0.48399999999999993,102.28,0,,,34.864,0.7454545454545455,16.985138004246284,16.60987883092729,94.2,8.0,8.0,34.7,34.8,0.3999999999999986,0.30000000000000426,-0.09999999999999432,-1.2000000000000006,-0.46800000000000014,0.7320000000000004,0.0,0.0,0.0,7.72,2.36,3.76,1.4,10.756654744936975,0.9758322195490675,7,34.86666666666667,35.42,99.75
140,140,2017/07/23,2福島8,小雨,11,福島テレビOP(OP),,7,4,4,5.9,4,4,戸崎圭太,56.0,芝1800,良,2.0,1:47.8,0.2,105.0,6-7-7-6,36.7-34.2,33.9,444(-2),,出遅れ,マウントロブソン,360.0,9,,90.0,0.7833333333333333,94.7,0,,,35.03666666666666,0.32075471698113206,16.697588126159555,16.39808698619095,107.8,6.0,6.0,36.7,34.2,-2.8000000000000043,-0.30000000000000426,2.5,-0.8000000000000006,-0.38333333333333336,0.41666666666666724,2.0,2.0,0.0,10.4,3.1,4.066666666666666,0.9666666666666667,12.282573122004957,1.5734464118050102,6,34.93333333333333,35.43111111111111,103.75
141,141,2017/05/14,2東京8,曇,11,ヴィクトリアマイル(G1),,17,6,12,37.8,8,9,吉田隼人,55.0,芝1600,稍,-4,1:34.5,0.6,107,12-15,35.6-33.8,33.4,490(+8),,,アドマイヤリード,,10,,712.0428571428572,0.4722222222222222,99.94444444444444,0,,,34.422222222222224,0.6157407407407407,16.93121693121693,17.021949937327115,94.5,12.0,15.0,35.6,33.8,-2.200000000000003,-0.3999999999999986,1.8000000000000043,-0.533333333333335,-0.49444444444444396,0.03888888888889102,6.0,3.0,-3.0,10.61111111111111,4.222222222222222,4.444444444444445,0.2222222222222222,7.101168410746497,1.1703398185393528,7,34.26666666666666,34.764814814814805,104.0
142,142,2017/07/02,3中京2,雨,11,CBC賞(G3),,18,8,18,18.3,11,8,武豊,55.0,芝1200,良,-7,1:08.4,0.4,100,17-17,33.2-34.8,33.3,452(-2),,,シャイニングレイ,,11,,516.5769230769231,0.3142857142857143,96.38095238095238,0,,,34.509523809523806,0.7784431137724551,17.543859649122805,16.748943205459277,68.4,17.0,17.0,33.2,34.8,0.09999999999999432,-1.5,-1.5999999999999943,-1.3904761904761902,-0.5,0.8904761904761903,9.0,9.0,0.0,7.809523809523809,3.619047619047619,4.523809523809524,0.9047619047619048,9.922114044266879,0.9705583295579818,6,33.766666666666666,35.13968253968254,103.75
143,143,2017/06/11,3東京4,曇,10,多摩川S(1600万下),,11,8,10,3.1,2,1,Ｍ．デム,58.0,芝1600,良,-10,1:34.3,0.0,98,4-1,37.3-33.0,33.0,470(-12),,出遅れ,(ハクサンルドルフ),1843.1,12,,784.85,0.22307692307692306,96.23076923076923,0,,,34.315384615384616,0.8870967741935484,16.96712619300106,16.58966142449475,94.3,4.0,1.0,37.3,33.0,-4.299999999999997,0.0,4.299999999999997,-1.5384615384615379,-0.6307692307692293,0.9076923076923086,0.0,3.0,3.0,7.384615384615385,4.846153846153846,5.769230769230769,0.9230769230769231,11.536985776897124,0.7950099473129443,4,34.43333333333333,35.03846153846153,107.75
144,144,2017/05/07,2東京6,曇,11,NHKマイルC(G1),,18,6,11,57.1,16,5,内田博幸,57.0,芝1600,良,-11,1:33.0,0.7,106,10-10,34.5-34.4,34.4,480(+6),,,アエロリット,950.0,13,,609.525,0.3875,85.375,0,,,35.699999999999996,0.8125,17.204301075268816,16.594767174607505,93.0,10.0,10.0,34.5,34.4,-0.10000000000000142,0.0,0.10000000000000142,-0.3125000000000009,0.09999999999999964,0.41250000000000053,5.0,5.0,0.0,4.375,1.125,1.125,0.0,10.96458946893235,1.168833965756545,3,34.43333333333333,35.770833333333336,94.5
145,145,2017/07/23,2福島8,小雨,11,福島テレビOP(OP),,7,3,3,2.2,1,2,柴田大知,56.0,芝1800,良,2,1:47.7,0.1,104,2-2-2-1,36.7-34.2,34.2,478(0),,,マウントロブソン,965.0,14,,1080.6444444444444,0.56,96.13333333333334,0,,,35.60666666666667,0.7457627118644068,16.71309192200557,16.642289140251854,107.7,2.0,1.0,36.7,34.2,-2.5,0.0,2.5,-0.386666666666666,0.4266666666666666,0.8133333333333326,-1.0,0.0,1.0,2.066666666666667,-2.8666666666666667,-2.533333333333333,0.3333333333333333,7.498958260985321,1.2129348447051884,4,35.03333333333334,35.593333333333334,101.75
146,146,2017/07/23,3中京8,曇,11,トヨタ賞中京記念(G3),,16,8,15,3.8,1,3,Ｍ．デム,57.0,芝1600,良,-5.0,1:33.6,0.4,110.0,16-15-15,34.7-34.8,33.9,502(+10),,出遅れ,ウインガニオン,988.0,15,,806.0473684210526,0.17368421052631575,100.89473684210526,0,,,34.01052631578947,0.8361344537815126,17.094017094017094,16.932259546592906,93.6,16.0,15.0,34.7,34.8,-0.8000000000000043,-0.8999999999999986,-0.09999999999999432,-1.8052631578947367,-0.5736842105263157,1.2315789473684209,12.0,13.0,1.0,7.526315789473684,4.473684210526316,5.0,0.5263157894736842,8.302258728803867,0.7235157220130047,5,34.46666666666666,34.80350877192983,105.0
147,147,2017/06/11,3東京4,曇,11,エプソムC(G3),,18,5,9,8.8,4,15,田辺裕信,56.0,芝1800,良,-10,1:47.2,1.3,97,12-12-12,36.1-34.5,34.9,496(0),,出遅れ,ダッシングブレイズ,,16,,1253.9,0.6285714285714286,97.57142857142857,0,,,35.266666666666666,0.6553398058252428,16.791044776119403,16.822329516620524,107.2,12.0,12.0,36.1,34.5,-1.2000000000000028,0.3999999999999986,1.6000000000000014,-0.14761904761904804,0.028571428571427623,0.17619047619047565,-3.0,-3.0,0.0,5.523809523809524,-0.6190476190476191,-0.2857142857142857,0.3333333333333333,10.99032256499529,1.2294257209387576,5,35.166666666666664,35.3063492063492,102.75
148,148,2016/07/23,3中京7,曇,5,2歳新馬,,18,5,10,5.2,3,1,川田将雅,54.0,芝1400,良,-16,1:22.6,0,75,3-6,35.1-35.4,35.1,466(0),,,(ラニカイサンデー),700.0,1,,700.0,0.0,75.0,0,,,35.1,1.0,16.949152542372882,16.949152542372882,82.6,3.0,6.0,35.1,35.4,0.0,-0.29999999999999716,-0.29999999999999716,0.0,-0.29999999999999716,-0.29999999999999716,5.0,2.0,-3.0,6.0,5.0,2.0,-3.0,8.5,0.9499999999999993,2,35.199999999999996,35.199999999999996,75.0
149,149,2016/07/02,2福島1,小雨,1,2歳未勝利,,13,2,2,4.5,3,1,岩部純二,54.0,芝1800,良,-13,1:50.1,0.0,66,12-12-12-12,35.8-36.8,35.7,460(-6),,出遅れ,(マロンタキシード),500.0,2,,340.0,0.15,64.0,0,,,34.900000000000006,0.92,16.348773841961854,16.321026432182556,110.1,12.0,12.0,35.8,36.8,-0.09999999999999432,-1.0999999999999943,-1.0,-1.5999999999999979,-0.899999999999995,0.7000000000000028,11.0,11.0,0.0,12.0,10.0,10.0,0.0,12.364824660660938,1.1469767022723518,2,36.1,35.733333333333334,64.0
150,150,2016/06/12,3東京4,晴,5,2歳新馬,,12,7,9,4.7,3.0,1,Ｍ．デム,54.0,芝1800,良,-11,1:49.9,0.0,73,2-4-3,36.2-35.2,34.8,462(0),,,(レジェンドセラー),700.0,3,,700.0,0.0,73.0,0,,,34.8,1.0,16.378525932666058,16.378525932666058,109.9,2.0,3.0,36.2,35.2,-1.4000000000000057,-0.4000000000000057,1.0,-1.4000000000000057,-0.4000000000000057,1.0,2.0,1.0,-1.0,3.0,2.0,1.0,-1.0,8.0,0.5499999999999972,2,35.4,35.4,73.0
151,151,2016/07/03,2福島2,雨,5,2歳新馬,,15,5,8,23.2,7,1,木幡巧也,51.0,芝1800,良,-10,1:51.2,0.0,68,1-1-1-1,37.0-35.3,35.3,438(0),,,(ウインクバック),700.0,4,,700.0,0.0,68.0,0,,,35.3,1.0,16.18705035971223,16.18705035971223,111.2,1.0,1.0,37.0,35.3,-1.7000000000000028,0.0,1.7000000000000028,-1.7000000000000028,0.0,1.7000000000000028,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.6999999999999993,2,35.86666666666667,35.86666666666667,68.0
152,152,2016/06/11,3阪神3,晴,5,2歳新馬,,11,4,4,4.1,2,1,藤岡佑介,54.0,芝1400,良,-15,1:22.9,0.0,73,5-5,35.2-35.7,35.2,432(0),,,(アダムバローズ),700.0,5,,700.0,0.0,73.0,0,,,35.2,1.0,16.887816646562122,16.887816646562122,82.9,5.0,5.0,35.2,35.7,0.0,-0.5,-0.5,0.0,-0.5,-0.5,4.0,4.0,0.0,5.0,4.0,4.0,0.0,6.0,0.75,2,35.36666666666667,35.36666666666667,73.0
153,153,2016/07/03,3中京2,曇,1,2歳未勝利,,9,5,5,1.4,1,1,柴田未崎,54.0,芝1400,良,-22.0,1:22.1,0.0,76.0,4-5,35.0-35.3,34.9,458(-4),,出遅れ,(スーサンゴー),500.0,6,,326.6666666666667,0.03333333333333333,77.33333333333333,0,,,35.199999999999996,0.9166666666666666,17.05237515225335,16.94950094368197,82.1,4.0,5.0,35.0,35.3,-0.10000000000000142,-0.3999999999999986,-0.29999999999999716,0.03333333333333144,-0.3666666666666695,-0.40000000000000097,4.0,3.0,-1.0,3.6666666666666665,2.0,2.3333333333333335,0.3333333333333333,2.947456530637899,0.7084313657652378,2,35.06666666666666,35.31111111111111,77.33333333333333
154,154,2016/08/06,2新潟3,晴,5,2歳新馬,,18,2,4,5.7,3,1,Ｍ．デム,54.0,芝1600,良,-9,1:35.9,0.0,73,2-2,37.2-33.4,33.4,506(0),,,(アウトライアーズ),700.0,7,,700.0,0.0,73.0,0,,,33.4,1.0,16.68404588112617,16.68404588112617,95.9,2.0,2.0,37.2,33.4,-3.8000000000000043,0.0,3.8000000000000043,-3.8000000000000043,0.0,3.8000000000000043,1.0,1.0,0.0,2.0,1.0,1.0,0.0,4.0,0.4499999999999993,2,34.666666666666664,34.666666666666664,73.0
155,155,2016/07/03,3中京2,曇,5,2歳新馬,,13,7,11,3.6,1,1,石橋脩,54.0,芝1600,良,-22,1:35.3,0.0,77,3-4-4,35.9-36.2,35.5,484(0),,出脚鈍い,(ラヴィングアンサー),700.0,8,,700.0,0.0,77.0,0,,,35.5,1.0,16.7890870933893,16.7890870933893,95.3,3.0,4.0,35.9,36.2,-0.3999999999999986,-0.7000000000000028,-0.30000000000000426,-0.3999999999999986,-0.7000000000000028,-0.30000000000000426,3.0,2.0,-1.0,4.0,3.0,2.0,-1.0,3.5,1.0,2,35.86666666666667,35.86666666666667,77.0
156,156,2016/07/31,2新潟2,晴,6,2歳新馬,,18,6,12,8.7,3.0,1.0,柴田大知,54.0,芝1400,良,-10.0,1:23.8,0.0,58.0,8-8,34.0-37.5,36.3,430(0),,,(チャーミングヤッコ),700.0,9.0,,700.0,0.0,58.0,0,,,36.3,1.0,16.706443914081145,16.706443914081145,83.8,8.0,8.0,34.0,37.5,2.299999999999997,-1.2000000000000028,-3.5,2.299999999999997,-1.2000000000000028,-3.5,7.0,7.0,0.0,8.0,7.0,7.0,0.0,12.0,1.1499999999999986,2,35.93333333333333,35.93333333333333,58.0
