,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,最終コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢
368,368,2021/01/16,1小倉1,晴,6,3歳未勝利,,16,6,11,385.7,16,12,木幡育也,53,芝1800,良,-14.0,1:50.1,2.2,55.0,10-12-15-15,34.0-36.6,37.5,400(-6),,,バガン,0.0,2,0.0,0.0,1.8333333333333333,55.0,0,,,36.86666666666667,0.2926829268292683,16.348773841961854,16.35948517091812,110.1,10.0,15.0,3.0,-2.0,-5.0,12.333333333333334,1.6666666666666667,0.3333333333333333,-1.3333333333333333,10.428326807307105,1.6347782724271804,3
369,369,2021/02/21,1阪神4,晴,1,3歳未勝利,,16,7,13,31.3,6,11,斎藤新,53,ダ1200,良,2,1:15.8,3.0,48,10-10,36.1-36.7,38.6,406(+6),,躓く,ヴァガボンド,0.0,3,0.0,0.0,1.5833333333333333,64.66666666666667,0,,,37.050000000000004,0.44047619047619047,15.8311345646438,16.502329785942322,75.8,10.0,10.0,-1.0,-1.0,0.0,10.0,1.1666666666666667,1.8333333333333333,0.6666666666666666,11.045361017187261,1.6507264943604902,3
370,370,2021/02/13,1東京5,晴,5,3歳未勝利,,16,7,13,88.4,11.0,16,江田照男,54,芝1400,良,-14,1:25.3,3.5,43,3-3,34.9-34.6,37.9,452(-8),,,サトノブラーヴ,0.0,4,0.0,0.0,2.6,44.5,0,,,36.65,0.08,16.412661195779602,16.043321193501086,85.3,3.0,3.0,-13.0,-13.0,0.0,2.5,-10.0,-10.0,0.0,13.960261060914616,1.5769168230019817,3
371,371,2021/01/31,1小倉6,晴,2,3歳未勝利,,18,8,18,6.2,2,15,吉田隼人,54,芝1200,良,1.0,1:11.3,1.7,57.0,7-5,33.7-35.9,37.2,412(-16),,,ルルルージュ,0.0,5,110.0,55.0,1.15,65.0,0,,,35.8,0.39285714285714285,16.83029453015428,16.92578556294948,71.3,7.0,5.0,-10.0,-8.0,2.0,4.5,-5.0,-4.0,1.0,8.339997335464536,1.7107503227141796,3
372,372,2021/02/20,2小倉3,晴,2,3歳未勝利,,18,8,16,29.1,7.0,9.0,勝浦正樹,56,芝1200,良,-10.0,1:09.7,1.2,69.0,4-4,34.0-34.5,35.4,468(-6),,,アンジュソレイユ,0.0,6.0,0.0,0.0,2.35,48.5,0,,,39.725,0.3548387096774194,17.21664275466284,16.299724075864148,69.7,4.0,4.0,-5.0,-5.0,0.0,2.5,-8.5,-8.75,-0.25,20.732583051805193,3.160126579743287,3
373,373,2021/02/06,1中京11,晴,2,3歳未勝利,,16,1,2,29.9,8,15,川須栄彦,56,ダ1400,稍,-3,1:29.2,3.4,40,1-2,34.7-38.7,42.1,470(-4),,,メイショウヨシテル,0.0,7,70.0,23.333333333333332,1.8,57.0,0,,,38.06666666666667,0.2631578947368421,15.695067264573991,16.579572124514616,89.2,1.0,2.0,-13.0,-14.0,-1.0,2.6666666666666665,-7.666666666666667,-8.666666666666666,-1.0,12.397076268217438,3.0793668180325655,3
374,374,2020/11/14,3福島5,晴,4,2歳未勝利,,16,7,14,24.7,10,9,松岡正海,55,芝1200,良,0,1:10.6,0.7,77,5-4,34.0-35.9,36.2,496(+6),,,ネクストストーリー,0.0,8,147.0,49.0,0.4666666666666666,73.66666666666667,0,,,36.300000000000004,0.6739130434782609,16.997167138810198,16.93713270078586,70.6,5.0,4.0,-5.0,-4.0,1.0,2.3333333333333335,-3.6666666666666665,-3.3333333333333335,0.3333333333333333,5.3091901453988255,1.0709224995301947,3
375,375,2020/07/11,2福島3,曇,1,2歳未勝利,,16,8,16,153.5,13,15,石川裕紀,54,芝1200,稍,2,1:13.8,3.3,32,3-5,34.2-36.3,39.3,426(+2),,,ユイノチャッキー,0.0,9,0.0,0.0,2.8,40.5,0,,,38.8,0.13793103448275862,16.260162601626018,15.957869950519466,73.8,3.0,5.0,-10.0,-12.0,-2.0,9.0,-4.5,-5.5,-1.0,13.474255287605157,2.3456816114345567,3
376,376,2021/02/14,2小倉2,晴,1,3歳未勝利,,16,5,10,183.4,16.0,16.0,山田敬士,52,ダ1700,良,3.0,1:53.0,4.8,25.0,13-13-15-16,30.8-39.7,42.4,444(-4),,出遅れ,ギブミーラブ,0.0,10.0,0.0,0.0,2.2142857142857144,55.142857142857146,0,,,37.32857142857142,0.2777777777777778,15.044247787610619,16.62598845061864,113.0,13.0,16.0,0.0,-3.0,-3.0,9.428571428571429,-2.7142857142857144,-6.142857142857143,-3.4285714285714284,17.265844172817037,2.5124378101756064,3
377,377,2021/04/17,3中山7,曇,3,3歳未勝利,,16,8,15,17.3,4,5,戸崎圭太,54,ダ1200,稍,-7,1:13.2,0.4,69,5-5,34.3-38.5,38.1,474(-8),,,ジーガーオーシャン,51.0,11,102.0,17.0,1.8333333333333333,58.5,0,,,39.349999999999994,0.5632183908045977,16.39344262295082,15.812996942222666,73.2,5.0,5.0,0.0,0.0,0.0,6.0,-1.3333333333333333,-0.8333333333333334,0.5,8.00764940413801,2.1138995786393058,3
378,378,2020/12/20,5中山6,晴,1,2歳未勝利,,16,6,11,214.7,12,12,原優介,51,ダ1200,良,3,1:16.1,3.0,39,8-11,34.0-39.1,41.1,424(-6),,,サンマルセレッソ,0.0,12,0.0,0.0,3.0,42.5,0,,,39.05,0.25,15.768725361366624,15.967503558281464,76.1,8.0,11.0,-1.0,-4.0,-3.0,9.0,-4.0,-5.5,-1.5,3.8586123009300755,3.0269162892657304,3
379,379,2021/01/24,1小倉4,曇,6,3歳未勝利,,18,8,18,50.3,12,17,黛弘人,54,芝1200,重,13,1:13.0,2.6,44,11-15,34.0-36.4,38.1,422(-4),,,フォイアーロート,0.0,13,410.0,68.33333333333333,1.5999999999999999,61.5,0,,,37.28333333333334,0.4878048780487805,16.438356164383563,16.618573175482442,73.0,11.0,15.0,-2.0,-6.0,-4.0,7.333333333333333,-0.6666666666666666,-2.3333333333333335,-1.6666666666666667,11.095135907970057,1.6942881233420597,3
380,380,2021/02/10,船橋,曇,10,ベストレイン特別,,13,4,5,69.9,11,13,藤本現暉,54,ダ1600,良,-5,1:48.6,5.1,14,1-1-1-6,38.0-39.7,44.8,451(+2),,,トーセンジーザス,0.0,14,0.0,0.0,4.375,13.25,0,,,42.525,0.06976744186046512,14.732965009208105,15.189811352622126,108.6,1.0,6.0,-7.0,-12.0,-5.0,5.5,-5.5,-8.25,-2.75,11.47170431975999,2.9348935244740986,3
381,381,2021/02/14,2小倉2,晴,2,3歳未勝利,,18,1,1,255.6,17.0,18,荻野極,54,芝1200,良,-13,1:15.3,7.1,-16,11-17,32.4-35.8,41.5,424(+2),,,タガノスペルノヴァ,0.0,15,181.0,22.625,2.4499999999999997,44.125,0,,,36.65,0.2786885245901639,15.936254980079681,16.832178124574167,75.3,11.0,17.0,-1.0,-7.0,-6.0,7.625,-4.375,-5.0,-0.625,24.94883653488564,2.153951293051797,3
382,382,2021/01/11,1中山4,曇,4,3歳新馬,,16,3,6,74.6,10,15,原優介,51,ダ1200,良,3,1:22.6,8.0,-51,10-14,35.8-38.8,45.6,368(0),,,ジュンダイハード,0.0,16,0.0,0.0,8.0,-51.0,0,,,45.6,0.06666666666666667,14.527845036319613,14.527845036319613,82.6,10.0,14.0,-1.0,-5.0,-4.0,14.0,-1.0,-5.0,-4.0,3.0,3.150000000000002,3
383,383,2021/02/27,2小倉5,曇,11,帆柱山特別(2勝クラス),,18,8,17,9.2,5,5,菅原明良,57,芝1200,稍,1.0,1:08.6,0.3,97.0,2-1,33.1-35.2,35.5,484(-4),,,マイネルアルケミー,150.0,1,4589.9,176.53461538461536,0.7192307692307692,82.3076923076923,0,,,36.86923076923077,0.6786703601108033,17.49271137026239,16.863836586927597,68.6,2.0,1.0,-4.0,-3.0,1.0,2.1538461538461537,-3.3076923076923075,-3.1538461538461537,0.15384615384615385,8.908466095551073,1.7308386606312565,5
384,384,2021/05/02,1新潟8,曇,9,4歳以上1勝クラス,,15,7,12,4.6,2,1,丹内祐次,55,芝1000,重,15.0,0:56.5,0.0,90.0,3,33.7-33.9,33.9,510(+4),,,(アドマイヤレオ),760.0,2,1270.0,141.11111111111111,1.6333333333333333,61.22222222222222,0,,,38.36666666666667,0.4117647058823529,17.699115044247787,16.380756049543958,56.5,3.0,3.0,2.0,2.0,0.0,3.111111111111111,-6.777777777777778,-6.777777777777778,0.0,17.38275007011261,2.3337523433303717,4
385,385,2021/02/20,2小倉3,晴,12,紫川特別(2勝クラス),,18,3,6,129.1,16,14,秋山稔樹,55,芝1200,良,-10.0,1:08.6,0.6,86.0,12-12,33.3-34.7,34.4,440(-4),,,ボンボヤージ,0.0,3,1078.4,71.89333333333335,0.9666666666666667,64.46666666666667,0,,,37.993333333333325,0.48058252427184467,17.49271137026239,16.319817091560207,68.6,12.0,12.0,-2.0,-2.0,0.0,5.933333333333334,-2.2,-1.8666666666666667,0.3333333333333333,16.052647756678645,2.3698298989589945,6
386,386,2021/02/07,1中京12,晴,12,4歳以上2勝クラス,,13,6,8,61.9,11,11,嶋田純次,55,芝1200,良,-1.0,1:09.9,0.9,84.0,2-2,34.0-35.0,35.6,450(-8),,,ウォーターエデン,0.0,4,3353.8,111.79333333333334,0.8000000000000002,81.63333333333334,0,,,34.96666666666667,0.4809843400447427,17.167381974248926,17.2838195715544,69.9,2.0,2.0,-9.0,-9.0,0.0,6.6,-2.1333333333333333,-2.3,-0.16666666666666666,9.06193281981285,1.3030581176050435,6
387,387,2021/01/30,1小倉5,晴,12,有田特別(2勝クラス),,14,7,11,41.3,13,7,藤田菜七,54.0,ダ1000,稍,-6.0,0:58.6,0.8,84.0,3-3,33.8-35.2,35.8,460(-4),,,ポートナイトサイト,0.0,5,1620.0,147.27272727272728,1.009090909090909,74.0909090909091,0,,,37.08181818181818,0.5642857142857143,17.064846416382252,16.608923247469757,58.6,3.0,3.0,-4.0,-4.0,0.0,4.545454545454546,-2.0,-1.9090909090909092,0.09090909090909091,10.711818499001724,1.3817008439681226,4
388,388,2021/01/24,1小倉4,曇,3,4歳以上1勝クラス,,14,6,10,4.3,2,1,秋山稔樹,51,ダ1000,不,-24.0,0:58.0,0.0,76.0,1-1,33.7-35.6,35.6,464(+2),,,(ジューンマウス),760.0,6,2351.0,213.72727272727272,0.47272727272727283,74.72727272727273,0,,,36.64545454545455,0.7622377622377622,17.24137931034483,16.832115840259323,58.0,1.0,1.0,0.0,0.0,0.0,2.6363636363636362,-1.4545454545454546,-1.5454545454545454,-0.09090909090909091,10.685855136581255,1.5417117110536587,4
389,389,2021/04/10,1新潟1,晴,7,4歳以上1勝クラス,,15,3,4,4.8,2,1,藤田菜七,53,ダ1200,良,-2.0,1:12.4,0.0,85.0,1-1,34.2-38.2,38.2,474(+10),,,(ランランウイング),760.0,7,3040.0,217.14285714285714,0.32857142857142857,83.85714285714286,0,,,35.657142857142865,0.8598130841121495,16.574585635359114,17.064668196654875,72.4,1.0,1.0,0.0,0.0,0.0,5.0,1.8571428571428572,2.0,0.14285714285714285,10.9085084019565,1.178398159461489,4
390,390,2021/01/30,1小倉5,曇,7,4歳以上1勝クラス,,12,1,1,5.2,3,1,亀田温心,56,芝1200,良,-1.0,1:09.3,0.0,84.0,4-4,34.2-35.1,34.8,494(-6),,,(モテモテ),760.0,8,1570.0,98.125,1.35625,69.625,0,,,37.675,0.5580357142857143,17.316017316017316,16.464769986899405,69.3,4.0,4.0,3.0,3.0,0.0,5.0,-2.1875,-1.75,0.4375,21.195089853785348,2.193810103032186,5
391,391,2020/10/10,4新潟1,晴,7,3歳以上1勝クラス,,16,8,16,4.3,2,1,横山武史,55,芝1000,良,0.0,0:55.5,0.0,93.0,5,32.7-33.4,33.2,446(-8),,,(レオハイセンス),760.0,9,1330.0,133.0,0.8099999999999999,74.0,0,,,36.27999999999999,0.6446280991735537,18.01801801801802,16.587256636028023,55.5,5.0,5.0,4.0,4.0,0.0,4.5,-0.8,-0.7,0.1,16.34493881277591,2.532075227689273,5
392,392,2021/02/27,2小倉5,曇,11,帆柱山特別(2勝クラス),,18,7,13,59.3,16,14,小林凌大,55,芝1200,稍,1.0,1:09.3,1.0,86.0,1-2,33.1-35.2,36.2,476(+6),,,マイネルアルケミー,0.0,10,1576.6000000000001,112.61428571428573,1.0071428571428571,71.0,0,,,36.26428571428571,0.4739583333333333,17.316017316017316,16.763067519691454,69.3,1.0,2.0,-12.0,-13.0,-1.0,5.785714285714286,-2.4285714285714284,-2.7142857142857144,-0.2857142857142857,18.743887892679396,1.8276396435475637,5
393,393,2021/03/13,2中山5,雨,12,4歳以上2勝クラス,,15,3,4,22.2,8,11,原優介,52,芝1200,不,56.0,1:14.5,1.2,76.0,3-2,34.6-38.7,39.4,448(-2),,,モエレコネクター,0.0,11,1724.7,123.19285714285715,0.7285714285714284,81.5,0,,,35.642857142857146,0.5789473684210527,16.107382550335572,17.20220857929139,74.5,3.0,2.0,-9.0,-8.0,1.0,5.0,-2.2857142857142856,-2.5714285714285716,-0.2857142857142857,12.365902941376968,1.7266537966058315,4
394,394,2021/02/21,2小倉4,晴,12,伊万里特別(2勝クラス),,14,3,4,5.4,3,14,和田竜二,55,ダ1000,稍,-4.0,1:00.5,2.6,53.0,3-3,33.6-35.4,37.9,498(-4),,出遅れ,ジャスパーイーグル,0.0,12,1544.0,154.4,1.3400000000000003,70.6,0,,,37.400000000000006,0.5116279069767442,16.52892561983471,16.60066500342561,60.5,3.0,3.0,-11.0,-11.0,0.0,2.6,-4.7,-4.8,-0.1,17.557461741661786,2.1051687669139705,4
395,395,2021/02/21,2小倉4,晴,12,伊万里特別(2勝クラス),,14,8,13,39.4,10,5,菊沢一樹,55,ダ1000,稍,-4.0,0:58.9,1.0,81.0,14-12,33.6-35.4,35.1,462(0),,出遅れ,ジャスパーイーグル,150.0,13,1303.8,65.19,0.9100000000000001,65.15,0,,,37.56,0.5985130111524164,16.977928692699493,16.505649022408242,58.9,14.0,12.0,7.0,9.0,2.0,3.35,-3.05,-3.0,0.05,13.531687846078878,2.1571901603138977,4
396,396,2021/02/13,2小倉1,晴,12,大濠特別(2勝クラス),,16,5,9,58.4,15,16,和田翼,51,芝1200,良,-15.0,1:09.8,2.8,63.0,5-9,32.8-34.2,36.4,448(-8),,,クリノアリエル,0.0,14,1728.0,144.0,1.508333333333333,76.83333333333333,0,,,35.949999999999996,0.3515151515151515,17.191977077363898,17.017126867944796,69.8,5.0,9.0,-7.0,-11.0,-4.0,6.333333333333333,-3.5833333333333335,-3.6666666666666665,-0.08333333333333333,24.790960368173142,2.4728825141915025,4
397,397,2020/07/19,2函館6,曇,12,潮騒特別(2勝クラス),,16,6,12,11.8,5,12,古川吉洋,52,芝1200,良,0.0,1:10.5,1.0,84.0,1-1,33.7-35.8,36.8,468(-4),,,タイセイブランシュ,0.0,15,1705.9,284.31666666666666,0.9500000000000001,77.83333333333333,0,,,36.199999999999996,0.5,17.02127659574468,17.068350014285425,70.5,1.0,1.0,-11.0,-11.0,0.0,3.0,-4.166666666666667,-4.5,-0.3333333333333333,21.40760879420479,1.4616177785632751,4
398,398,2021/04/17,3中山7,曇,6,3歳1勝クラス,,16,3,6,63.3,11,11,横山琉人,51,芝1200,良,-8,1:09.5,0.7,85,1-1,33.4-35.4,36.1,458(+6),,,メインターゲット,0.0,1,700.0,233.33333333333334,0.5,75.0,0,,,36.9,0.55,17.26618705035971,16.829260676558135,69.5,1.0,1.0,-10.0,-10.0,0.0,1.0,-6.0,-6.0,0.0,9.03811374126261,1.6813313177360365,3
399,399,2021/03/20,2中京3,曇,11,中スポ賞ファルコンS(G3),,15,2,2,264.4,15,15,城戸義政,54,芝1400,良,-9,1:22.3,2.2,79,4-3,33.7-35.0,36.8,450(+2),,,ルークズネスト,0.0,2,891.0,81.0,1.2545454545454546,70.45454545454545,0,,,36.50909090909091,0.36496350364963503,17.01093560145808,16.872118099428327,82.3,4.0,3.0,-12.0,-11.0,1.0,6.636363636363637,-2.272727272727273,-3.0,-0.7272727272727273,14.82935339865573,1.5140774602230738,3
400,400,2021/01/23,1小倉3,雨,10,萌黄賞(1勝クラス),,17,3,5,29.1,11,14,富田暁,54,芝1200,稍,9,1:11.1,1.4,68,11-13,32.7-37.0,37.4,382(-2),,,クープドクール,0.0,3,860.0,286.6666666666667,0.6,73.66666666666667,0,,,35.86666666666667,0.5952380952380952,16.877637130801688,17.006048329689197,71.1,11.0,13.0,-1.0,-3.0,-2.0,8.333333333333334,1.6666666666666667,2.0,0.3333333333333333,6.103277807866851,1.5481844205391024,3
401,401,2021/03/21,1阪神12,雨,6,3歳1勝クラス,,8,7,7,11.5,5,7,横山和生,56,芝1200,重,15,1:12.3,2.0,69,2-2,34.5-35.8,37.7,484(+12),,,マリーナ,0.0,4,665.0,83.125,1.2874999999999999,70.5,0,,,37.225,0.4235294117647059,16.597510373443985,16.758292297863566,72.3,2.0,2.0,-5.0,-5.0,0.0,3.875,-3.25,-2.875,0.375,9.16515138991168,2.1576736443576343,3
402,402,2021/04/17,1新潟3,雨,10,雪うさぎ賞(1勝クラス),,15,2,2,31.8,9,11,小林脩斗,56,芝1200,重,15,1:11.7,1.1,73,12-13,34.7-35.9,35.3,436(-14),,出遅れ,レイハリア,0.0,5,1120.4,112.04,1.12,67.4,0,,,35.88,0.5611510791366906,16.736401673640167,17.057528437324176,71.7,12.0,13.0,2.0,1.0,-1.0,6.7,-0.4,-0.9,-0.5,12.525016289723988,1.8754173089327697,3
403,403,2021/03/20,2中京3,曇,11,中スポ賞ファルコンS(G3),,15,6,11,183.8,14,13,秋山稔樹,54,芝1400,良,-9,1:21.6,1.5,87,3-3,33.7-35.0,36.2,418(-10),,,ルークズネスト,0.0,6,1022.0,170.33333333333334,0.6333333333333333,81.33333333333333,0,,,35.650000000000006,0.7325581395348837,17.15686274509804,16.7021844810089,81.6,3.0,3.0,-10.0,-10.0,0.0,3.0,-1.8333333333333333,-2.0,-0.16666666666666666,5.5217565971679115,0.6863092656836769,3
404,404,2021/03/28,3中山2,雨,6,3歳1勝クラス,,16,4,7,65.4,9,14,小林脩斗,53,ダ1200,稍,-8,1:13.5,2.0,64,7-7,34.2-37.3,38.7,486(-10),,,ラストサムライ,0.0,7,867.0,123.85714285714286,1.3,69.85714285714286,0,,,38.228571428571435,0.47619047619047616,16.3265306122449,16.549529749138284,73.5,7.0,7.0,-7.0,-7.0,0.0,3.0,-5.857142857142857,-6.285714285714286,-0.42857142857142855,8.637671850678283,1.4785444700785975,3
405,405,2021/04/17,1新潟3,雨,10,雪うさぎ賞(1勝クラス),,15,8,15,125.7,13,8,小林凌大,56,芝1200,重,15,1:11.4,0.8,77,3-2,34.7-35.9,36.4,472(0),,,レイハリア,0.0,8,205.0,25.625,2.0875,47.75,0,,,38.537499999999994,0.32558139534883723,16.806722689075627,16.056219598265304,71.4,3.0,2.0,-6.0,-5.0,1.0,5.0,-3.25,-4.5,-1.25,25.950570297498903,3.1791372383473657,3
406,406,2021/04/17,1新潟3,雨,10,雪うさぎ賞(1勝クラス),,15,3,4,66.4,11,15,勝浦正樹,54,芝1200,重,15,1:12.4,1.8,63,9-7,34.7-35.9,36.4,372(0),,出遅れ,レイハリア,0.0,9,700.0,233.33333333333334,1.2666666666666666,68.33333333333333,0,,,36.266666666666666,0.39473684210526316,16.574585635359114,16.701349686187005,72.4,9.0,7.0,-8.0,-6.0,2.0,4.333333333333333,-4.333333333333333,-3.6666666666666665,0.6666666666666666,3.605551275463989,1.107925990308018,3
407,407,2021/02/28,2中山2,晴,6,3歳1勝クラス,,7,5,5,20.5,6,7,丸山元気,56,芝1600,良,-18,1:34.6,1.2,82,3-3-3,35.5-34.5,35.4,452(-6),,,ジュリオ,0.0,10,911.0,227.75,0.675,79.5,0,,,35.4,0.6976744186046512,16.913319238900634,16.664216029499187,94.6,3.0,3.0,-4.0,-4.0,0.0,5.0,0.75,2.0,1.25,8.114185110040317,0.7626270385975035,3
408,408,2021/04/17,3中山7,曇,6,3歳1勝クラス,,16,5,10,30.5,8,10,嶋田純次,56,芝1200,良,-8,1:09.5,0.7,85,12-13,33.4-35.4,34.6,456(+2),,,メインターゲット,0.0,11,1675.2,167.52,0.64,78.5,0,,,35.19,0.532258064516129,17.26618705035971,17.150818400849353,69.5,12.0,13.0,3.0,2.0,-1.0,6.3,-0.5,-1.3,-0.8,7.279542261515492,1.1788774601779874,3
409,409,2021/04/17,3中山7,曇,6,3歳1勝クラス,,16,1,1,16.7,6,7,木幡巧也,54,芝1200,良,-8,1:09.3,0.5,88,8-8,33.4-35.4,34.8,416(-4),,出遅れ,メインターゲット,0.0,12,1040.0,115.55555555555556,0.7555555555555555,74.88888888888889,0,,,36.03333333333333,0.6567164179104478,17.316017316017316,17.01539892362375,69.3,8.0,8.0,1.0,1.0,0.0,3.7777777777777777,-2.3333333333333335,-2.3333333333333335,0.0,16.00781059358212,1.3687950905814932,3
410,410,2021/04/10,2阪神5,晴,6,3歳1勝クラス,,11,7,9,7.9,5,8,浜中俊,54,芝1200,良,-20,1:09.6,1.2,73,3-3,34.4-34.0,35.0,450(-4),,出遅れ,リプレーザ,0.0,13,954.2,136.31428571428572,1.1428571428571428,78.14285714285714,0,,,36.41428571428571,0.56,17.24137931034483,16.99604024887631,69.6,3.0,3.0,-5.0,-5.0,0.0,2.857142857142857,-2.857142857142857,-2.2857142857142856,0.5714285714285714,9.522998477370455,1.1450300214404858,3
411,411,2021/04/10,3中山5,晴,7,3歳1勝クラス,,16,2,4,15.0,7,7,杉原誠人,54,ダ1200,良,-7,1:12.1,0.7,85,5-5,33.8-37.6,37.9,434(0),,,サイファーシチー,0.0,14,1372.2,124.74545454545455,0.6,78.27272727272727,0,,,36.53636363636364,0.6845637583892618,16.643550624133148,16.93043579057077,72.1,5.0,5.0,-2.0,-2.0,0.0,3.1818181818181817,-2.090909090909091,-1.9090909090909092,0.18181818181818182,11.748226816559738,1.701531173188824,3
412,412,2020/09/06,2小倉8,雨,11,小倉2歳S(G3),,10,4,4,67.6,8,9,松若風馬,54,芝1200,重,14,1:11.5,1.9,67,4-4,33.9-35.7,37.2,428(+2),,,メイケイエール,0.0,15,787.0,131.16666666666666,1.2333333333333334,74.83333333333333,0,,,36.21666666666667,0.6,16.783216783216783,16.925213096352106,71.5,4.0,4.0,-5.0,-5.0,0.0,3.3333333333333335,-2.0,-1.8333333333333333,0.16666666666666666,12.972498382567418,0.7165677830848257,3
413,413,2021/04/17,3中山7,曇,6,3歳1勝クラス,,16,6,12,398.2,16,16,原優介,51,芝1200,良,-8,1:11.6,2.8,54,2-2,33.4-35.4,38.1,408(-4),,,メインターゲット,0.0,16,400.0,33.333333333333336,1.9583333333333337,30.916666666666668,0,,,39.65,0.375,16.75977653631285,15.912349452172988,71.6,2.0,2.0,-14.0,-14.0,0.0,2.5833333333333335,-4.666666666666667,-4.666666666666667,0.0,16.261545739027554,2.236015052187589,3
414,414,2021/02/27,2小倉5,曇,6,4歳以上1勝クラス,,18,3,6,64.8,12,9,勝浦正樹,55,芝1200,重,1,1:09.7,0.5,80,1-1,33.7-35.5,36.0,506(-8),,,ダノンシティ,0.0,1,510.0,63.75,1.8375,57.625,0,,,38.925000000000004,0.3442622950819672,17.21664275466284,16.21596117520598,69.7,1.0,1.0,-8.0,-8.0,0.0,3.125,-7.875,-7.875,0.0,16.409873571032893,2.056966482738869,4
415,415,2021/03/27,2阪神1,晴,12,4歳以上1勝クラス,,14,1,1,132.5,13,11,服部寿希,54,ダ1200,良,1,1:14.2,2.1,69,4-6,35.1-37.0,38.7,490(-4),,,ショウブ,0.0,2,1240.0,88.57142857142857,1.3428571428571427,77.14285714285714,0,,,36.949999999999996,0.430939226519337,16.172506738544474,16.586350963153034,74.2,4.0,6.0,-5.0,-7.0,-2.0,4.214285714285714,-4.142857142857143,-4.642857142857143,-0.5,11.647412683605841,2.248693447809689,5
416,416,2021/01/30,1小倉5,曇,3,4歳以上1勝クラス,,14,6,9,30.3,10,12,横山和生,54,ダ1000,稍,-6,1:00.3,2.0,55,14-14,34.3-35.3,35.9,418(+4),,出遅れ,レインボービーム,0.0,3,545.2,34.075,1.225,59.625,0,,,36.25,0.5123152709359606,16.58374792703151,16.615562643897693,60.3,14.0,14.0,2.0,2.0,0.0,7.375,0.1875,-1.125,-1.3125,20.415578555379348,1.4544526551082915,4
417,417,2021/02/27,2小倉5,曇,6,4歳以上1勝クラス,,18,4,8,363.4,18,15,川又賢治,55,芝1200,重,1,1:10.2,1.0,73,11-13,33.7-35.5,35.7,440(+2),,出遅れ,ダノンシティ,0.0,4,60.0,3.5294117647058822,1.5176470588235296,46.705882352941174,0,,,38.38235294117647,0.43601895734597157,17.094017094017094,16.032152546483722,70.2,11.0,13.0,-2.0,-4.0,-2.0,5.9411764705882355,-2.0588235294117645,-1.8823529411764706,0.17647058823529413,27.61692315310387,2.355031388221008,5
418,418,2021/02/07,1小倉8,晴,9,4歳以上1勝クラス,,18,8,17,13.7,6,6,黛弘人,55,芝1200,良,3,1:09.5,0.6,85,6-7,33.9-35.0,35.1,442(+6),,,ミアグア,0.0,5,1674.4,152.21818181818182,0.45454545454545453,82.36363636363636,0,,,34.97272727272727,0.8011695906432749,17.26618705035971,17.29855833434081,69.5,6.0,7.0,1.0,0.0,-1.0,6.090909090909091,2.0,1.9090909090909092,-0.09090909090909091,11.053845484717073,1.4232933249646365,4
419,419,2021/03/07,2小倉8,曇,7,4歳以上1勝クラス,,17,6,11,16.9,5,11,永島まな,51,芝1200,稍,4,1:10.0,0.6,79,2-2,34.2-35.2,35.7,458(-2),,,ストラトスフィア,0.0,6,1232.0,64.84210526315789,0.726315789473684,77.89473684210526,0,,,35.852631578947374,0.6033333333333334,17.142857142857142,17.0521035534581,70.0,2.0,2.0,-9.0,-9.0,0.0,4.578947368421052,-2.6842105263157894,-2.789473684210526,-0.10526315789473684,13.395521639712282,1.2822928682637211,5
420,420,2020/10/31,3福島1,晴,9,3歳以上1勝クラス,,14,3,3,89.8,12,14,丹内祐次,55,芝1200,良,-10,1:10.2,1.4,73,10-9,33.8-35.0,35.8,512(0),,,メイショウユリシス,0.0,7,1666.0,66.64,1.556,67.04,0,,,36.19199999999999,0.5172413793103449,17.094017094017094,17.067815988340623,70.2,10.0,9.0,-5.0,-4.0,1.0,6.96,-1.32,-2.08,-0.76,25.3305952013457,3.9189193656010377,6
421,421,2021/03/04,姫路,曇,9,C1一,,12,6,8,1.4,1.0,8,木本直,53,ダ1400,稍,-3,1:33.9,1.0,34,12-12-10-9,0.0-39.1,38.9,467(+2),,,クールブルーズ,0.0,8,1365.5,44.04838709677419,0.658064516129032,53.61290322580645,0,,,38.08709677419354,0.7429378531073446,14.90947816826411,15.889996723792711,93.9,12.0,9.0,1.0,4.0,3.0,4.483870967741935,0.5483870967741935,0.9032258064516129,0.3548387096774194,12.777199847286573,2.315977115603693,5
