,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,ペース平均,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
114,114,2018/07/14,盛岡,晴,3,C2十五組,,8,8,8,71.0,8.0,5,木村暁,56,ダ1200,良,-10.0,1:17.6,1.8,5.0,4-5,0.0-38.7,39.6,477(+2),,,キタスクワート,1.0,7,,0.456,2.123333333333333,12.16,0,,,40.02,0.2722222222222222,15.463917525773198,15.258784673930341,77.6,4.0,5.0,4.5,0.5,0.0,38.7,39.6,0.8999999999999986,-38.7,,,6.408333333333333,,,,0.0,-1.0,-1.0,0.7085414122914123,6.533333333333333,6.3,-0.36666666666666664,-0.6,-0.23333333333333334,21.80105869561705,1.8164985586362496,4,1.8,1.9959999999999996,26.100000000000005,,-75.0,-1829.0,2.25
115,115,2018/04/14,水沢,曇,2,C2十八組,,9,8,8,60.6,7.0,7.0,村上忍,56,ダ1300,良,23.0,1:29.6,2.1,1.0,2-2-2-5,0.0-41.3,43.2,478(+5),,,タイセイマライカ,,1.0,,4.185714285714285,2.8696428571428565,6.476190476190476,0,,,41.29761904761906,0.23768115942028986,14.508928571428573,15.091878142529138,89.6,2.0,5.0,2.75,0.2222222222222222,0.0,41.3,43.2,1.9000000000000057,-41.3,,,5.360119047619047,,,,-2.0,-5.0,-3.0,0.5004869138797708,6.392857142857143,4.571428571428571,-1.125,-2.9464285714285716,-1.8214285714285714,15.830317543377369,1.870611515598558,9,2.1,2.7595238095238095,28.166666666666668,,-79.0,-4143.0,2.5
116,116,2018/04/21,水沢,晴,1,C2十八組,,8,5,5,11.2,5.0,3,南郷家全,56,ダ1300,良,26.0,1:28.3,0.1,20.0,2-2-1-2,0.0-41.9,41.8,486(-5),,,ワイエスダッシュ,2.6,2,,0.5548387096774193,1.8470588235294108,16.172043010752688,0,,,39.90322580645161,0.28720238095238093,14.722536806342017,15.181289803883786,88.3,2.0,2.0,1.75,0.25,0.0,41.9,41.8,-0.10000000000000142,-41.9,,,6.671568627450981,,,,-1.0,-1.0,0.0,0.7907389723566195,6.715686274509804,6.6568627450980395,0.7450980392156863,0.6862745098039216,-0.058823529411764705,14.919149309474383,1.3860861447402772,7,0.1,1.924731182795698,27.899999999999995,,-60.0,-6235.0,10.0
117,117,2018/04/21,水沢,晴,1,C2十八組,,8,6,6,2.7,1.0,6,菅原俊吏,56,ダ1300,良,26.0,1:29.9,1.7,0.0,3-5-1-4,0.0-41.9,43.3,443(+1),,,ワイエスダッシュ,,3,,0.2777777777777778,3.0052631578947366,12.166666666666666,0,,,42.12777777777778,0.2236024844720497,14.460511679644048,14.775776283446907,89.9,3.0,4.0,3.25,0.375,0.0,41.9,43.3,1.3999999999999986,-41.9,,,6.004385964912281,,,,-2.0,-3.0,-1.0,0.568358395989975,6.315789473684211,5.7894736842105265,-1.736842105263158,-2.263157894736842,-0.5263157894736842,17.080983578236943,1.910883303605953,4,1.7,2.988888888888889,28.399999999999995,,-80.0,-1288.0,-0.75
118,118,2018/04/14,水沢,曇,2,C2十八組,,9,5,5,25.4,4.0,8,鈴木祐,53,ダ1300,良,23.0,1:29.7,2.2,-1.0,3-5-5-6,0.0-41.3,42.8,359(+6),,,タイセイマライカ,,4,,0.36818181818181817,2.3100000000000005,15.363636363636363,0,,,40.75000000000001,0.29878048780487804,14.492753623188406,15.27313239717474,89.7,3.0,6.0,4.75,0.3333333333333333,0.0,41.3,42.8,1.5,-41.3,,,7.097222222222222,,,,-2.0,-5.0,-3.0,0.7162075587810883,7.166666666666667,7.033333333333333,-0.3,-0.43333333333333335,-0.13333333333333333,18.182735290463867,1.9368650985521925,4,2.2,2.3636363636363638,28.03333333333333,,-81.0,-1707.0,8.5
119,119,2018/04/21,水沢,晴,1,C2十八組,,8,3,3,3.9,2.0,8,木村暁,56,ダ1300,良,26.0,1:30.3,2.1,-5.0,7-7-7-7,0.0-41.9,42.6,488(+6),,,ワイエスダッシュ,,5,,0.3692307692307692,2.1500000000000004,21.23076923076923,0,,,39.853846153846156,0.29411764705882354,14.396456256921374,15.32034834914646,90.3,7.0,7.0,7.0,0.875,0.0,41.9,42.6,0.7000000000000028,-41.9,,,7.305555555555555,,,,-1.0,-1.0,0.0,0.7562991792158459,7.277777777777778,7.333333333333333,-0.2777777777777778,-0.2222222222222222,0.05555555555555555,19.99819936492621,1.716903093563227,4,2.1,1.9153846153846152,28.166666666666668,,-85.0,-897.0,5.5
120,120,2018/04/21,水沢,晴,2,C2十七組,,8,7,7,79.5,8.0,6,小林凌,56,ダ1300,良,26.0,1:29.0,1.0,11.0,8-8-8-8,0.0-42.5,41.5,416(-3),,,フミタツダイヤ,,6,,0.3230769230769231,2.6950000000000003,9.923076923076923,0,,,40.861538461538466,0.29906542056074764,14.606741573033707,14.8696713821371,89.0,8.0,8.0,8.0,1.0,0.0,42.5,41.5,-1.0,-42.5,,,8.479166666666668,,,,2.0,2.0,0.0,0.8609027777777779,8.1,8.85,0.75,1.5,0.75,21.94210068140526,2.072145469814453,4,1.0,2.6000000000000005,28.0,,-69.0,-1246.0,7.25
121,121,2018/04/21,水沢,晴,1,C2十八組,,8,1,1,28.4,6.0,5,小林凌,54,ダ1300,良,26.0,1:29.7,1.5,2.0,6-6-6-6,0.0-41.9,42.1,467(+2),,,ワイエスダッシュ,1.0,7,,1.8142857142857143,2.638571428571428,12.071428571428571,0,,,40.55714285714286,0.2926829268292683,14.492753623188406,15.197960963627082,89.7,6.0,6.0,6.0,0.75,0.0,41.9,42.1,0.20000000000000284,-41.9,,,6.376190476190476,,,,1.0,1.0,0.0,0.6040501561930133,6.6,6.142857142857143,-1.1142857142857143,-1.5714285714285714,-0.45714285714285713,27.707912138263477,2.8971609666476366,4,1.5,2.8785714285714286,28.0,,-78.0,-1805.0,-10.0
122,122,2018/04/21,水沢,晴,1,C2十八組,,8,7,7,56.6,7.0,4,鈴木祐,53,ダ1300,良,26.0,1:29.5,1.3,5.0,5-4-4-5,0.0-41.9,42.6,376(+1),,,ワイエスダッシュ,1.8,8,,0.3916666666666667,2.472340425531915,8.166666666666666,0,,,40.88611111111111,0.23938223938223938,14.525139664804469,14.934935778755042,89.5,5.0,5.0,4.5,0.625,0.0,41.9,42.6,0.7000000000000028,-41.9,,,6.549645390070921,,,,1.0,1.0,0.0,0.8245862884160758,6.446808510638298,6.617021276595745,0.19148936170212766,0.3617021276595745,0.1702127659574468,16.44556466717462,1.7625332443673227,4,1.3,2.6888888888888887,28.166666666666668,,-75.0,-3593.0,-0.5
123,123,2018/04/21,水沢,晴,1,C2十八組,,8,4,4,75.7,8.0,7.0,大坪慎,56,ダ1300,良,26.0,1:30.3,2.1,-5.0,8-8-8-8,0.0-41.9,41.4,454(+4),,,ワイエスダッシュ,,9.0,,11.377777777777778,2.025925925925926,16.925925925925927,0,,,40.422222222222224,0.3015267175572519,14.396456256921374,15.16407902335093,90.3,8.0,8.0,8.0,1.0,0.0,41.9,41.4,-0.5,-41.9,,,7.717592592592593,,,,1.0,1.0,0.0,0.7106508203730426,7.962962962962963,7.5,0.5370370370370371,0.07407407407407407,-0.46296296296296297,20.22334793383362,1.793022288099017,7,2.1,2.240740740740741,27.766666666666666,,-85.0,-3060.0,-16.0
124,124,2017/10/16,盛岡,曇,12,スプレーマム賞,,12,7,9,5.9,3,3,高松亮,54,ダ1200,良,-16,1:13.4,0.3,57,4-3,,37.4,490(+2),,,ハルズハッピー,3.0,1,,5.286666666666666,0.9946428571428572,55.2,0,,,39.68,0.4909090909090909,16.34877384196185,15.778422938643505,73.4,4.0,3.0,3.5,0.3333333333333333,,,,,,,,3.761904761904762,,,,0.0,1.0,1.0,0.294609903984904,3.892857142857143,3.6785714285714284,-1.5,-1.7142857142857142,-0.21428571428571427,9.755878742362054,1.9963164652055774,4,0.3,1.2866666666666666,,,-23.0,-690.0,58.5
125,125,2017/10/16,盛岡,曇,12,スプレーマム賞,,12,7,10,18.6,6.0,6,藤田菜七,50,ダ1200,良,-16,1:13.8,0.7,51,12-9,,36.7,484(+3),,,ハルズハッピー,,2,,5.948148148148149,0.8308510638297874,54.03703703703704,0,,,39.42962962962964,0.6386861313868614,16.260162601626018,15.75597545219934,73.8,12.0,9.0,10.5,1.0,,,,,,,,4.053191489361702,,,,3.0,6.0,3.0,0.39023940007982544,3.723404255319149,4.297872340425532,-1.0851063829787233,-0.5106382978723404,0.574468085106383,8.413778382312353,1.905090722176301,5,0.7,0.7592592592592591,,,-29.0,-1276.0,51.25
126,126,2017/10/16,盛岡,曇,12,スプレーマム賞,,12,5,6,31.0,9.0,2.0,高橋悠里,56,ダ1200,良,-16.0,1:13.2,0.1,60.0,7-6,,36.8,506(0),,,ハルズハッピー,6.0,3.0,,42.7625,0.9138297872340423,67.6,0,,,37.72,0.6431451612903226,16.39344262295082,16.22326557657349,73.2,7.0,6.0,6.5,0.5833333333333334,,,,,,,,6.703900709219859,,,,4.0,5.0,1.0,0.5270312429886898,6.361702127659575,7.0638297872340425,0.5531914893617021,1.2553191489361701,0.7021276595744681,12.768709040288902,2.0353644227344976,5,0.1,0.8412499999999998,,,-20.0,-642.0,58.0
127,127,2017/10/14,盛岡,曇,8,B2六組,,9,1,1,3.2,1.0,1.0,高松亮,56,ダ1600,稍,-22.0,1:39.9,-0.6,54.0,4-3,,38.5,462(+8),,,(マイネルチャンプ),30.0,4.0,,4.503030303030303,1.2904761904761899,48.42424242424242,0,,,38.960606060606054,0.4925373134328358,16.016016016016014,15.605506356698054,99.9,4.0,3.0,3.5,0.4444444444444444,,,,,,,,7.312698412698413,,,,2.0,3.0,1.0,0.7413745778031493,6.8,7.695238095238095,1.3238095238095238,2.219047619047619,0.8952380952380953,21.68509043161711,2.2749406824309872,8,-0.3,1.4196969696969697,,,-26.0,-1818.0,51.5
128,128,2017/10/15,盛岡,曇,7,B2二組,,11,5,5,16.5,5.0,10.0,坂口裕一,54,ダ1600,稍,-16.0,1:42.6,2.9,33.0,2-9,,41.3,461(0),,,トーホクコルト,,5.0,,5.254545454545455,0.8589285714285714,49.0,0,,,39.40909090909091,0.7752808988764045,15.594541910331385,15.645304215016532,102.6,2.0,9.0,5.5,0.18181818181818182,,,,,,,,3.8392857142857144,,,,-1.0,-8.0,-7.0,0.3154368944547516,4.0,3.7142857142857144,-1.1785714285714286,-1.4642857142857142,-0.2857142857142857,8.558117743426111,2.142431303590951,4,2.9,0.4227272727272728,,,-47.0,-817.0,47.75
129,129,2017/10/14,盛岡,曇,12,オクトーバーC,,12,1,1,64.8,11.0,12,菅原辰徳,56,芝1600,稍,3.0,1:40.9,1.7,42.0,8-9,,38.7,478(+7),,,コスモロングソード,,6,,25.521428571428572,1.8055555555555556,36.42857142857143,0,,,40.08571428571428,0.43478260869565216,15.857284440039642,15.777994148361529,100.9,8.0,9.0,8.5,0.6666666666666666,,,,,,,,4.166666666666667,,,,-3.0,-4.0,-1.0,0.3569254048420715,4.722222222222222,3.8333333333333335,-2.0,-2.888888888888889,-0.8888888888888888,16.179567155885245,2.7988521588683843,3,1.7,1.864285714285714,,,-38.0,-753.0,44.25
130,130,2017/10/16,盛岡,曇,12,スプレーマム賞,,12,5,5,14.1,4.0,8.0,村上忍,56,ダ1200,良,-16.0,1:13.9,0.8,50.0,9-7,,37.3,480(0),,,ハルズハッピー,,7.0,,14.860000000000001,1.4462962962962964,44.4,0,,,39.63999999999999,0.6147540983606558,16.238159675236805,15.477908639465838,73.9,9.0,7.0,8.0,0.75,,,,,,,,4.962962962962963,,,,-1.0,1.0,2.0,0.5843527871305649,4.518518518518518,5.444444444444445,-0.5925925925925926,0.3333333333333333,0.9259259259259259,13.370695950625818,2.203507755505169,3,0.8,0.7499999999999999,,,-30.0,-1015.0,53.0
131,131,2017/10/16,盛岡,曇,12,スプレーマム賞,,12,1,1,24.1,7.0,12,川又賢治,51,ダ1200,良,-16,1:15.3,2.2,31,5-12,,38.9,499(-4),,,ハルズハッピー,,8,,16.15909090909091,1.1903846153846156,42.36363636363637,0,,,39.5409090909091,0.5648854961832062,15.936254980079681,15.767167515052687,75.3,5.0,12.0,8.5,0.4166666666666667,,,,,,,,4.980769230769231,,,,0.0,-7.0,-7.0,0.3718887949657181,5.269230769230769,4.730769230769231,-0.9230769230769231,-1.4615384615384615,-0.5384615384615384,15.651906189104817,1.3962422624381414,4,2.2,1.1431818181818183,,,-49.0,-984.0,45.0
132,132,2017/10/16,盛岡,曇,12,スプレーマム賞,,12,8,12,420.9,12,10,大坪慎,56,ダ1200,良,-16,1:14.2,1.1,46,10-9,,37.4,453(0),,,ハルズハッピー,,9,,21.066666666666666,1.4022727272727271,46.8,0,,,38.95333333333333,0.5371428571428571,16.172506738544474,15.765225355315142,74.2,10.0,9.0,9.5,0.8333333333333334,,,,,,,,7.140151515151515,,,,-1.0,0.0,1.0,0.6227062079334806,7.0,7.318181818181818,0.18181818181818182,0.5,0.3181818181818182,10.18059980926323,1.8929278389317026,4,1.1,1.19,,,-34.0,-772.0,49.5
133,133,2017/10/16,盛岡,曇,12,スプレーマム賞,,12,4,4,16.3,5,5,陶文峰,54,ダ1200,良,-16.0,1:13.7,0.6,53.0,1-1,,38.0,449(+1),,,ハルズハッピー,0.9,10,,14.454761904761906,1.532575757575758,42.69047619047619,0,,,40.08809523809525,0.5097560975609756,16.28222523744912,15.640384118023466,73.7,1.0,1.0,1.0,0.08333333333333333,,,,,,,,3.2664141414141414,,,,-4.0,-4.0,0.0,0.22493766755130393,4.257575757575758,2.515151515151515,-1.803030303030303,-3.5454545454545454,-1.7424242424242424,18.032210481143636,2.718182959446388,7,0.6,1.4869047619047622,,,-27.0,-2580.0,46.25
134,134,2017/09/23,盛岡,曇,4,C2十四組,,7,3,3,1.7,1,2,山本聡哉,54,ダ1200,良,-23,1:12.6,0.0,61,1-1,,36.3,483(-1),,,ハッピーパーティー,4.0,1,,2.6666666666666665,0.27999999999999997,53.333333333333336,0,,,37.666666666666664,0.7407407407407407,16.528925619834713,16.02427019289878,72.6,1.0,1.0,1.0,0.14285714285714285,,,,,,,,6.9833333333333325,,,,-1.0,-1.0,0.0,0.5017857142857143,6.8,7.0,1.8,2.0,0.2,12.780193008453876,1.579820664927931,3,0.0,0.16666666666666666,,,-19.0,-106.0,59.75
135,135,2017/09/30,盛岡,小雨,3,C2十二組,,8,7,7,10.0,4,3,鈴木祐,55,ダ1200,重,-25,1:13.8,0.3,42,5-4,,36.5,442(-4),,,カリストーガ,2.0,2,,0.8999999999999999,1.2749999999999997,30.666666666666668,0,,,38.86666666666667,0.36,16.260162601626018,16.032808354481983,73.8,5.0,4.0,4.5,0.625,,,,,,,,6.833333333333333,,,,1.0,2.0,1.0,0.5213967745217746,6.75,6.833333333333333,-0.25,-0.16666666666666666,0.08333333333333333,19.99053030249943,2.0308566414754274,3,0.3,1.3499999999999999,,,-38.0,-390.0,32.75
136,136,2017/09/30,盛岡,小雨,3,C2十二組,,8,6,6,286.9,8,6,木村直輝,54,ダ1200,重,-25,1:14.8,1.3,29,7-6,,36.8,441(-2),,,カリストーガ,,3,,1.0714285714285714,3.22,1.0714285714285714,0,,,42.02142857142858,0.21008403361344538,16.0427807486631,14.877065776200068,74.8,7.0,6.0,6.5,0.875,,,,,,,,5.427777777777777,,,,0.0,1.0,1.0,0.5294588744588744,6.266666666666667,4.866666666666666,-1.4,-2.8,-1.4,17.191931246954194,2.343608329051593,3,1.3,3.214285714285715,,,-51.0,-1205.0,10.25
137,137,2017/09/23,盛岡,曇,6,C2十二組,,7,1,1,91.3,6.0,4,関本淳,56,ダ1200,良,-23.0,1:15.9,1.4,16.0,6-6,,37.4,402(-5),,,セクイアデンドロン,1.0,4,,0.51,2.029411764705882,14.6,0,,,40.94,0.3181818181818182,15.810276679841897,15.374040377871282,75.9,6.0,6.0,6.0,0.8571428571428571,,,,,,,,6.735294117647059,,,,2.0,2.0,0.0,0.7605774127832952,6.647058823529412,6.823529411764706,0.23529411764705882,0.4117647058823529,0.17647058823529413,18.305703084888567,2.6687087088776673,3,1.4,2.4699999999999998,,,-64.0,-933.0,21.75
138,138,2017/09/30,盛岡,小雨,5,C2十一組,,9,8,9,41.0,6,6,南郷家全,56,ダ1200,重,-25,1:14.3,1.2,36,1-1,,38.0,447(-1),,,ブラーゼン,,5,,1.1111111111111112,1.5461538461538462,29.88888888888889,0,,,40.16666666666666,0.4067796610169492,16.150740242261104,15.870502543585701,74.3,1.0,1.0,1.0,0.1111111111111111,,,,,,,,4.884615384615385,,,,-5.0,-5.0,0.0,0.3751082251082251,5.230769230769231,4.615384615384615,-1.8461538461538463,-2.4615384615384617,-0.6153846153846154,17.686181623181508,1.9944310221315793,3,1.2,1.5444444444444445,,,-44.0,-528.0,23.0
139,139,2017/09/30,盛岡,小雨,5,C2十一組,,9,3,3,270.1,9,8,木村直輝,52,ダ1200,重,-25,1:15.2,2.1,23,9-7,,37.0,442(+4),,,ブラーゼン,,6,,0.3647058823529412,2.7047619047619045,9.352941176470589,0,,,41.06470588235294,0.23770491803278687,15.957446808510637,15.105519138133591,75.2,9.0,7.0,8.0,1.0,,,,,,,,5.845238095238096,,,,-1.0,1.0,2.0,0.6482615268329553,5.904761904761905,5.714285714285714,-1.0,-1.1904761904761905,-0.19047619047619047,14.33606386958175,2.1094239548956493,3,2.1,2.7764705882352945,,,-57.0,-1435.0,10.25
140,140,2017/09/30,盛岡,小雨,3,C2十二組,,8,3,3,72.7,6,8,菅原辰徳,54,ダ1200,重,-25,1:16.6,3.1,4,8-8,,37.5,445(+1),,,カリストーガ,,7,,0.28421052631578947,3.09047619047619,7.842105263157895,0,,,40.81578947368421,0.23353293413173654,15.665796344647521,14.980190943930955,76.6,8.0,8.0,8.0,1.0,,,,,,,,8.238095238095237,,,,0.0,0.0,0.0,0.8815589172732032,8.047619047619047,8.333333333333334,0.2857142857142857,0.5714285714285714,0.2857142857142857,19.64961673968551,1.9591700047310896,3,3.1,3.1999999999999997,,,-76.0,-1462.0,3.5
141,141,2017/07/29,盛岡,曇,9,ヘブンリーブルー賞,,11,2,2,8.5,2.0,2,高松亮,56,ダ1200,重,-26,1:12.5,0.6,59,6-6,,36.7,466(-7),,,レイズアスマイル,5.2,1,,4.543478260869565,1.0580000000000005,46.56521739130435,0,,,39.495652173913044,0.5373831775700935,16.551724137931036,15.44801006904936,72.5,6.0,6.0,6.0,0.5454545454545454,,,,,,,,7.32,,,,4.0,4.0,0.0,0.6914056499056498,6.84,7.52,1.74,2.42,0.68,11.09717311108039,1.6064771816073176,6,0.6,1.017391304347826,,,-21.0,-1717.0,45.25
142,142,2017/07/23,盛岡,雨,6,C2,,10,4,4,6.9,4.0,3,高橋悠里,56,ダ1600,不,6,1:40.0,0.7,54,10-4,,38.5,459(-3),,,エイプリルラヴ,2.0,2,,4.279999999999999,0.9532258064516128,50.7,0,,,39.55,0.6666666666666666,16.0,15.74115843195497,100.0,10.0,4.0,7.0,1.0,,,,,,,,5.088709677419355,,,,1.0,7.0,6.0,0.4838519455454938,4.741935483870968,5.354838709677419,-0.22580645161290322,0.3870967741935484,0.6129032258064516,13.049747064119671,2.669086629823019,4,0.7,0.7025,,,-26.0,-961.0,52.75
143,143,2017/07/29,盛岡,曇,9,ヘブンリーブルー賞,,11,4,4,11.8,3.0,4,山本政聡,56,ダ1200,重,-26,1:12.9,1.0,54,2-2,,37.8,471(-3),,,レイズアスマイル,1.9,3,,4.423076923076923,0.7111111111111109,49.69230769230769,0,,,39.684615384615384,0.7264957264957265,16.46090534979424,16.02229427495365,72.9,2.0,2.0,2.0,0.18181818181818182,,,,,,,,3.4722222222222223,,,,-2.0,-2.0,0.0,0.322370530703864,3.259259259259259,3.6666666666666665,-1.5185185185185186,-1.1111111111111112,0.4074074074074074,11.690470128986886,2.11704392963396,4,1.0,0.4538461538461539,,,-26.0,-800.0,48.5
144,144,2017/07/31,盛岡,小雨,9,フライングソーサー賞,,10,8,10,5.1,3.0,4,菅原俊吏,56,ダ1400,良,-27,1:26.5,0.5,50,2-4,,38.6,469(0),,,アサバスカ,1.9,4,,14.131818181818181,1.452631578947368,44.54545454545455,0,,,39.949999999999996,0.41735537190082644,16.184971098265898,15.30901388964047,86.5,2.0,4.0,3.0,0.2,,,,,,,,6.807017543859648,,,,0.0,-2.0,-2.0,0.6097595387069069,6.815789473684211,7.052631578947368,-0.2631578947368421,-0.02631578947368421,0.23684210526315788,15.072474487604454,1.8800135688516726,5,0.5,1.2454545454545454,,,-30.0,-1374.0,42.25
145,145,2017/07/29,盛岡,曇,9,ヘブンリーブルー賞,,11,7,8,49.4,9.0,5.0,鈴木祐,55,ダ1200,重,-26.0,1:13.1,1.2,51.0,10-7,,36.7,480(-1),,,レイズアスマイル,0.7,5.0,,9.193548387096772,1.4217391304347824,40.225806451612904,0,,,,0.6464968152866242,16.415868673050618,15.372382166589203,73.1,10.0,7.0,8.5,0.9090909090909091,,,,,,,,5.846014492753622,,,,2.0,5.0,3.0,0.5330396053222142,5.760869565217392,5.934782608695652,0.13043478260869565,0.30434782608695654,0.17391304347826086,10.369715980033595,1.810816064766347,5,1.2,0.9935483870967741,,,-29.0,-1981.0,43.5
146,146,2017/07/30,盛岡,曇,10,秋田竿燈まつり賞,,10,1,1,5.6,3.0,6.0,菅原俊吏,56,ダ1600,稍,-25.0,1:40.2,2.5,48.0,1-2,,39.7,483(+6),,,シーザドナルド,,6.0,,27.533333333333335,1.9047619047619055,60.8,0,,,39.42666666666667,0.49096385542168675,15.968063872255488,15.580027259729782,100.2,1.0,2.0,1.5,0.1,,,,,,,,6.068783068783069,,,,-4.0,-5.0,-1.0,0.4484748496653258,6.5396825396825395,5.73015873015873,-1.1746031746031746,-1.9841269841269842,-0.8095238095238095,16.866078370782432,1.9590229697718582,8,2.5,1.4666666666666663,,,-32.0,-1380.0,52.25
147,147,2017/07/24,盛岡,曇,1,C2四組,,8,5,5,13.9,7.0,4,鈴木祐,53,ダ1400,重,-25.0,1:27.4,0.4,42.0,5-2,,38.7,410(-1),,,ラフィナート,1.4,7,,2.3451612903225807,1.2380952380952381,32.96774193548387,0,,,40.65161290322582,0.5,16.018306636155604,15.620069371180044,87.4,5.0,2.0,3.5,0.625,,,,,,,,4.089285714285714,,,,-2.0,1.0,3.0,0.36136345369538647,4.238095238095238,3.9761904761904763,-1.8333333333333333,-2.0952380952380953,-0.2619047619047619,16.619366809956162,2.5792763144167807,5,0.4,1.1612903225806452,,,-38.0,-1705.0,37.0
148,148,2017/07/29,盛岡,曇,9,ヘブンリーブルー賞,,11,6,7,17.0,6.0,8,阿部英俊,56,ダ1200,重,-26.0,1:13.4,1.5,47.0,7-9,,37.4,495(-6),,,レイズアスマイル,,8,,14.754999999999999,1.6456896551724138,45.7,0,,,40.06249999999999,0.4577114427860697,16.34877384196185,15.56112629687092,73.4,7.0,9.0,8.0,0.6363636363636364,,,,,,,,4.432471264367816,,,,1.0,-1.0,-2.0,0.3843118567256497,4.982758620689655,4.224137931034483,-1.5689655172413792,-2.3275862068965516,-0.7586206896551724,15.666353922240225,1.899064618026869,6,1.5,1.4912500000000002,,,-33.0,-1999.0,46.0
149,149,2017/07/29,盛岡,曇,9,ヘブンリーブルー賞,,11,6,6,33.7,8.0,3.0,坂口裕一,54,ダ1200,重,-26.0,1:12.8,0.9,55.0,4-4,,37.2,460(-2),,,レイズアスマイル,2.6,9.0,,4.935135135135136,1.7419117647058828,42.729729729729726,0,,,40.418918918918926,0.5189873417721519,16.483516483516485,15.223694221943484,72.8,4.0,4.0,4.0,0.36363636363636365,,,,,,,,4.6151960784313735,,,,1.0,1.0,0.0,0.4727275379848911,4.602941176470588,4.779411764705882,-1.2941176470588236,-1.1176470588235294,0.17647058823529413,15.042431060141768,2.2998050199081272,5,0.9,1.4310810810810815,,,-25.0,-2411.0,36.75
150,150,2017/07/30,盛岡,曇,11,南部もぐりの天然ホヤ,,11,4,4,8.6,4.0,10,高松亮,54,ダ1600,稍,-25,1:41.7,2.1,33,3-6,,41.4,456(-1),,,ワンドロップ,,10,,4.508695652173913,1.2910714285714284,36.82608695652174,0,,,40.7304347826087,0.6494845360824743,15.732546705998033,15.437734597084486,101.7,3.0,6.0,4.5,0.2727272727272727,,,,,,,,2.488095238095238,,,,-4.0,-7.0,-3.0,0.21707964654393225,2.9285714285714284,2.142857142857143,-1.9642857142857142,-2.75,-0.7857142857142857,14.498267558155753,2.0934243916869484,4,2.1,1.067391304347826,,,-47.0,-1183.0,47.5
151,151,2017/07/31,盛岡,雨,7,C2二組,,9,5,5,2.2,1.0,9,菅原俊吏,56,ダ1400,良,-26.0,1:28.9,2.6,23.0,2-4,,41.3,454(0),,,ホホエムオンナ,,11,,4.2125,1.3310000000000002,41.875,0,,,41.7375,0.3380281690140845,15.74803149606299,16.257700251439104,88.9,2.0,4.0,3.0,0.2222222222222222,,,,,,,,3.585,,,,-5.0,-7.0,-2.0,0.2592246087246087,4.2,3.2,-3.14,-4.14,-1.0,27.45170867381264,3.5079225979886486,7,2.6,2.271875,,,-57.0,-675.0,44.0
152,152,2017/07/23,盛岡,雨,3,C2七組,,8,2,2,2.9,2.0,1,関本淳,56,ダ1200,不,-21.0,1:13.7,-0.5,48.0,4-2,,37.5,469(-3),,,(トップチェッカー),20.0,12,,3.3840000000000003,0.7597222222222221,43.04,0,,,39.024,0.7027027027027027,16.28222523744912,15.62076001502181,73.7,4.0,2.0,3.0,0.5,,,,,,,,7.103009259259259,,,,1.0,3.0,2.0,0.7300140910741402,6.319444444444445,7.680555555555555,1.4444444444444444,2.8055555555555554,1.3611111111111112,15.378297199954414,1.926870954614381,8,-0.25,0.37999999999999995,,,-32.0,-2050.0,37.5
153,153,2017/07/15,盛岡,曇,8,C2十一組,,8,1,1,3.6,2.0,5.0,山本政聡,56,ダ1200,良,-12.0,1:15.3,1.0,35.0,7-7,,37.5,457(-1),,,メイショウナノハナ,0.6,1.0,,3.4586206896551723,1.05,34.3448275862069,0,,,40.44137931034483,0.5535714285714286,15.936254980079681,15.33243103689837,75.3,7.0,7.0,7.0,0.875,,,,,,,,6.380208333333333,,,,2.0,2.0,0.0,0.7137611231361233,6.270833333333333,6.416666666666667,1.5625,1.7083333333333333,0.14583333333333334,8.314316772306311,1.4679443023501153,4,1.0,0.975862068965517,,,-45.0,-2066.0,32.75
