,index,日付,開催,天気,R,レース名,映像,頭数,枠番,馬番,オッズ,人気,着順,騎手,斤量,距離,馬場,馬場指数,タイム,着差,ﾀｲﾑ指数,通過,ペース,上り,馬体重,厩舎ｺﾒﾝﾄ,備考,勝ち馬(2着馬),賞金,本番着順,合計賞金,賞金平均,着差平均,ﾀｲﾑ指数平均,平均タイム差,平均タイム差合計,平均タイム差平均,上り平均,勝率,速度,速度平均,秒タイム,最初コーナー,最終コーナー,コーナー平均,位置取り,前ペース,後ペース,上り-前ペース,上り-後ペース,前ペース-後ペース,前ペース平均,後ペース平均,コーナー平均平均,上り-前ペース平均,上り-後ペース平均,前ペース-後ペース平均,最終コーナーから着順,最初コーナーから着順,最初コーナーから最終コーナー,位置取り平均,最終コーナー平均,最初コーナー平均,最終コーナーから着順平均,最初コーナーから着順平均,最初コーナーから最終コーナー平均,ﾀｲﾑ指数偏差,上り偏差,本番年齢,着差_調整,着差平均_condision,ペース平均,上がりハロン平均,ﾀｲﾑ指数_調整,ﾀｲﾑ指数_調整_合計,ﾀｲﾑ指数3平均
0,0,2022/09/04,盛岡,曇,7,B1,,11,5,5,33.1,7.0,2.0,村上忍,56,ダ1000,不,-30.0,0:58.7,0.0,64.0,8-6,0.0-35.5,34.3,478(-3),,,タイセイエクセル,22.8,1.0,,36.42580645161291,0.8723404255319149,60.38709677419355,0,,,38.10967741935483,0.6384839650145773,17.035775127768314,16.37508026990727,58.7,8.0,6.0,7.0,0.7272727272727273,0.0,35.5,34.3,-1.2000000000000028,-35.5,21.46382978723404,37.15106382978723,5.054964539007091,16.008510638297878,0.3212765957446812,-15.687234042553198,4.0,6.0,2.0,0.42685311142757937,4.9787234042553195,5.191489361702128,-0.6382978723404256,-0.425531914893617,0.2127659574468085,18.940410484082854,2.402905323364937,6,0.0,0.7193548387096774,23.266666666666666,32.029078014184385,-16.0,-830.0,54.0
1,1,2022/09/04,盛岡,曇,7,B1,,11,7,8,25.9,6.0,5.0,山本政聡,54,ダ1000,不,-30.0,0:59.5,0.8,50.0,5-7,0.0-35.5,35.4,454(-5),,,タイセイエクセル,3.3,2.0,,11.678947368421055,1.1120370370370372,44.10526315789474,0,,,38.318421052631585,0.6098265895953757,16.80672268907563,15.850027009187809,59.5,5.0,7.0,6.0,0.45454545454545453,0.0,35.5,35.4,-0.10000000000000142,-35.5,3.3018518518518523,38.47592592592592,5.90895061728395,35.379629629629626,0.20555555555555557,-35.17407407407407,2.0,0.0,-2.0,0.5841358487191822,5.796296296296297,6.055555555555555,0.5,0.7592592592592593,0.25925925925925924,9.84877388853242,2.0581432697964113,5,0.8,0.8486842105263158,23.633333333333336,26.81975308641975,-30.0,-2050.0,53.75
2,2,2022/08/09,盛岡,曇,11,ピンクトパーズ賞,,9,3,3,6.2,3.0,3.0,岩本怜,57,ダ1200,良,-15.0,1:13.1,0.4,62.0,1-1,0.0-37.9,38.3,507(+2),,,エイシンハルニレ,13.0,3.0,,58.75333333333333,0.9571428571428572,55.4,0,,,38.266666666666666,0.60625,16.415868673050618,16.366169674703553,73.1,1.0,1.0,1.0,0.1111111111111111,0.0,37.9,38.3,0.3999999999999986,-37.9,11.47142857142857,36.87619047619048,1.5952380952380953,26.35714285714286,0.952380952380952,-25.40476190476191,-2.0,-2.0,0.0,0.15633083847369564,1.7619047619047619,1.4761904761904763,-3.4285714285714284,-3.7142857142857144,-0.2857142857142857,16.61306117646271,1.8524999860585982,5,0.4,0.9666666666666667,25.399999999999995,28.72539682539682,-18.0,-582.0,59.5
3,3,2022/09/05,盛岡,小雨,9,ガーベラ賞,,8,6,6,5.8,2.0,1.0,南郷家全,56.0,ダ1200,稍,-21.0,1:12.7,0.0,61.0,2-2,0.0-37.2,37.1,508(+4),,,(ツルマルハナコ),50.0,4.0,,23.496296296296297,1.4011363636363638,47.351851851851855,0,,,39.36666666666666,0.5027223230490018,16.506189821182943,15.918293638141938,72.7,2.0,2.0,2.0,0.25,0.0,37.2,37.1,-0.10000000000000142,-37.2,14.942045454545456,37.96363636363636,4.3125,24.009090909090904,0.9875000000000004,-23.021590909090904,1.0,1.0,0.0,0.36819854703377414,4.738636363636363,4.1022727272727275,-1.6818181818181819,-2.3181818181818183,-0.6363636363636364,12.249396770752316,2.2864039394586255,7,0.0,1.2444444444444445,24.76666666666667,30.618939393939378,-19.0,-3220.0,49.5
4,4,2022/09/04,盛岡,曇,7,B1,,11,6,7,8.8,4.0,9.0,坂口裕一,54,ダ1000,不,-30.0,1:00.0,1.3,42.0,2-2,0.0-35.5,36.4,500(+1),,,タイセイエクセル,,5.0,,16.433333333333334,1.1879310344827585,50.888888888888886,0,,,38.11111111111111,0.7078651685393258,16.666666666666668,15.753845731752111,60.0,2.0,2.0,2.0,0.18181818181818182,0.0,35.5,36.4,0.8999999999999986,-35.5,6.151724137931034,38.64482758620689,2.3132183908045976,33.55172413793103,1.0586206896551722,-32.49310344827585,-7.0,-7.0,0.0,0.18485188183464046,2.6551724137931036,2.103448275862069,-2.206896551724138,-2.7586206896551726,-0.5517241379310345,16.12799498456712,2.5195149444993494,5,1.3,0.6333333333333333,23.96666666666667,28.166666666666664,-38.0,-917.0,46.75
5,5,2022/08/30,盛岡,曇,9,C1,,10,4,4,3.8,3.0,4.0,山本聡哉,54,ダ1000,稍,-22.0,1:00.6,0.6,40.0,7-7,0.0-36.4,35.7,460(+1),,,ブライティアルアー,4.0,6.0,,24.666666666666668,1.1563829787234043,42.583333333333336,0,,,39.60833333333334,0.4660633484162896,16.5016501650165,15.443322758545625,60.6,7.0,7.0,7.0,0.7,0.0,36.4,35.7,-0.6999999999999957,-36.4,8.385106382978723,39.055319148936164,4.526595744680851,31.395744680851056,0.7255319148936172,-30.67021276595744,3.0,3.0,0.0,0.43796360259126205,4.531914893617022,4.51063829787234,-0.5957446808510638,-0.6170212765957447,-0.02127659574468085,13.327977439915214,1.4240493905292284,5,0.6,1.2645833333333332,24.03333333333333,29.073758865248227,-40.0,-1460.0,50.0
6,6,2022/08/30,盛岡,曇,10,C1一組,,12,5,5,2.6,2.0,1,高松亮,54,ダ1600,稍,-20.0,1:39.0,-0.1,65.0,2-2,0.0-38.8,38.6,466(-6),,,(トキノワンカラット),40.0,7,,18.5,1.1523809523809523,47.666666666666664,0,,,39.84666666666666,0.58125,16.161616161616163,15.520650866046264,99.0,2.0,2.0,2.0,0.16666666666666666,0.0,38.8,38.6,-0.19999999999999574,-38.8,32.08571428571429,39.35952380952381,4.761904761904762,7.938095238095237,0.6642857142857139,-7.273809523809524,1.0,1.0,0.0,0.418399824964951,4.571428571428571,5.0476190476190474,-1.2380952380952381,-0.7619047619047619,0.47619047619047616,11.907748884847928,1.956852032119046,5,-0.05,0.92,25.8,37.15634920634921,-15.0,-1292.0,56.75
7,7,2022/09/06,盛岡,曇,11,B1一組,,7,6,6,9.3,6.0,5,高橋悠里,54,ダ1600,良,-19.0,1:41.4,1.1,42.0,1-1,0.0-37.8,38.9,473(-1),,,ダンサーズドリーム,3.3,8,,11.060526315789472,0.8573770491803278,47.31578947368421,0,,,38.97368421052632,0.6303724928366762,15.779092702169624,15.826157050806001,101.4,1.0,1.0,1.0,0.14285714285714285,0.0,37.8,38.9,1.1000000000000014,-37.8,5.0131147540983605,38.65081967213113,3.0491803278688523,34.18360655737705,0.5459016393442622,-33.63770491803278,-4.0,-4.0,0.0,0.3013319558401526,3.0327868852459017,3.1311475409836067,-1.5901639344262295,-1.4918032786885247,0.09836065573770492,11.647841707424044,1.6131225657310608,6,1.1,0.7736842105263158,25.566666666666663,27.620218579234976,-38.0,-1809.0,46.75
8,8,2022/09/05,盛岡,小雨,9,ガーベラ賞,,8,3,3,65.4,8.0,8,岩本怜,54,ダ1200,稍,-21.0,1:14.3,1.6,40.0,8-8,0.0-37.2,37.9,447(-1),,,スカイルーク,,9,,7.451851851851853,1.2078947368421056,30.22222222222222,0,,,38.49629629629629,0.48854961832061067,16.150740242261104,16.02556590504941,74.3,8.0,8.0,8.0,1.0,0.0,37.2,37.9,0.6999999999999957,-37.2,6.7105263157894735,37.42894736842104,5.006578947368421,31.247368421052634,0.5289473684210525,-30.718421052631577,0.0,0.0,0.0,0.4788198278329857,5.184210526315789,4.868421052631579,-0.18421052631578946,-0.5,-0.3157894736842105,13.933390900478456,1.449223873538678,5,1.6,1.461111111111111,25.03333333333333,27.365789473684206,-40.0,-1886.0,38.25
9,9,2022/06/12,水沢,曇,8,B2,,11,7,9,55.6,8.0,5,塚本涼人,56,ダ1400,重,-16.0,1:30.3,1.0,37.0,2-2-2-3,0.0-39.1,40.0,490(+5),,,バジガクアリア,2.5,1,,19.541666666666668,1.3977272727272732,31.0,0,,,40.19166666666666,0.5241935483870968,15.503875968992249,15.368488200925329,90.3,2.0,3.0,2.25,0.18181818181818182,0.0,39.1,40.0,0.8999999999999986,-39.1,15.977272727272727,39.75909090909091,5.454545454545454,24.472727272727276,0.69090909090909,-23.781818181818178,-2.0,-3.0,-1.0,0.4823208357299266,5.5,5.636363636363637,-0.5909090909090909,-0.45454545454545453,0.13636363636363635,11.233894163282546,1.5685712859213676,4,1.0,1.2874999999999999,26.366666666666664,32.06212121212122,-43.0,-1064.0,30.25
10,10,2022/05/03,水沢,晴,4,C2一組,,8,7,7,1.9,1.0,1,高橋悠里,56,ダ1400,稍,-23.0,1:30.0,0.0,34.0,3-3-3-3,0.0-40.5,40.1,519(+6),,,(マッドシティ),30.0,2,,11.454545454545455,1.6709677419354834,37.27272727272727,0,,,39.68181818181818,0.39655172413793105,15.555555555555555,16.17684972610711,90.0,3.0,3.0,3.0,0.375,0.0,40.5,40.1,-0.3999999999999986,-40.5,23.203225806451616,37.274193548387096,6.413978494623655,14.890322580645165,0.8193548387096774,-14.07096774193548,2.0,2.0,0.0,0.5164513801610575,6.516129032258065,6.32258064516129,-1.7419354838709677,-1.935483870967742,-0.1935483870967742,24.80311141646346,2.5606929604113025,5,0.0,1.5727272727272728,26.866666666666664,32.85698924731183,-46.0,-821.0,35.0
11,11,2022/06/19,水沢,曇,8,C1,,8,6,6,10.3,4.0,1.0,関本玲花,51,ダ850,稍,-5.0,0:51.6,-0.1,42.0,1-2,0.0-36.2,36.2,476(+2),,,(フォーチュンキセキ),40.0,3.0,,4.087096774193548,1.2368000000000003,37.37096774193548,0,,,39.841935483870955,0.5243445692883895,16.472868217054263,15.605207372279832,51.6,1.0,2.0,1.5,0.125,0.0,36.2,36.2,0.0,-36.2,,,3.632,,,,1.0,0.0,-1.0,0.3228774891774893,4.184,3.28,-1.664,-2.568,-0.904,13.661063412675082,2.153281522512266,9,-0.05,1.0346774193548387,24.133333333333336,,-38.0,-5363.0,26.75
12,12,2022/06/12,水沢,曇,8,B2,,11,5,5,94.9,11.0,11,高松亮,54.0,ダ1400,重,-16.0,1:31.1,1.8,28.0,5-6-6-7,0.0-39.1,40.3,475(-4),,,バジガクアリア,,4,,9.825581395348838,1.964912280701754,20.186046511627907,0,,,40.77209302325583,0.4236842105263158,15.367727771679474,15.316342929350315,91.1,5.0,7.0,6.0,0.45454545454545453,0.0,39.1,40.3,1.1999999999999957,-39.1,,,3.7646198830409356,,,,-4.0,-6.0,-2.0,0.36135540872382976,4.4035087719298245,3.4210526315789473,-2.280701754385965,-3.263157894736842,-0.9824561403508771,17.162898970458183,2.3857365741399574,7,1.8,1.6209302325581392,26.46666666666667,,-52.0,-3537.0,23.25
13,13,2022/06/19,水沢,曇,9,C1,,9,1,1,38.4,5.0,2.0,菅原辰徳,54,ダ850,稍,-5.0,0:51.7,0.6,40.0,3-2,0.0-36.1,36.2,399(+3),,,スティローザ,14.0,5.0,,12.294117647058824,1.1937500000000003,45.529411764705884,0,,,39.38235294117647,0.5460992907801419,16.44100580270793,15.844927245186616,51.7,3.0,2.0,2.5,0.3333333333333333,0.0,36.1,36.2,0.10000000000000142,-36.1,0.0,38.099999999999994,3.6791666666666663,38.772499999999994,0.6725,-38.099999999999994,0.0,1.0,1.0,0.38247564935064926,3.725,3.775,-0.95,-0.9,0.05,13.406205777963226,2.1123922625287173,5,0.6,1.3470588235294119,24.100000000000005,25.624166666666675,-40.0,-1549.0,30.75
14,14,2022/06/14,水沢,晴,6,B2,,8,2,2,91.9,8.0,2,阿部英俊,56,ダ850,良,-5.0,0:52.3,0.3,28.0,4-3,0.0-37.0,36.9,473(+1),,,マリンディーヴァ,17.5,6,,7.670588235294118,1.43,32.588235294117645,0,,,38.994117647058815,0.4591194968553459,16.252390057361378,15.988775654961653,52.3,4.0,3.0,3.5,0.5,0.0,37.0,36.9,-0.10000000000000142,-37.0,8.645000000000001,37.755,4.325,30.060000000000002,0.9499999999999986,-29.110000000000003,1.0,2.0,1.0,0.3709196359196359,4.85,3.9,-1.25,-2.2,-0.95,18.190351532856337,2.280977234182126,4,0.3,1.4294117647058822,24.633333333333336,28.36833333333334,-52.0,-1010.0,14.0
15,15,2022/06/20,水沢,晴,4,C2,,8,2,2,11.1,4.0,3,高橋悠里,55,ダ850,良,-7.0,0:51.4,0.5,44.0,3-3,0.0-36.4,36.4,468(-2),,,ブルートブロッサム,6.0,7,,3.023076923076923,1.2444444444444445,26.923076923076923,0,,,38.84615384615385,0.5371900826446281,16.53696498054475,15.922420378154683,51.4,3.0,3.0,3.0,0.375,0.0,36.4,36.4,0.0,-36.4,5.048148148148148,37.544444444444444,5.074074074074074,33.06666666666667,0.5703703703703703,-32.49629629629629,0.0,0.0,0.0,0.48696087862754533,5.222222222222222,5.0,-0.14814814814814814,-0.37037037037037035,-0.2222222222222222,11.956767360548826,1.4809461606055248,4,0.5,1.2076923076923076,24.266666666666666,26.90246913580247,-36.0,-1419.0,26.5
16,16,2022/06/19,水沢,曇,9,C1,,9,3,3,1.2,1.0,1,高橋悠里,54.0,ダ850,稍,-5.0,0:51.1,-0.6,52.0,1-1,0.0-36.1,36.1,499(-4),,,(ボルドープリュネ),40.0,8,,60.76190476190476,1.6815789473684208,58.333333333333336,0,,,38.561904761904756,0.4265402843601896,16.634050880626223,15.758444652189654,51.1,1.0,1.0,1.0,0.1111111111111111,0.0,36.1,36.1,0.0,-36.1,30.507894736842104,38.71842105263158,5.114035087719299,9.155263157894739,0.9447368421052628,-8.210526315789476,0.0,0.0,0.0,0.423299799615589,5.684210526315789,4.684210526315789,-1.2894736842105263,-2.289473684210526,-1.0,16.158648044943867,2.8338263870799234,5,-0.3,1.202380952380952,24.066666666666666,36.296491228070174,-28.0,-1036.0,57.0
17,17,2022/06/12,水沢,曇,8,B2,,11,7,8,19.7,7.0,4,関本淳,54.0,ダ1400,重,-16.0,1:30.3,1.0,37.0,6-5-5-4,0.0-39.1,39.5,470(+7),,,バジガクアリア,5.0,9,,8.542857142857143,1.4042553191489364,33.476190476190474,0,,,40.26666666666667,0.5873015873015873,15.503875968992249,15.475975115638187,90.3,6.0,4.0,5.0,0.5454545454545454,0.0,39.1,39.5,0.3999999999999986,-39.1,2.1702127659574466,39.63191489361703,4.085106382978723,38.30851063829787,0.8468085106382977,-37.461702127659585,0.0,2.0,2.0,0.3840556016087932,4.276595744680851,4.042553191489362,-1.0638297872340425,-1.297872340425532,-0.23404255319148937,16.427819815449915,2.1161703814516772,5,1.0,1.3142857142857143,26.2,27.426950354609932,-43.0,-2079.0,31.5
18,18,2022/06/12,水沢,曇,8,B2,,11,8,11,4.0,2.0,3,村上忍,56,ダ1400,重,-16.0,1:30.0,0.7,41.0,1-1-1-1,0.0-39.1,39.8,500(+2),,,バジガクアリア,10.0,10,,76.63478260869564,0.7948275862068964,60.0,0,,,38.90869565217392,0.6701388888888888,15.555555555555555,16.118441837736608,90.0,1.0,1.0,1.0,0.09090909090909091,0.0,39.1,39.8,0.6999999999999957,-39.1,20.986206896551725,38.23448275862068,2.793103448275862,17.80689655172414,0.558620689655173,-17.24827586206896,-2.0,-2.0,0.0,0.22320744389709907,2.6551724137931036,2.8275862068965516,-2.3448275862068964,-2.1724137931034484,0.1724137931034483,18.531684578940286,1.435904670311445,5,0.7,0.8065217391304348,26.3,32.67126436781609,-39.0,-661.0,37.75
19,19,2022/06/14,水沢,晴,6,B2,,8,8,9,7.5,4.0,1,岩本怜,54,ダ850,良,-5.0,0:52.0,-0.3,34.0,1-2,0.0-37.0,36.9,461(+2),,,(ヒドゥンジェム),50.0,11,,5.965217391304349,1.2140624999999998,29.608695652173914,0,,,38.55217391304347,0.48214285714285715,16.346153846153847,15.946748641573933,52.0,1.0,2.0,1.5,0.125,0.0,37.0,36.9,-0.10000000000000142,-37.0,7.96875,37.599999999999994,5.2890625,30.1,0.46875,-29.631249999999994,1.0,0.0,-1.0,0.49854646221833715,5.5,5.125,0.125,-0.25,-0.375,14.328111035311682,1.4302195661317838,5,-0.15,1.4913043478260866,24.633333333333336,27.87916666666666,-46.0,-1613.0,25.75
20,20,2022/05/15,1新潟4,晴,7,4歳以上1勝クラス,,15,7,12,301.4,13.0,15,菊沢一樹,55,ダ1200,稍,-7.0,1:14.0,2.5,59.0,12-13,34.6-36.9,38.3,394(-4),,出遅れ,アイルビーザワン,,12,,61.642857142857146,1.0,46.285714285714285,0,,,38.57142857142856,0.7142857142857143,16.216216216216218,16.005793243098484,74.0,12.0,13.0,12.5,0.8,34.6,36.9,3.6999999999999957,1.3999999999999986,-2.299999999999997,35.962500000000006,38.0625,8.645833333333332,2.3374999999999986,0.23749999999999893,-2.0999999999999996,-2.0,-3.0,-1.0,0.6584306318681318,8.125,9.5,2.0,3.375,1.375,38.09766526659386,2.528260027258293,5,2.5,0.7142857142857143,36.599999999999994,37.44166666666666,-21.0,-257.0,54.0
21,21,2021/11/09,盛岡,雨,9,C1四組,,12,4,4,7.5,3.0,1.0,木村暁,54,ダ1600,不,-16.0,1:40.6,-0.4,53.0,1-1,0.0-39.5,39.5,479(0),,,(アナンクス),35.0,1.0,,7.417391304347827,1.69047619047619,31.58695652173913,0,,,39.876086956521746,0.4873096446700508,15.904572564612327,15.160857042340938,100.6,1.0,1.0,1.0,0.08333333333333333,0.0,39.5,39.5,0.0,-39.5,2.8507936507936513,39.30793650793651,5.150793650793651,37.339682539682535,0.8825396825396825,-36.457142857142856,0.0,0.0,0.0,0.47347007049388,5.571428571428571,4.7936507936507935,-0.4603174603174603,-1.2380952380952381,-0.7777777777777778,14.221462653327892,1.6356382546272263,5,-0.2,1.4000000000000001,26.333333333333332,27.449735449735442,-27.0,-2909.0,43.75
22,22,2021/11/09,盛岡,雨,7,C1,,11,8,11,7.9,4.0,2.0,山本聡哉,54,ダ1200,不,-16.0,1:14.0,0.3,49.0,4-4,0.0-38.0,37.7,455(-2),,,ヤマニンオドラント,12.3,2.0,,6.826923076923077,1.1759259259259258,23.846153846153847,0,,,39.430769230769215,0.5778688524590164,16.216216216216218,15.53892046870643,74.0,4.0,4.0,4.0,0.36363636363636365,0.0,38.0,37.7,-0.29999999999999716,-38.0,0.0,39.4037037037037,5.537037037037037,39.5148148148148,0.11111111111111084,-39.4037037037037,2.0,2.0,0.0,0.5127732349954572,5.7407407407407405,5.333333333333333,0.6666666666666666,0.25925925925925924,-0.4074074074074074,13.484685190759091,1.933987105036892,3,0.3,1.1403846153846156,25.233333333333334,26.306172839506168,-31.0,-1513.0,32.75
23,23,2021/11/09,盛岡,雨,7,C1,,11,6,7,89.8,6.0,6,関本玲花,51,ダ1200,不,-16.0,1:14.9,1.2,36.0,5-5,0.0-38.0,38.4,473(-1),,,ヤマニンオドラント,,3,,5.633333333333334,1.3933962264150945,31.77777777777778,0,,,39.43333333333334,0.506578947368421,16.02136181575434,15.87048137476812,74.9,5.0,5.0,5.0,0.45454545454545453,0.0,38.0,38.4,0.3999999999999986,-38.0,13.962264150943396,37.822641509433964,6.35377358490566,24.486792452830187,0.6264150943396226,-23.86037735849056,-1.0,-1.0,0.0,0.5143738583527706,6.584905660377358,6.113207547169812,-0.8301886792452831,-1.3018867924528301,-0.4716981132075472,22.953739186920718,2.341948381630607,7,1.2,1.077777777777778,25.46666666666667,30.077987421383643,-44.0,-1707.0,26.75
24,24,2021/11/09,盛岡,雨,6,C1,,10,4,4,4.5,3.0,1,山本聡哉,56,ダ1200,不,-16.0,1:16.4,-0.5,16.0,7-4,0.0-39.9,38.5,473(+24),,,(オテンバキッズ),35.0,4,,9.724137931034482,1.0574074074074074,44.758620689655174,0,,,38.827586206896555,0.6941176470588235,15.706806282722512,15.712271754369045,76.4,7.0,4.0,5.5,0.7,0.0,39.9,38.5,-1.3999999999999986,-39.9,3.9388888888888887,38.74629629629631,5.378086419753087,34.931481481481484,0.12407407407407413,-34.80740740740742,3.0,6.0,3.0,0.5595281518892631,4.833333333333333,5.833333333333333,-0.14814814814814814,0.8518518518518519,1.0,19.841570852235904,2.0436201875775204,6,-0.25,0.553448275862069,26.133333333333336,27.18518518518518,-64.0,-2029.0,24.0
25,25,2021/10/31,盛岡,曇,4,B2,,10,8,9,12.1,4.0,3.0,阿部英俊,54,ダ1400,稍,-9.0,1:29.7,0.4,31.0,10-8,0.0-40.6,39.2,415(+1),,,コパノオーロ,9.0,5.0,,20.375,1.7000000000000002,25.25,0,,,41.325,0.5897435897435898,15.607580824972128,15.266456842808639,89.7,10.0,8.0,9.0,1.0,0.0,40.6,39.2,-1.3999999999999986,-40.6,28.335294117647067,40.38235294117648,7.014705882352941,12.552941176470584,0.5058823529411761,-12.04705882352941,5.0,7.0,2.0,0.6561585473350179,7.0,6.9411764705882355,1.0,0.9411764705882353,-0.058823529411764705,13.349989596333858,1.5478379983498924,3,0.4,1.25,26.600000000000005,36.535294117647055,-49.0,-734.0,35.5
26,26,2021/10/18,盛岡,晴,6,アマリリス賞,,8,6,6,5.8,5.0,8.0,村上忍,54,ダ1000,重,-17.0,1:02.7,2.2,10.0,6-6,0.0-36.2,37.6,495(+8),,,メイクミーラフ,,6.0,,9.81818181818182,1.5289473684210524,25.818181818181817,0,,,39.272727272727266,0.6091954022988506,15.948963317384369,15.534795539140712,62.7,6.0,6.0,6.0,0.75,0.0,36.2,37.6,1.3999999999999986,-36.2,9.868421052631579,38.33684210526316,4.574561403508771,29.321052631578944,0.852631578947369,-28.468421052631577,-2.0,-2.0,0.0,0.3875274751048745,4.421052631578948,4.526315789473684,-1.5789473684210527,-1.4736842105263157,0.10526315789473684,19.698921290263584,2.4570052909995943,4,2.2,1.013636363636364,24.600000000000005,29.13157894736842,-70.0,-903.0,12.5
27,27,2021/10/31,盛岡,曇,4,B2,,10,7,8,112.4,9.0,1,高松亮,54.0,ダ1400,稍,-9.0,1:29.3,-0.1,36.0,7-6,0.0-40.6,39.3,483(+6),,,(レゼール),45.0,7,,11.472222222222221,2.0170212765957443,19.083333333333332,0,,,40.82500000000001,0.453416149068323,15.677491601343785,15.294263618828046,89.3,7.0,6.0,6.5,0.7,0.0,40.6,39.3,-1.3000000000000043,-40.6,,,3.304964539007092,,,,5.0,6.0,1.0,0.30713134383347146,4.0638297872340425,2.872340425531915,-2.404255319148936,-3.595744680851064,-1.1914893617021276,17.242147971371395,2.37131292747288,6,-0.05,1.6111111111111114,26.633333333333336,,-44.0,-2998.0,19.25
28,28,2021/10/21,門別,曇,11,静内産米万馬券特別,,10,7,8,2.7,1.0,4,石川倭,58,ダ1200,不,-34,1:12.5,0.3,62,3-2,0.0-37.5,37.2,512(-2),,,フォルトゥーレ,28.0,1,,45.277499999999996,0.6805970149253731,69.975,0,,,37.6675,0.7228915662650602,16.551724137931036,16.40713356012429,72.5,3.0,2.0,2.5,0.3,0.0,37.5,37.2,-0.29999999999999716,-37.5,,,4.977611940298507,,,,-2.0,-1.0,1.0,0.43561697423637724,4.656716417910448,5.268656716417911,0.2537313432835821,0.8656716417910447,0.6119402985074627,17.046699545598962,2.1120964838504475,8,0.3,0.5812499999999999,24.900000000000002,,-18.0,-515.0,64.75
29,29,2021/10/06,門別,晴,12,レイデオロ・プレミア,,11,3,3,6.2,5.0,7,石川倭,55,ダ1200,不,-28,1:13.6,1.3,53,3-5,0.0-37.4,38.4,552(+2),,,スマートアヴァロン,,2,,30.572972972972973,0.6216216216216217,58.108108108108105,0,,,38.962162162162166,0.7619047619047619,16.304347826086957,16.11323130410627,73.6,3.0,5.0,4.0,0.2727272727272727,0.0,37.4,38.4,1.0,-37.4,0.0,38.58378378378378,2.5,38.962162162162166,0.3783783783783784,-38.58378378378378,-2.0,-4.0,-2.0,0.2741302241302241,2.2162162162162162,2.7837837837837838,-0.9459459459459459,-0.3783783783783784,0.5675675675675675,16.549619004577593,1.5731054207585533,5,1.3,0.6216216216216217,25.266666666666666,25.84864864864864,-27.0,-810.0,59.5
30,30,2021/10/21,門別,曇,11,静内産米万馬券特別,,10,4,4,11.5,5.0,2.0,宮崎光行,55.0,ダ1200,不,-34,1:12.4,0.2,63,4-3,0.0-37.5,37.1,512(-2),,,フォルトゥーレ,56.0,3.0,,46.31730769230769,0.7305555555555556,66.75,0,,,37.79038461538462,0.7045454545454546,16.574585635359114,16.212661350214763,72.4,4.0,3.0,3.5,0.4,0.0,37.5,37.1,-0.3999999999999986,-37.5,,,5.82253086419753,,,,1.0,2.0,1.0,0.5432693592415816,5.314814814814815,6.296296296296297,1.1481481481481481,2.1296296296296298,0.9814814814814815,14.111785122331012,0.9704663614354114,7,0.2,0.6509615384615385,24.866666666666664,,-17.0,-761.0,58.5
31,31,2021/10/21,門別,曇,11,静内産米万馬券特別,,10,2,2,4.7,3.0,3,服部茂史,54,ダ1200,不,-34,1:12.4,0.2,63,1-1,0.0-37.5,37.7,544(+8),,,フォルトゥーレ,42.0,4,,34.611111111111114,0.6473684210526315,55.94444444444444,0,,,38.572222222222216,0.7701863354037267,16.574585635359114,16.119506293182948,72.4,1.0,1.0,1.0,0.1,0.0,37.5,37.7,0.20000000000000284,-37.5,3.8157894736842106,37.96842105263158,2.0,34.83684210526315,0.6842105263157895,-34.152631578947364,-2.0,-2.0,0.0,0.19445773524720894,1.7894736842105263,2.1578947368421053,-1.6842105263157894,-1.3157894736842106,0.3684210526315789,15.16739924970659,1.3825610293943633,5,0.2,0.46666666666666656,25.066666666666666,26.812280701754386,-17.0,-472.0,57.5
32,32,2021/10/21,門別,曇,10,静内軽種馬生産振興会,,11,1,1,1.9,1.0,1,亀井洋司,57,ダ1200,不,-34,1:12.6,0.0,61,5-3,0.0-37.6,37.3,494(+4),,,(コパノフレディー),100.0,5,,73.26315789473684,0.43076923076923074,61.05263157894737,0,,,37.9,0.9322916666666666,16.528925619834713,15.848600548148896,72.6,5.0,3.0,4.0,0.45454545454545453,0.0,37.6,37.3,-0.30000000000000426,-37.6,0.0,38.95769230769231,4.144230769230769,38.86153846153846,-0.09615384615384642,-38.95769230769231,2.0,4.0,2.0,0.4087398712398711,3.8846153846153846,4.346153846153846,1.5769230769230769,2.0384615384615383,0.46153846153846156,10.336054334434856,1.775955856543055,4,0.0,0.06315789473684211,24.96666666666667,25.93974358974359,-19.0,-584.0,60.0
33,33,2021/10/19,門別,曇,12,さまにオープン〔準重(OP),,8,5,5,49.7,6.0,8,阿部龍,57.0,ダ1000,不,-40.0,1:00.9,2.1,39.0,2-5,0.0-35.7,37.6,526(0),,,アザワク,,6,,162.12142857142857,1.1416666666666666,69.17857142857143,0,,,37.99285714285714,0.5168195718654435,16.420361247947454,16.609808661324536,60.9,2.0,5.0,3.5,0.25,0.0,35.7,37.6,1.8999999999999986,-35.7,23.333333333333336,36.6861111111111,3.125,14.236111111111107,0.8833333333333333,-13.352777777777776,-3.0,-6.0,-3.0,0.23189079439079435,3.4166666666666665,2.8333333333333335,-3.1666666666666665,-3.75,-0.5833333333333334,22.863267467042846,1.8994328475731213,7,2.1,1.2482142857142857,24.433333333333337,32.52962962962963,-41.0,-348.0,36.25
